output_id,prod_line_id,material_id,output_dt_key,shift_cd,good_qty,scrap_qty,runtime_min,rework_qty,overtime_min,fp_yield_rate,energy_kwh_qty
33125,LINE_C,MAT_FG_1003,20240520,D2,40,1,406.0,0,0.0,0.98,0.0
33126,LINE_C,MAT_FG_1003,20240520,D1,41,1,394.0,0,0.0,0.98,0.0
33127,LINE_C,MAT_FG_1003,20240521,D1,33,1,418.0,0,0.0,0.98,0.0
33128,LINE_C,MAT_FG_1003,20240521,D2,34,1,406.0,0,0.0,0.98,0.0
33129,LINE_C,MAT_FG_1003,20240521,D1,35,1,394.0,0,0.0,0.98,0.0
33130,LINE_C,MAT_FG_1003,20240522,D1,34,1,418.0,0,0.0,0.98,0.0
33131,LINE_C,MAT_FG_1003,20240522,D2,35,1,406.0,0,0.0,0.98,0.0
33132,LINE_C,MAT_FG_1003,20240522,D1,36,1,394.0,0,0.0,0.98,0.0
33133,LINE_C,MAT_FG_1003,20240523,D1,35,1,418.0,0,0.0,0.98,0.0
33134,LINE_C,MAT_FG_1003,20240523,D2,36,1,406.0,0,0.0,0.98,0.0
33135,LINE_C,MAT_FG_1003,20240523,D1,37,1,394.0,0,0.0,0.98,0.0
33136,LINE_C,MAT_FG_1003,20240524,D1,36,1,418.0,0,0.0,0.98,0.0
33137,LINE_C,MAT_FG_1003,20240524,D2,37,1,406.0,0,0.0,0.98,0.0
33138,LINE_C,MAT_FG_1003,20240524,D1,38,1,394.0,0,0.0,0.98,0.0
33139,LINE_C,MAT_FG_1003,20240525,D1,37,1,418.0,0,0.0,0.98,0.0
33140,LINE_C,MAT_FG_1003,20240525,D2,38,1,406.0,0,0.0,0.98,0.0
33141,LINE_C,MAT_FG_1003,20240525,D1,39,1,394.0,0,0.0,0.98,0.0
33142,LINE_C,MAT_FG_1003,20240526,D1,38,1,418.0,0,0.0,0.98,0.0
33143,LINE_C,MAT_FG_1003,20240526,D2,39,1,406.0,0,0.0,0.98,0.0
33144,LINE_C,MAT_FG_1003,20240526,D1,40,1,394.0,0,0.0,0.98,0.0
33145,LINE_C,MAT_FG_1003,20240527,D1,39,1,418.0,0,0.0,0.98,0.0
33146,LINE_C,MAT_FG_1003,20240527,D2,40,1,406.0,0,0.0,0.98,0.0
33147,LINE_C,MAT_FG_1003,20240527,D1,41,1,394.0,0,0.0,0.98,0.0
33148,LINE_C,MAT_FG_1003,20240528,D1,33,1,418.0,0,0.0,0.98,0.0
33149,LINE_C,MAT_FG_1003,20240528,D2,34,1,406.0,0,0.0,0.98,0.0
33150,LINE_C,MAT_FG_1003,20240528,D1,35,1,394.0,0,0.0,0.98,0.0
33151,LINE_C,MAT_FG_1003,20240529,D1,34,1,418.0,0,0.0,0.98,0.0
33152,LINE_C,MAT_FG_1003,20240529,D2,35,1,406.0,0,0.0,0.98,0.0
33153,LINE_C,MAT_FG_1003,20240529,D1,36,1,394.0,0,0.0,0.98,0.0
33154,LINE_C,MAT_FG_1003,20240530,D1,35,1,418.0,0,0.0,0.98,0.0
33155,LINE_C,MAT_FG_1003,20240530,D2,36,1,406.0,0,0.0,0.98,0.0
33156,LINE_C,MAT_FG_1003,20240530,D1,37,1,394.0,0,0.0,0.98,0.0
33157,LINE_C,MAT_FG_1003,20240531,D1,36,1,418.0,0,0.0,0.98,0.0
33158,LINE_C,MAT_FG_1003,20240531,D2,37,1,406.0,0,0.0,0.98,0.0
33159,LINE_C,MAT_FG_1003,20240531,D1,38,1,394.0,0,0.0,0.98,0.0
33160,LINE_D,MAT_FG_1004,20240501,D1,36,1,418.0,0,0.0,0.98,0.0
33161,LINE_D,MAT_FG_1004,20240501,D2,37,1,406.0,0,0.0,0.98,0.0
33162,LINE_D,MAT_FG_1004,20240501,D1,38,1,394.0,0,0.0,0.98,0.0
33163,LINE_D,MAT_FG_1004,20240502,D1,37,1,418.0,0,0.0,0.98,0.0
33164,LINE_D,MAT_FG_1004,20240502,D2,38,1,406.0,0,0.0,0.98,0.0
33165,LINE_D,MAT_FG_1004,20240502,D1,39,1,394.0,0,0.0,0.98,0.0
33166,LINE_D,MAT_FG_1004,20240503,D1,38,1,418.0,0,0.0,0.98,0.0
33167,LINE_D,MAT_FG_1004,20240503,D2,39,1,406.0,0,0.0,0.98,0.0
33168,LINE_D,MAT_FG_1004,20240503,D1,40,1,394.0,0,0.0,0.98,0.0
33169,LINE_D,MAT_FG_1004,20240504,D1,39,1,418.0,0,0.0,0.98,0.0
33170,LINE_D,MAT_FG_1004,20240504,D2,40,1,406.0,0,0.0,0.98,0.0
33171,LINE_D,MAT_FG_1004,20240504,D1,41,1,394.0,0,0.0,0.98,0.0
33172,LINE_D,MAT_FG_1004,20240505,D1,40,1,418.0,0,0.0,0.98,0.0
33173,LINE_D,MAT_FG_1004,20240505,D2,41,1,406.0,0,0.0,0.98,0.0
33174,LINE_D,MAT_FG_1004,20240505,D1,42,1,394.0,0,0.0,0.98,0.0
33175,LINE_D,MAT_FG_1004,20240506,D1,41,1,418.0,0,0.0,0.98,0.0
33176,LINE_D,MAT_FG_1004,20240506,D2,42,1,406.0,0,0.0,0.98,0.0
33177,LINE_D,MAT_FG_1004,20240506,D1,43,1,394.0,0,0.0,0.98,0.0
33178,LINE_D,MAT_FG_1004,20240507,D1,35,1,418.0,0,0.0,0.98,0.0
33179,LINE_D,MAT_FG_1004,20240507,D2,36,1,406.0,0,0.0,0.98,0.0
33180,LINE_D,MAT_FG_1004,20240507,D1,37,1,394.0,0,0.0,0.98,0.0
33181,LINE_D,MAT_FG_1004,20240508,D1,36,1,418.0,0,0.0,0.98,0.0
33182,LINE_D,MAT_FG_1004,20240508,D2,37,1,406.0,0,0.0,0.98,0.0
33183,LINE_D,MAT_FG_1004,20240508,D1,38,1,394.0,0,0.0,0.98,0.0
33184,LINE_D,MAT_FG_1004,20240509,D1,37,1,418.0,0,0.0,0.98,0.0
33185,LINE_D,MAT_FG_1004,20240509,D2,38,1,406.0,0,0.0,0.98,0.0
33186,LINE_D,MAT_FG_1004,20240509,D1,39,1,394.0,0,0.0,0.98,0.0
33187,LINE_D,MAT_FG_1004,20240510,D1,38,1,418.0,0,0.0,0.98,0.0
33188,LINE_D,MAT_FG_1004,20240510,D2,39,1,406.0,0,0.0,0.98,0.0
33189,LINE_D,MAT_FG_1004,20240510,D1,40,1,394.0,0,0.0,0.98,0.0
33190,LINE_D,MAT_FG_1004,20240511,D1,39,1,418.0,0,0.0,0.98,0.0
33191,LINE_D,MAT_FG_1004,20240511,D2,40,1,406.0,0,0.0,0.98,0.0
33192,LINE_D,MAT_FG_1004,20240511,D1,41,1,394.0,0,0.0,0.98,0.0
33193,LINE_D,MAT_FG_1004,20240512,D1,40,1,418.0,0,0.0,0.98,0.0
33194,LINE_D,MAT_FG_1004,20240512,D2,41,1,406.0,0,0.0,0.98,0.0
33195,LINE_D,MAT_FG_1004,20240512,D1,42,1,394.0,0,0.0,0.98,0.0
33196,LINE_D,MAT_FG_1004,20240513,D1,41,1,418.0,0,0.0,0.98,0.0
33197,LINE_D,MAT_FG_1004,20240513,D2,42,1,406.0,0,0.0,0.98,0.0
33198,LINE_D,MAT_FG_1004,20240513,D1,43,1,394.0,0,0.0,0.98,0.0
33199,LINE_D,MAT_FG_1004,20240514,D1,35,1,418.0,0,0.0,0.98,0.0
33200,LINE_D,MAT_FG_1004,20240514,D2,36,1,406.0,0,0.0,0.98,0.0
33201,LINE_D,MAT_FG_1004,20240514,D1,37,1,394.0,0,0.0,0.98,0.0
33202,LINE_D,MAT_FG_1004,20240515,D1,36,1,418.0,0,0.0,0.98,0.0
33203,LINE_D,MAT_FG_1004,20240515,D2,37,1,406.0,0,0.0,0.98,0.0
33204,LINE_D,MAT_FG_1004,20240515,D1,38,1,394.0,0,0.0,0.98,0.0
33205,LINE_D,MAT_FG_1004,20240516,D1,37,1,418.0,0,0.0,0.98,0.0
33206,LINE_D,MAT_FG_1004,20240516,D2,38,1,406.0,0,0.0,0.98,0.0
33207,LINE_D,MAT_FG_1004,20240516,D1,39,1,394.0,0,0.0,0.98,0.0
33208,LINE_D,MAT_FG_1004,20240517,D1,38,1,418.0,0,0.0,0.98,0.0
33209,LINE_D,MAT_FG_1004,20240517,D2,39,1,406.0,0,0.0,0.98,0.0
33210,LINE_D,MAT_FG_1004,20240517,D1,40,1,394.0,0,0.0,0.98,0.0
33211,LINE_D,MAT_FG_1004,20240518,D1,39,1,418.0,0,0.0,0.98,0.0
33212,LINE_D,MAT_FG_1004,20240518,D2,40,1,406.0,0,0.0,0.98,0.0
33213,LINE_D,MAT_FG_1004,20240518,D1,41,1,394.0,0,0.0,0.98,0.0
33214,LINE_D,MAT_FG_1004,20240519,D1,40,1,418.0,0,0.0,0.98,0.0
33215,LINE_D,MAT_FG_1004,20240519,D2,41,1,406.0,0,0.0,0.98,0.0
33216,LINE_D,MAT_FG_1004,20240519,D1,42,1,394.0,0,0.0,0.98,0.0
33217,LINE_D,MAT_FG_1004,20240520,D1,41,1,418.0,0,0.0,0.98,0.0
33218,LINE_D,MAT_FG_1004,20240520,D2,42,1,406.0,0,0.0,0.98,0.0
33219,LINE_D,MAT_FG_1004,20240520,D1,43,1,394.0,0,0.0,0.98,0.0
33220,LINE_D,MAT_FG_1004,20240521,D1,35,1,418.0,0,0.0,0.98,0.0
33221,LINE_D,MAT_FG_1004,20240521,D2,36,1,406.0,0,0.0,0.98,0.0
33222,LINE_D,MAT_FG_1004,20240521,D1,37,1,394.0,0,0.0,0.98,0.0
33223,LINE_D,MAT_FG_1004,20240522,D1,36,1,418.0,0,0.0,0.98,0.0
33224,LINE_D,MAT_FG_1004,20240522,D2,37,1,406.0,0,0.0,0.98,0.0
33225,LINE_D,MAT_FG_1004,20240522,D1,38,1,394.0,0,0.0,0.98,0.0
33226,LINE_D,MAT_FG_1004,20240523,D1,37,1,418.0,0,0.0,0.98,0.0
33227,LINE_D,MAT_FG_1004,20240523,D2,38,1,406.0,0,0.0,0.98,0.0
33228,LINE_D,MAT_FG_1004,20240523,D1,39,1,394.0,0,0.0,0.98,0.0
33229,LINE_D,MAT_FG_1004,20240524,D1,38,1,418.0,0,0.0,0.98,0.0
33230,LINE_D,MAT_FG_1004,20240524,D2,39,1,406.0,0,0.0,0.98,0.0
33231,LINE_D,MAT_FG_1004,20240524,D1,40,1,394.0,0,0.0,0.98,0.0
33232,LINE_D,MAT_FG_1004,20240525,D1,39,1,418.0,0,0.0,0.98,0.0
33233,LINE_D,MAT_FG_1004,20240525,D2,40,1,406.0,0,0.0,0.98,0.0
33234,LINE_D,MAT_FG_1004,20240525,D1,41,1,394.0,0,0.0,0.98,0.0
33235,LINE_D,MAT_FG_1004,20240526,D1,40,1,418.0,0,0.0,0.98,0.0
33236,LINE_D,MAT_FG_1004,20240526,D2,41,1,406.0,0,0.0,0.98,0.0
33237,LINE_D,MAT_FG_1004,20240526,D1,42,1,394.0,0,0.0,0.98,0.0
33238,LINE_D,MAT_FG_1004,20240527,D1,41,1,418.0,0,0.0,0.98,0.0
33239,LINE_D,MAT_FG_1004,20240527,D2,42,1,406.0,0,0.0,0.98,0.0
33240,LINE_D,MAT_FG_1004,20240527,D1,43,1,394.0,0,0.0,0.98,0.0
33241,LINE_D,MAT_FG_1004,20240528,D1,35,1,418.0,0,0.0,0.98,0.0
33242,LINE_D,MAT_FG_1004,20240528,D2,36,1,406.0,0,0.0,0.98,0.0
33243,LINE_D,MAT_FG_1004,20240528,D1,37,1,394.0,0,0.0,0.98,0.0
33244,LINE_D,MAT_FG_1004,20240529,D1,36,1,418.0,0,0.0,0.98,0.0
33245,LINE_D,MAT_FG_1004,20240529,D2,37,1,406.0,0,0.0,0.98,0.0
33246,LINE_D,MAT_FG_1004,20240529,D1,38,1,394.0,0,0.0,0.98,0.0
33247,LINE_D,MAT_FG_1004,20240530,D1,37,1,418.0,0,0.0,0.98,0.0
33248,LINE_D,MAT_FG_1004,20240530,D2,38,1,406.0,0,0.0,0.98,0.0
33249,LINE_D,MAT_FG_1004,20240530,D1,39,1,394.0,0,0.0,0.98,0.0
33250,LINE_D,MAT_FG_1004,20240531,D1,38,1,418.0,0,0.0,0.98,0.0
33251,LINE_D,MAT_FG_1004,20240531,D2,39,1,406.0,0,0.0,0.98,0.0
33252,LINE_D,MAT_FG_1004,20240531,D1,40,1,394.0,0,0.0,0.98,0.0
33253,LINE_E,MAT_FG_1005,20240501,D1,38,1,418.0,0,0.0,0.98,0.0
33254,LINE_E,MAT_FG_1005,20240501,D2,39,1,406.0,0,0.0,0.98,0.0
33255,LINE_E,MAT_FG_1005,20240501,D1,40,1,394.0,0,0.0,0.98,0.0
33256,LINE_E,MAT_FG_1005,20240502,D1,39,1,418.0,0,0.0,0.98,0.0
33257,LINE_E,MAT_FG_1005,20240502,D2,40,1,406.0,0,0.0,0.98,0.0
33258,LINE_E,MAT_FG_1005,20240502,D1,41,1,394.0,0,0.0,0.98,0.0
33259,LINE_E,MAT_FG_1005,20240503,D1,40,1,418.0,0,0.0,0.98,0.0
33260,LINE_E,MAT_FG_1005,20240503,D2,41,1,406.0,0,0.0,0.98,0.0
33261,LINE_E,MAT_FG_1005,20240503,D1,42,1,394.0,0,0.0,0.98,0.0
33262,LINE_E,MAT_FG_1005,20240504,D1,41,1,418.0,0,0.0,0.98,0.0
33263,LINE_E,MAT_FG_1005,20240504,D2,42,1,406.0,0,0.0,0.98,0.0
33264,LINE_E,MAT_FG_1005,20240504,D1,43,1,394.0,0,0.0,0.98,0.0
33265,LINE_E,MAT_FG_1005,20240505,D1,42,1,418.0,0,0.0,0.98,0.0
33266,LINE_E,MAT_FG_1005,20240505,D2,43,1,406.0,0,0.0,0.98,0.0
33267,LINE_E,MAT_FG_1005,20240505,D1,44,1,394.0,0,0.0,0.98,0.0
33268,LINE_E,MAT_FG_1005,20240506,D1,43,1,418.0,0,0.0,0.98,0.0
33269,LINE_E,MAT_FG_1005,20240506,D2,44,1,406.0,0,0.0,0.98,0.0
33270,LINE_E,MAT_FG_1005,20240506,D1,45,1,394.0,0,0.0,0.98,0.0
33271,LINE_E,MAT_FG_1005,20240507,D1,37,1,418.0,0,0.0,0.98,0.0
33272,LINE_E,MAT_FG_1005,20240507,D2,38,1,406.0,0,0.0,0.98,0.0
33273,LINE_E,MAT_FG_1005,20240507,D1,39,1,394.0,0,0.0,0.98,0.0
33274,LINE_E,MAT_FG_1005,20240508,D1,38,1,418.0,0,0.0,0.98,0.0
33275,LINE_E,MAT_FG_1005,20240508,D2,39,1,406.0,0,0.0,0.98,0.0
33276,LINE_E,MAT_FG_1005,20240508,D1,40,1,394.0,0,0.0,0.98,0.0
33277,LINE_E,MAT_FG_1005,20240509,D1,39,1,418.0,0,0.0,0.98,0.0
33278,LINE_E,MAT_FG_1005,20240509,D2,40,1,406.0,0,0.0,0.98,0.0
33279,LINE_E,MAT_FG_1005,20240509,D1,41,1,394.0,0,0.0,0.98,0.0
33280,LINE_E,MAT_FG_1005,20240510,D1,40,1,418.0,0,0.0,0.98,0.0
33281,LINE_E,MAT_FG_1005,20240510,D2,41,1,406.0,0,0.0,0.98,0.0
33282,LINE_E,MAT_FG_1005,20240510,D1,42,1,394.0,0,0.0,0.98,0.0
33283,LINE_E,MAT_FG_1005,20240511,D1,41,1,418.0,0,0.0,0.98,0.0
33284,LINE_E,MAT_FG_1005,20240511,D2,42,1,406.0,0,0.0,0.98,0.0
33285,LINE_E,MAT_FG_1005,20240511,D1,43,1,394.0,0,0.0,0.98,0.0
33286,LINE_E,MAT_FG_1005,20240512,D1,42,1,418.0,0,0.0,0.98,0.0
33287,LINE_E,MAT_FG_1005,20240512,D2,43,1,406.0,0,0.0,0.98,0.0
33288,LINE_E,MAT_FG_1005,20240512,D1,44,1,394.0,0,0.0,0.98,0.0
33289,LINE_E,MAT_FG_1005,20240513,D1,43,1,418.0,0,0.0,0.98,0.0
33290,LINE_E,MAT_FG_1005,20240513,D2,44,1,406.0,0,0.0,0.98,0.0
33291,LINE_E,MAT_FG_1005,20240513,D1,45,1,394.0,0,0.0,0.98,0.0
33292,LINE_E,MAT_FG_1005,20240514,D1,37,1,418.0,0,0.0,0.98,0.0
33293,LINE_E,MAT_FG_1005,20240514,D2,38,1,406.0,0,0.0,0.98,0.0
33294,LINE_E,MAT_FG_1005,20240514,D1,39,1,394.0,0,0.0,0.98,0.0
33295,LINE_E,MAT_FG_1005,20240515,D1,38,1,418.0,0,0.0,0.98,0.0
33296,LINE_E,MAT_FG_1005,20240515,D2,39,1,406.0,0,0.0,0.98,0.0
33297,LINE_E,MAT_FG_1005,20240515,D1,40,1,394.0,0,0.0,0.98,0.0
33298,LINE_E,MAT_FG_1005,20240516,D1,39,1,418.0,0,0.0,0.98,0.0
33299,LINE_E,MAT_FG_1005,20240516,D2,40,1,406.0,0,0.0,0.98,0.0
33300,LINE_E,MAT_FG_1005,20240516,D1,41,1,394.0,0,0.0,0.98,0.0
33301,LINE_E,MAT_FG_1005,20240517,D1,40,1,418.0,0,0.0,0.98,0.0
33302,LINE_E,MAT_FG_1005,20240517,D2,41,1,406.0,0,0.0,0.98,0.0
33303,LINE_E,MAT_FG_1005,20240517,D1,42,1,394.0,0,0.0,0.98,0.0
33304,LINE_E,MAT_FG_1005,20240518,D1,41,1,418.0,0,0.0,0.98,0.0
33305,LINE_E,MAT_FG_1005,20240518,D2,42,1,406.0,0,0.0,0.98,0.0
33306,LINE_E,MAT_FG_1005,20240518,D1,43,1,394.0,0,0.0,0.98,0.0
33307,LINE_E,MAT_FG_1005,20240519,D1,42,1,418.0,0,0.0,0.98,0.0
33308,LINE_E,MAT_FG_1005,20240519,D2,43,1,406.0,0,0.0,0.98,0.0
33309,LINE_E,MAT_FG_1005,20240519,D1,44,1,394.0,0,0.0,0.98,0.0
33310,LINE_E,MAT_FG_1005,20240520,D1,43,1,418.0,0,0.0,0.98,0.0
33311,LINE_E,MAT_FG_1005,20240520,D2,44,1,406.0,0,0.0,0.98,0.0
33312,LINE_E,MAT_FG_1005,20240520,D1,45,1,394.0,0,0.0,0.98,0.0
33313,LINE_E,MAT_FG_1005,20240521,D1,37,1,418.0,0,0.0,0.98,0.0
33314,LINE_E,MAT_FG_1005,20240521,D2,38,1,406.0,0,0.0,0.98,0.0
33315,LINE_E,MAT_FG_1005,20240521,D1,39,1,394.0,0,0.0,0.98,0.0
33316,LINE_E,MAT_FG_1005,20240522,D1,38,1,418.0,0,0.0,0.98,0.0
33317,LINE_E,MAT_FG_1005,20240522,D2,39,1,406.0,0,0.0,0.98,0.0
33318,LINE_E,MAT_FG_1005,20240522,D1,40,1,394.0,0,0.0,0.98,0.0
33319,LINE_E,MAT_FG_1005,20240523,D1,39,1,418.0,0,0.0,0.98,0.0
33320,LINE_E,MAT_FG_1005,20240523,D2,40,1,406.0,0,0.0,0.98,0.0
33321,LINE_E,MAT_FG_1005,20240523,D1,41,1,394.0,0,0.0,0.98,0.0
33322,LINE_E,MAT_FG_1005,20240524,D1,40,1,418.0,0,0.0,0.98,0.0
33323,LINE_E,MAT_FG_1005,20240524,D2,41,1,406.0,0,0.0,0.98,0.0
33324,LINE_E,MAT_FG_1005,20240524,D1,42,1,394.0,0,0.0,0.98,0.0
33325,LINE_E,MAT_FG_1005,20240525,D1,41,1,418.0,0,0.0,0.98,0.0
33326,LINE_E,MAT_FG_1005,20240525,D2,42,1,406.0,0,0.0,0.98,0.0
33327,LINE_E,MAT_FG_1005,20240525,D1,43,1,394.0,0,0.0,0.98,0.0
33328,LINE_E,MAT_FG_1005,20240526,D1,42,1,418.0,0,0.0,0.98,0.0
33329,LINE_E,MAT_FG_1005,20240526,D2,43,1,406.0,0,0.0,0.98,0.0
33330,LINE_E,MAT_FG_1005,20240526,D1,44,1,394.0,0,0.0,0.98,0.0
33331,LINE_E,MAT_FG_1005,20240527,D1,43,1,418.0,0,0.0,0.98,0.0
33332,LINE_E,MAT_FG_1005,20240527,D2,44,1,406.0,0,0.0,0.98,0.0
33333,LINE_E,MAT_FG_1005,20240527,D1,45,1,394.0,0,0.0,0.98,0.0
33334,LINE_E,MAT_FG_1005,20240528,D1,37,1,418.0,0,0.0,0.98,0.0
33335,LINE_E,MAT_FG_1005,20240528,D2,38,1,406.0,0,0.0,0.98,0.0
33336,LINE_E,MAT_FG_1005,20240528,D1,39,1,394.0,0,0.0,0.98,0.0
33337,LINE_E,MAT_FG_1005,20240529,D1,38,1,418.0,0,0.0,0.98,0.0
33338,LINE_E,MAT_FG_1005,20240529,D2,39,1,406.0,0,0.0,0.98,0.0
33339,LINE_E,MAT_FG_1005,20240529,D1,40,1,394.0,0,0.0,0.98,0.0
33340,LINE_E,MAT_FG_1005,20240530,D1,39,1,418.0,0,0.0,0.98,0.0
33341,LINE_E,MAT_FG_1005,20240530,D2,40,1,406.0,0,0.0,0.98,0.0
33342,LINE_E,MAT_FG_1005,20240530,D1,41,1,394.0,0,0.0,0.98,0.0
33343,LINE_E,MAT_FG_1005,20240531,D1,40,1,418.0,0,0.0,0.98,0.0
33344,LINE_E,MAT_FG_1005,20240531,D2,41,1,406.0,0,0.0,0.98,0.0
33345,LINE_E,MAT_FG_1005,20240531,D1,42,1,394.0,0,0.0,0.98,0.0
33346,LINE_F,MAT_FG_1006,20240501,D1,40,1,418.0,0,0.0,0.98,0.0
33347,LINE_F,MAT_FG_1006,20240501,D2,41,1,406.0,0,0.0,0.98,0.0
33348,LINE_F,MAT_FG_1006,20240501,D1,42,1,394.0,0,0.0,0.98,0.0
33349,LINE_F,MAT_FG_1006,20240502,D1,41,1,418.0,0,0.0,0.98,0.0
33350,LINE_F,MAT_FG_1006,20240502,D2,42,1,406.0,0,0.0,0.98,0.0
33351,LINE_F,MAT_FG_1006,20240502,D1,43,1,394.0,0,0.0,0.98,0.0
33352,LINE_F,MAT_FG_1006,20240503,D1,42,1,418.0,0,0.0,0.98,0.0
33353,LINE_F,MAT_FG_1006,20240503,D2,43,1,406.0,0,0.0,0.98,0.0
33354,LINE_F,MAT_FG_1006,20240503,D1,44,1,394.0,0,0.0,0.98,0.0
33355,LINE_F,MAT_FG_1006,20240504,D1,43,1,418.0,0,0.0,0.98,0.0
33356,LINE_F,MAT_FG_1006,20240504,D2,44,1,406.0,0,0.0,0.98,0.0
33357,LINE_F,MAT_FG_1006,20240504,D1,45,1,394.0,0,0.0,0.98,0.0
33358,LINE_F,MAT_FG_1006,20240505,D1,44,1,418.0,0,0.0,0.98,0.0
33359,LINE_F,MAT_FG_1006,20240505,D2,45,1,406.0,0,0.0,0.98,0.0
33360,LINE_F,MAT_FG_1006,20240505,D1,46,1,394.0,0,0.0,0.98,0.0
33361,LINE_F,MAT_FG_1006,20240506,D1,45,1,418.0,0,0.0,0.98,0.0
33362,LINE_F,MAT_FG_1006,20240506,D2,46,1,406.0,0,0.0,0.98,0.0
33363,LINE_F,MAT_FG_1006,20240506,D1,47,1,394.0,0,0.0,0.98,0.0
33364,LINE_F,MAT_FG_1006,20240507,D1,39,1,418.0,0,0.0,0.98,0.0
33365,LINE_F,MAT_FG_1006,20240507,D2,40,1,406.0,0,0.0,0.98,0.0
33366,LINE_F,MAT_FG_1006,20240507,D1,41,1,394.0,0,0.0,0.98,0.0
33367,LINE_F,MAT_FG_1006,20240508,D1,40,1,418.0,0,0.0,0.98,0.0
33368,LINE_F,MAT_FG_1006,20240508,D2,41,1,406.0,0,0.0,0.98,0.0
33369,LINE_F,MAT_FG_1006,20240508,D1,42,1,394.0,0,0.0,0.98,0.0
33370,LINE_F,MAT_FG_1006,20240509,D1,41,1,418.0,0,0.0,0.98,0.0
33371,LINE_F,MAT_FG_1006,20240509,D2,42,1,406.0,0,0.0,0.98,0.0
33372,LINE_F,MAT_FG_1006,20240509,D1,43,1,394.0,0,0.0,0.98,0.0
33373,LINE_F,MAT_FG_1006,20240510,D1,42,1,418.0,0,0.0,0.98,0.0
33374,LINE_F,MAT_FG_1006,20240510,D2,43,1,406.0,0,0.0,0.98,0.0
33375,LINE_F,MAT_FG_1006,20240510,D1,44,1,394.0,0,0.0,0.98,0.0
33376,LINE_F,MAT_FG_1006,20240511,D1,43,1,418.0,0,0.0,0.98,0.0
33377,LINE_F,MAT_FG_1006,20240511,D2,44,1,406.0,0,0.0,0.98,0.0
33378,LINE_F,MAT_FG_1006,20240511,D1,45,1,394.0,0,0.0,0.98,0.0
33379,LINE_F,MAT_FG_1006,20240512,D1,44,1,418.0,0,0.0,0.98,0.0
33380,LINE_F,MAT_FG_1006,20240512,D2,45,1,406.0,0,0.0,0.98,0.0
33381,LINE_F,MAT_FG_1006,20240512,D1,46,1,394.0,0,0.0,0.98,0.0
33382,LINE_F,MAT_FG_1006,20240513,D1,45,1,418.0,0,0.0,0.98,0.0
33383,LINE_F,MAT_FG_1006,20240513,D2,46,1,406.0,0,0.0,0.98,0.0
33384,LINE_F,MAT_FG_1006,20240513,D1,47,1,394.0,0,0.0,0.98,0.0
33385,LINE_F,MAT_FG_1006,20240514,D1,39,1,418.0,0,0.0,0.98,0.0
33386,LINE_F,MAT_FG_1006,20240514,D2,40,1,406.0,0,0.0,0.98,0.0
33387,LINE_F,MAT_FG_1006,20240514,D1,41,1,394.0,0,0.0,0.98,0.0
33388,LINE_F,MAT_FG_1006,20240515,D1,40,1,418.0,0,0.0,0.98,0.0
33389,LINE_F,MAT_FG_1006,20240515,D2,41,1,406.0,0,0.0,0.98,0.0
33390,LINE_F,MAT_FG_1006,20240515,D1,42,1,394.0,0,0.0,0.98,0.0
33391,LINE_F,MAT_FG_1006,20240516,D1,41,1,418.0,0,0.0,0.98,0.0
33392,LINE_F,MAT_FG_1006,20240516,D2,42,1,406.0,0,0.0,0.98,0.0
33393,LINE_F,MAT_FG_1006,20240516,D1,43,1,394.0,0,0.0,0.98,0.0
33394,LINE_F,MAT_FG_1006,20240517,D1,42,1,418.0,0,0.0,0.98,0.0
33395,LINE_F,MAT_FG_1006,20240517,D2,43,1,406.0,0,0.0,0.98,0.0
33396,LINE_F,MAT_FG_1006,20240517,D1,44,1,394.0,0,0.0,0.98,0.0
33397,LINE_F,MAT_FG_1006,20240518,D1,43,1,418.0,0,0.0,0.98,0.0
33398,LINE_F,MAT_FG_1006,20240518,D2,44,1,406.0,0,0.0,0.98,0.0
33399,LINE_F,MAT_FG_1006,20240518,D1,45,1,394.0,0,0.0,0.98,0.0
33400,LINE_F,MAT_FG_1006,20240519,D1,44,1,418.0,0,0.0,0.98,0.0
33401,LINE_F,MAT_FG_1006,20240519,D2,45,1,406.0,0,0.0,0.98,0.0
33402,LINE_F,MAT_FG_1006,20240519,D1,46,1,394.0,0,0.0,0.98,0.0
33403,LINE_F,MAT_FG_1006,20240520,D1,45,1,418.0,0,0.0,0.98,0.0
33404,LINE_F,MAT_FG_1006,20240520,D2,46,1,406.0,0,0.0,0.98,0.0
33405,LINE_F,MAT_FG_1006,20240520,D1,47,1,394.0,0,0.0,0.98,0.0
33406,LINE_F,MAT_FG_1006,20240521,D1,39,1,418.0,0,0.0,0.98,0.0
33407,LINE_F,MAT_FG_1006,20240521,D2,40,1,406.0,0,0.0,0.98,0.0
33408,LINE_F,MAT_FG_1006,20240521,D1,41,1,394.0,0,0.0,0.98,0.0
33409,LINE_F,MAT_FG_1006,20240522,D1,40,1,418.0,0,0.0,0.98,0.0
33410,LINE_F,MAT_FG_1006,20240522,D2,41,1,406.0,0,0.0,0.98,0.0
33411,LINE_F,MAT_FG_1006,20240522,D1,42,1,394.0,0,0.0,0.98,0.0
33412,LINE_F,MAT_FG_1006,20240523,D1,41,1,418.0,0,0.0,0.98,0.0
33413,LINE_F,MAT_FG_1006,20240523,D2,42,1,406.0,0,0.0,0.98,0.0
33414,LINE_F,MAT_FG_1006,20240523,D1,43,1,394.0,0,0.0,0.98,0.0
