txn_id,wh_id,material_id,inv_txn_type_cd,txn_dt_key,txn_qty,ref_doc_no,txn_uom_cd,operator_nm,reason_cd
76337,WH_S_RM,MAT_FG_1001,RCV,20240407,20,RCV076337,EA,SYSTEM,NORMAL
76338,WH_S_RM,MAT_FG_1001,ISS,20240407,-10,ISS076338,EA,SYSTEM,NORMAL
76339,WH_S_RM,MAT_FG_1002,RCV,20240407,21,RCV076339,EA,SYSTEM,NORMAL
76340,WH_S_RM,MAT_FG_1002,ISS,20240407,-11,ISS076340,EA,SYSTEM,NORMAL
76341,WH_S_RM,MAT_FG_1003,RCV,20240407,22,RCV076341,EA,SYSTEM,NORMAL
76342,WH_S_RM,MAT_FG_1003,ISS,20240407,-12,ISS076342,EA,SYSTEM,NORMAL
76343,WH_S_RM,MAT_FG_1004,RCV,20240407,23,RCV076343,EA,SYSTEM,NORMAL
76344,WH_S_RM,MAT_FG_1004,ISS,20240407,-13,ISS076344,EA,SYSTEM,NORMAL
76345,WH_S_RM,MAT_FG_1005,RCV,20240407,24,RCV076345,EA,SYSTEM,NORMAL
76346,WH_S_RM,MAT_FG_1005,ISS,20240407,-14,ISS076346,EA,SYSTEM,NORMAL
76347,WH_S_RM,MAT_FG_1006,RCV,20240407,25,RCV076347,EA,SYSTEM,NORMAL
76348,WH_S_RM,MAT_FG_1006,ISS,20240407,-15,ISS076348,EA,SYSTEM,NORMAL
76349,WH_S_RM,MAT_RM_2001,RCV,20240407,26,RCV076349,EA,SYSTEM,NORMAL
76350,WH_S_RM,MAT_RM_2001,ISS,20240407,-16,ISS076350,EA,SYSTEM,NORMAL
76351,WH_S_RM,MAT_RM_2002,RCV,20240407,27,RCV076351,EA,SYSTEM,NORMAL
76352,WH_S_RM,MAT_RM_2002,ISS,20240407,-10,ISS076352,EA,SYSTEM,NORMAL
76353,WH_S_RM,MAT_RM_2003,RCV,20240407,28,RCV076353,EA,SYSTEM,NORMAL
76354,WH_S_RM,MAT_RM_2003,ISS,20240407,-11,ISS076354,EA,SYSTEM,NORMAL
76355,WH_S_RM,MAT_RM_2004,RCV,20240407,20,RCV076355,EA,SYSTEM,NORMAL
76356,WH_S_RM,MAT_RM_2004,ISS,20240407,-12,ISS076356,EA,SYSTEM,NORMAL
76357,WH_S_RM,MAT_RM_2005,RCV,20240407,21,RCV076357,EA,SYSTEM,NORMAL
76358,WH_S_RM,MAT_RM_2005,ISS,20240407,-13,ISS076358,EA,SYSTEM,NORMAL
76359,WH_S_RM,MAT_RM_2006,RCV,20240407,22,RCV076359,EA,SYSTEM,NORMAL
76360,WH_S_RM,MAT_RM_2006,ISS,20240407,-14,ISS076360,EA,SYSTEM,NORMAL
76361,WH_S_RM,MAT_RM_2007,RCV,20240407,23,RCV076361,EA,SYSTEM,NORMAL
76362,WH_S_RM,MAT_RM_2007,ISS,20240407,-15,ISS076362,EA,SYSTEM,NORMAL
76363,WH_S_RM,MAT_RM_2008,RCV,20240407,24,RCV076363,EA,SYSTEM,NORMAL
76364,WH_S_RM,MAT_RM_2008,ISS,20240407,-16,ISS076364,EA,SYSTEM,NORMAL
76365,WH_S_RM,MAT_RM_2009,RCV,20240407,25,RCV076365,EA,SYSTEM,NORMAL
76366,WH_S_RM,MAT_RM_2009,ISS,20240407,-10,ISS076366,EA,SYSTEM,NORMAL
76367,WH_S_RM,MAT_RM_2010,RCV,20240407,26,RCV076367,EA,SYSTEM,NORMAL
76368,WH_S_RM,MAT_RM_2010,ISS,20240407,-11,ISS076368,EA,SYSTEM,NORMAL
76369,WH_S_FG,MAT_FG_1001,RCV,20240407,20,RCV076369,EA,SYSTEM,NORMAL
76370,WH_S_FG,MAT_FG_1001,ISS,20240407,-10,ISS076370,EA,SYSTEM,NORMAL
76371,WH_S_FG,MAT_FG_1002,RCV,20240407,21,RCV076371,EA,SYSTEM,NORMAL
76372,WH_S_FG,MAT_FG_1002,ISS,20240407,-11,ISS076372,EA,SYSTEM,NORMAL
76373,WH_S_FG,MAT_FG_1003,RCV,20240407,22,RCV076373,EA,SYSTEM,NORMAL
76374,WH_S_FG,MAT_FG_1003,ISS,20240407,-12,ISS076374,EA,SYSTEM,NORMAL
76375,WH_S_FG,MAT_FG_1004,RCV,20240407,23,RCV076375,EA,SYSTEM,NORMAL
76376,WH_S_FG,MAT_FG_1004,ISS,20240407,-13,ISS076376,EA,SYSTEM,NORMAL
76377,WH_S_FG,MAT_FG_1005,RCV,20240407,24,RCV076377,EA,SYSTEM,NORMAL
76378,WH_S_FG,MAT_FG_1005,ISS,20240407,-14,ISS076378,EA,SYSTEM,NORMAL
76379,WH_S_FG,MAT_FG_1006,RCV,20240407,25,RCV076379,EA,SYSTEM,NORMAL
76380,WH_S_FG,MAT_FG_1006,ISS,20240407,-15,ISS076380,EA,SYSTEM,NORMAL
76381,WH_S_FG,MAT_RM_2001,RCV,20240407,26,RCV076381,EA,SYSTEM,NORMAL
76382,WH_S_FG,MAT_RM_2001,ISS,20240407,-16,ISS076382,EA,SYSTEM,NORMAL
76383,WH_S_FG,MAT_RM_2002,RCV,20240407,27,RCV076383,EA,SYSTEM,NORMAL
76384,WH_S_FG,MAT_RM_2002,ISS,20240407,-10,ISS076384,EA,SYSTEM,NORMAL
76385,WH_S_FG,MAT_RM_2003,RCV,20240407,28,RCV076385,EA,SYSTEM,NORMAL
76386,WH_S_FG,MAT_RM_2003,ISS,20240407,-11,ISS076386,EA,SYSTEM,NORMAL
76387,WH_S_FG,MAT_RM_2004,RCV,20240407,20,RCV076387,EA,SYSTEM,NORMAL
76388,WH_S_FG,MAT_RM_2004,ISS,20240407,-12,ISS076388,EA,SYSTEM,NORMAL
76389,WH_S_FG,MAT_RM_2005,RCV,20240407,21,RCV076389,EA,SYSTEM,NORMAL
76390,WH_S_FG,MAT_RM_2005,ISS,20240407,-13,ISS076390,EA,SYSTEM,NORMAL
76391,WH_S_FG,MAT_RM_2006,RCV,20240407,22,RCV076391,EA,SYSTEM,NORMAL
76392,WH_S_FG,MAT_RM_2006,ISS,20240407,-14,ISS076392,EA,SYSTEM,NORMAL
76393,WH_S_FG,MAT_RM_2007,RCV,20240407,23,RCV076393,EA,SYSTEM,NORMAL
76394,WH_S_FG,MAT_RM_2007,ISS,20240407,-15,ISS076394,EA,SYSTEM,NORMAL
76395,WH_S_FG,MAT_RM_2008,RCV,20240407,24,RCV076395,EA,SYSTEM,NORMAL
76396,WH_S_FG,MAT_RM_2008,ISS,20240407,-16,ISS076396,EA,SYSTEM,NORMAL
76397,WH_S_FG,MAT_RM_2009,RCV,20240407,25,RCV076397,EA,SYSTEM,NORMAL
76398,WH_S_FG,MAT_RM_2009,ISS,20240407,-10,ISS076398,EA,SYSTEM,NORMAL
76399,WH_S_FG,MAT_RM_2010,RCV,20240407,26,RCV076399,EA,SYSTEM,NORMAL
76400,WH_S_FG,MAT_RM_2010,ISS,20240407,-11,ISS076400,EA,SYSTEM,NORMAL
76401,WH_E_RM,MAT_FG_1001,RCV,20240409,20,RCV076401,EA,SYSTEM,NORMAL
76402,WH_E_RM,MAT_FG_1001,ISS,20240409,-10,ISS076402,EA,SYSTEM,NORMAL
76403,WH_E_RM,MAT_FG_1002,RCV,20240409,21,RCV076403,EA,SYSTEM,NORMAL
76404,WH_E_RM,MAT_FG_1002,ISS,20240409,-11,ISS076404,EA,SYSTEM,NORMAL
76405,WH_E_RM,MAT_FG_1003,RCV,20240409,22,RCV076405,EA,SYSTEM,NORMAL
76406,WH_E_RM,MAT_FG_1003,ISS,20240409,-12,ISS076406,EA,SYSTEM,NORMAL
76407,WH_E_RM,MAT_FG_1004,RCV,20240409,23,RCV076407,EA,SYSTEM,NORMAL
76408,WH_E_RM,MAT_FG_1004,ISS,20240409,-13,ISS076408,EA,SYSTEM,NORMAL
76409,WH_E_RM,MAT_FG_1005,RCV,20240409,24,RCV076409,EA,SYSTEM,NORMAL
76410,WH_E_RM,MAT_FG_1005,ISS,20240409,-14,ISS076410,EA,SYSTEM,NORMAL
76411,WH_E_RM,MAT_FG_1006,RCV,20240409,25,RCV076411,EA,SYSTEM,NORMAL
76412,WH_E_RM,MAT_FG_1006,ISS,20240409,-15,ISS076412,EA,SYSTEM,NORMAL
76413,WH_E_RM,MAT_RM_2001,RCV,20240409,26,RCV076413,EA,SYSTEM,NORMAL
76414,WH_E_RM,MAT_RM_2001,ISS,20240409,-16,ISS076414,EA,SYSTEM,NORMAL
76415,WH_E_RM,MAT_RM_2002,RCV,20240409,27,RCV076415,EA,SYSTEM,NORMAL
76416,WH_E_RM,MAT_RM_2002,ISS,20240409,-10,ISS076416,EA,SYSTEM,NORMAL
76417,WH_E_RM,MAT_RM_2003,RCV,20240409,28,RCV076417,EA,SYSTEM,NORMAL
76418,WH_E_RM,MAT_RM_2003,ISS,20240409,-11,ISS076418,EA,SYSTEM,NORMAL
76419,WH_E_RM,MAT_RM_2004,RCV,20240409,20,RCV076419,EA,SYSTEM,NORMAL
76420,WH_E_RM,MAT_RM_2004,ISS,20240409,-12,ISS076420,EA,SYSTEM,NORMAL
76421,WH_E_RM,MAT_RM_2005,RCV,20240409,21,RCV076421,EA,SYSTEM,NORMAL
76422,WH_E_RM,MAT_RM_2005,ISS,20240409,-13,ISS076422,EA,SYSTEM,NORMAL
76423,WH_E_RM,MAT_RM_2006,RCV,20240409,22,RCV076423,EA,SYSTEM,NORMAL
76424,WH_E_RM,MAT_RM_2006,ISS,20240409,-14,ISS076424,EA,SYSTEM,NORMAL
76425,WH_E_RM,MAT_RM_2007,RCV,20240409,23,RCV076425,EA,SYSTEM,NORMAL
76426,WH_E_RM,MAT_RM_2007,ISS,20240409,-15,ISS076426,EA,SYSTEM,NORMAL
76427,WH_E_RM,MAT_RM_2008,RCV,20240409,24,RCV076427,EA,SYSTEM,NORMAL
76428,WH_E_RM,MAT_RM_2008,ISS,20240409,-16,ISS076428,EA,SYSTEM,NORMAL
76429,WH_E_RM,MAT_RM_2009,RCV,20240409,25,RCV076429,EA,SYSTEM,NORMAL
76430,WH_E_RM,MAT_RM_2009,ISS,20240409,-10,ISS076430,EA,SYSTEM,NORMAL
76431,WH_E_RM,MAT_RM_2010,RCV,20240409,26,RCV076431,EA,SYSTEM,NORMAL
76432,WH_E_RM,MAT_RM_2010,ISS,20240409,-11,ISS076432,EA,SYSTEM,NORMAL
76433,WH_E_FG,MAT_FG_1001,RCV,20240409,20,RCV076433,EA,SYSTEM,NORMAL
76434,WH_E_FG,MAT_FG_1001,ISS,20240409,-10,ISS076434,EA,SYSTEM,NORMAL
76435,WH_E_FG,MAT_FG_1002,RCV,20240409,21,RCV076435,EA,SYSTEM,NORMAL
76436,WH_E_FG,MAT_FG_1002,ISS,20240409,-11,ISS076436,EA,SYSTEM,NORMAL
76437,WH_E_FG,MAT_FG_1003,RCV,20240409,22,RCV076437,EA,SYSTEM,NORMAL
76438,WH_E_FG,MAT_FG_1003,ISS,20240409,-12,ISS076438,EA,SYSTEM,NORMAL
76439,WH_E_FG,MAT_FG_1004,RCV,20240409,23,RCV076439,EA,SYSTEM,NORMAL
76440,WH_E_FG,MAT_FG_1004,ISS,20240409,-13,ISS076440,EA,SYSTEM,NORMAL
76441,WH_E_FG,MAT_FG_1005,RCV,20240409,24,RCV076441,EA,SYSTEM,NORMAL
76442,WH_E_FG,MAT_FG_1005,ISS,20240409,-14,ISS076442,EA,SYSTEM,NORMAL
76443,WH_E_FG,MAT_FG_1006,RCV,20240409,25,RCV076443,EA,SYSTEM,NORMAL
76444,WH_E_FG,MAT_FG_1006,ISS,20240409,-15,ISS076444,EA,SYSTEM,NORMAL
76445,WH_E_FG,MAT_RM_2001,RCV,20240409,26,RCV076445,EA,SYSTEM,NORMAL
76446,WH_E_FG,MAT_RM_2001,ISS,20240409,-16,ISS076446,EA,SYSTEM,NORMAL
76447,WH_E_FG,MAT_RM_2002,RCV,20240409,27,RCV076447,EA,SYSTEM,NORMAL
76448,WH_E_FG,MAT_RM_2002,ISS,20240409,-10,ISS076448,EA,SYSTEM,NORMAL
76449,WH_E_FG,MAT_RM_2003,RCV,20240409,28,RCV076449,EA,SYSTEM,NORMAL
76450,WH_E_FG,MAT_RM_2003,ISS,20240409,-11,ISS076450,EA,SYSTEM,NORMAL
76451,WH_E_FG,MAT_RM_2004,RCV,20240409,20,RCV076451,EA,SYSTEM,NORMAL
76452,WH_E_FG,MAT_RM_2004,ISS,20240409,-12,ISS076452,EA,SYSTEM,NORMAL
76453,WH_E_FG,MAT_RM_2005,RCV,20240409,21,RCV076453,EA,SYSTEM,NORMAL
76454,WH_E_FG,MAT_RM_2005,ISS,20240409,-13,ISS076454,EA,SYSTEM,NORMAL
76455,WH_E_FG,MAT_RM_2006,RCV,20240409,22,RCV076455,EA,SYSTEM,NORMAL
76456,WH_E_FG,MAT_RM_2006,ISS,20240409,-14,ISS076456,EA,SYSTEM,NORMAL
76457,WH_E_FG,MAT_RM_2007,RCV,20240409,23,RCV076457,EA,SYSTEM,NORMAL
76458,WH_E_FG,MAT_RM_2007,ISS,20240409,-15,ISS076458,EA,SYSTEM,NORMAL
76459,WH_E_FG,MAT_RM_2008,RCV,20240409,24,RCV076459,EA,SYSTEM,NORMAL
76460,WH_E_FG,MAT_RM_2008,ISS,20240409,-16,ISS076460,EA,SYSTEM,NORMAL
76461,WH_E_FG,MAT_RM_2009,RCV,20240409,25,RCV076461,EA,SYSTEM,NORMAL
76462,WH_E_FG,MAT_RM_2009,ISS,20240409,-10,ISS076462,EA,SYSTEM,NORMAL
76463,WH_E_FG,MAT_RM_2010,RCV,20240409,26,RCV076463,EA,SYSTEM,NORMAL
76464,WH_E_FG,MAT_RM_2010,ISS,20240409,-11,ISS076464,EA,SYSTEM,NORMAL
76465,WH_S_RM,MAT_FG_1001,RCV,20240409,20,RCV076465,EA,SYSTEM,NORMAL
76466,WH_S_RM,MAT_FG_1001,ISS,20240409,-10,ISS076466,EA,SYSTEM,NORMAL
76467,WH_S_RM,MAT_FG_1002,RCV,20240409,21,RCV076467,EA,SYSTEM,NORMAL
76468,WH_S_RM,MAT_FG_1002,ISS,20240409,-11,ISS076468,EA,SYSTEM,NORMAL
76469,WH_S_RM,MAT_FG_1003,RCV,20240409,22,RCV076469,EA,SYSTEM,NORMAL
76470,WH_S_RM,MAT_FG_1003,ISS,20240409,-12,ISS076470,EA,SYSTEM,NORMAL
76471,WH_S_RM,MAT_FG_1004,RCV,20240409,23,RCV076471,EA,SYSTEM,NORMAL
76472,WH_S_RM,MAT_FG_1004,ISS,20240409,-13,ISS076472,EA,SYSTEM,NORMAL
76473,WH_S_RM,MAT_FG_1005,RCV,20240409,24,RCV076473,EA,SYSTEM,NORMAL
76474,WH_S_RM,MAT_FG_1005,ISS,20240409,-14,ISS076474,EA,SYSTEM,NORMAL
76475,WH_S_RM,MAT_FG_1006,RCV,20240409,25,RCV076475,EA,SYSTEM,NORMAL
76476,WH_S_RM,MAT_FG_1006,ISS,20240409,-15,ISS076476,EA,SYSTEM,NORMAL
76477,WH_S_RM,MAT_RM_2001,RCV,20240409,26,RCV076477,EA,SYSTEM,NORMAL
76478,WH_S_RM,MAT_RM_2001,ISS,20240409,-16,ISS076478,EA,SYSTEM,NORMAL
76479,WH_S_RM,MAT_RM_2002,RCV,20240409,27,RCV076479,EA,SYSTEM,NORMAL
76480,WH_S_RM,MAT_RM_2002,ISS,20240409,-10,ISS076480,EA,SYSTEM,NORMAL
76481,WH_S_RM,MAT_RM_2003,RCV,20240409,28,RCV076481,EA,SYSTEM,NORMAL
76482,WH_S_RM,MAT_RM_2003,ISS,20240409,-11,ISS076482,EA,SYSTEM,NORMAL
76483,WH_S_RM,MAT_RM_2004,RCV,20240409,20,RCV076483,EA,SYSTEM,NORMAL
76484,WH_S_RM,MAT_RM_2004,ISS,20240409,-12,ISS076484,EA,SYSTEM,NORMAL
76485,WH_S_RM,MAT_RM_2005,RCV,20240409,21,RCV076485,EA,SYSTEM,NORMAL
76486,WH_S_RM,MAT_RM_2005,ISS,20240409,-13,ISS076486,EA,SYSTEM,NORMAL
76487,WH_S_RM,MAT_RM_2006,RCV,20240409,22,RCV076487,EA,SYSTEM,NORMAL
76488,WH_S_RM,MAT_RM_2006,ISS,20240409,-14,ISS076488,EA,SYSTEM,NORMAL
76489,WH_S_RM,MAT_RM_2007,RCV,20240409,23,RCV076489,EA,SYSTEM,NORMAL
76490,WH_S_RM,MAT_RM_2007,ISS,20240409,-15,ISS076490,EA,SYSTEM,NORMAL
76491,WH_S_RM,MAT_RM_2008,RCV,20240409,24,RCV076491,EA,SYSTEM,NORMAL
76492,WH_S_RM,MAT_RM_2008,ISS,20240409,-16,ISS076492,EA,SYSTEM,NORMAL
76493,WH_S_RM,MAT_RM_2009,RCV,20240409,25,RCV076493,EA,SYSTEM,NORMAL
76494,WH_S_RM,MAT_RM_2009,ISS,20240409,-10,ISS076494,EA,SYSTEM,NORMAL
76495,WH_S_RM,MAT_RM_2010,RCV,20240409,26,RCV076495,EA,SYSTEM,NORMAL
76496,WH_S_RM,MAT_RM_2010,ISS,20240409,-11,ISS076496,EA,SYSTEM,NORMAL
76497,WH_S_FG,MAT_FG_1001,RCV,20240409,20,RCV076497,EA,SYSTEM,NORMAL
76498,WH_S_FG,MAT_FG_1001,ISS,20240409,-10,ISS076498,EA,SYSTEM,NORMAL
76499,WH_S_FG,MAT_FG_1002,RCV,20240409,21,RCV076499,EA,SYSTEM,NORMAL
76500,WH_S_FG,MAT_FG_1002,ISS,20240409,-11,ISS076500,EA,SYSTEM,NORMAL
76501,WH_S_FG,MAT_FG_1003,RCV,20240409,22,RCV076501,EA,SYSTEM,NORMAL
76502,WH_S_FG,MAT_FG_1003,ISS,20240409,-12,ISS076502,EA,SYSTEM,NORMAL
76503,WH_S_FG,MAT_FG_1004,RCV,20240409,23,RCV076503,EA,SYSTEM,NORMAL
76504,WH_S_FG,MAT_FG_1004,ISS,20240409,-13,ISS076504,EA,SYSTEM,NORMAL
76505,WH_S_FG,MAT_FG_1005,RCV,20240409,24,RCV076505,EA,SYSTEM,NORMAL
76506,WH_S_FG,MAT_FG_1005,ISS,20240409,-14,ISS076506,EA,SYSTEM,NORMAL
76507,WH_S_FG,MAT_FG_1006,RCV,20240409,25,RCV076507,EA,SYSTEM,NORMAL
76508,WH_S_FG,MAT_FG_1006,ISS,20240409,-15,ISS076508,EA,SYSTEM,NORMAL
76509,WH_S_FG,MAT_RM_2001,RCV,20240409,26,RCV076509,EA,SYSTEM,NORMAL
76510,WH_S_FG,MAT_RM_2001,ISS,20240409,-16,ISS076510,EA,SYSTEM,NORMAL
76511,WH_S_FG,MAT_RM_2002,RCV,20240409,27,RCV076511,EA,SYSTEM,NORMAL
76512,WH_S_FG,MAT_RM_2002,ISS,20240409,-10,ISS076512,EA,SYSTEM,NORMAL
76513,WH_S_FG,MAT_RM_2003,RCV,20240409,28,RCV076513,EA,SYSTEM,NORMAL
76514,WH_S_FG,MAT_RM_2003,ISS,20240409,-11,ISS076514,EA,SYSTEM,NORMAL
76515,WH_S_FG,MAT_RM_2004,RCV,20240409,20,RCV076515,EA,SYSTEM,NORMAL
76516,WH_S_FG,MAT_RM_2004,ISS,20240409,-12,ISS076516,EA,SYSTEM,NORMAL
76517,WH_S_FG,MAT_RM_2005,RCV,20240409,21,RCV076517,EA,SYSTEM,NORMAL
76518,WH_S_FG,MAT_RM_2005,ISS,20240409,-13,ISS076518,EA,SYSTEM,NORMAL
76519,WH_S_FG,MAT_RM_2006,RCV,20240409,22,RCV076519,EA,SYSTEM,NORMAL
76520,WH_S_FG,MAT_RM_2006,ISS,20240409,-14,ISS076520,EA,SYSTEM,NORMAL
76521,WH_S_FG,MAT_RM_2007,RCV,20240409,23,RCV076521,EA,SYSTEM,NORMAL
76522,WH_S_FG,MAT_RM_2007,ISS,20240409,-15,ISS076522,EA,SYSTEM,NORMAL
76523,WH_S_FG,MAT_RM_2008,RCV,20240409,24,RCV076523,EA,SYSTEM,NORMAL
76524,WH_S_FG,MAT_RM_2008,ISS,20240409,-16,ISS076524,EA,SYSTEM,NORMAL
76525,WH_S_FG,MAT_RM_2009,RCV,20240409,25,RCV076525,EA,SYSTEM,NORMAL
76526,WH_S_FG,MAT_RM_2009,ISS,20240409,-10,ISS076526,EA,SYSTEM,NORMAL
76527,WH_S_FG,MAT_RM_2010,RCV,20240409,26,RCV076527,EA,SYSTEM,NORMAL
76528,WH_S_FG,MAT_RM_2010,ISS,20240409,-11,ISS076528,EA,SYSTEM,NORMAL
76529,WH_E_RM,MAT_FG_1001,RCV,20240411,20,RCV076529,EA,SYSTEM,NORMAL
76530,WH_E_RM,MAT_FG_1001,ISS,20240411,-10,ISS076530,EA,SYSTEM,NORMAL
76531,WH_E_RM,MAT_FG_1002,RCV,20240411,21,RCV076531,EA,SYSTEM,NORMAL
76532,WH_E_RM,MAT_FG_1002,ISS,20240411,-11,ISS076532,EA,SYSTEM,NORMAL
76533,WH_E_RM,MAT_FG_1003,RCV,20240411,22,RCV076533,EA,SYSTEM,NORMAL
76534,WH_E_RM,MAT_FG_1003,ISS,20240411,-12,ISS076534,EA,SYSTEM,NORMAL
76535,WH_E_RM,MAT_FG_1004,RCV,20240411,23,RCV076535,EA,SYSTEM,NORMAL
76536,WH_E_RM,MAT_FG_1004,ISS,20240411,-13,ISS076536,EA,SYSTEM,NORMAL
76537,WH_E_RM,MAT_FG_1005,RCV,20240411,24,RCV076537,EA,SYSTEM,NORMAL
76538,WH_E_RM,MAT_FG_1005,ISS,20240411,-14,ISS076538,EA,SYSTEM,NORMAL
76539,WH_E_RM,MAT_FG_1006,RCV,20240411,25,RCV076539,EA,SYSTEM,NORMAL
76540,WH_E_RM,MAT_FG_1006,ISS,20240411,-15,ISS076540,EA,SYSTEM,NORMAL
76541,WH_E_RM,MAT_RM_2001,RCV,20240411,26,RCV076541,EA,SYSTEM,NORMAL
76542,WH_E_RM,MAT_RM_2001,ISS,20240411,-16,ISS076542,EA,SYSTEM,NORMAL
76543,WH_E_RM,MAT_RM_2002,RCV,20240411,27,RCV076543,EA,SYSTEM,NORMAL
76544,WH_E_RM,MAT_RM_2002,ISS,20240411,-10,ISS076544,EA,SYSTEM,NORMAL
76545,WH_E_RM,MAT_RM_2003,RCV,20240411,28,RCV076545,EA,SYSTEM,NORMAL
76546,WH_E_RM,MAT_RM_2003,ISS,20240411,-11,ISS076546,EA,SYSTEM,NORMAL
76547,WH_E_RM,MAT_RM_2004,RCV,20240411,20,RCV076547,EA,SYSTEM,NORMAL
76548,WH_E_RM,MAT_RM_2004,ISS,20240411,-12,ISS076548,EA,SYSTEM,NORMAL
76549,WH_E_RM,MAT_RM_2005,RCV,20240411,21,RCV076549,EA,SYSTEM,NORMAL
76550,WH_E_RM,MAT_RM_2005,ISS,20240411,-13,ISS076550,EA,SYSTEM,NORMAL
76551,WH_E_RM,MAT_RM_2006,RCV,20240411,22,RCV076551,EA,SYSTEM,NORMAL
76552,WH_E_RM,MAT_RM_2006,ISS,20240411,-14,ISS076552,EA,SYSTEM,NORMAL
76553,WH_E_RM,MAT_RM_2007,RCV,20240411,23,RCV076553,EA,SYSTEM,NORMAL
76554,WH_E_RM,MAT_RM_2007,ISS,20240411,-15,ISS076554,EA,SYSTEM,NORMAL
76555,WH_E_RM,MAT_RM_2008,RCV,20240411,24,RCV076555,EA,SYSTEM,NORMAL
76556,WH_E_RM,MAT_RM_2008,ISS,20240411,-16,ISS076556,EA,SYSTEM,NORMAL
76557,WH_E_RM,MAT_RM_2009,RCV,20240411,25,RCV076557,EA,SYSTEM,NORMAL
76558,WH_E_RM,MAT_RM_2009,ISS,20240411,-10,ISS076558,EA,SYSTEM,NORMAL
76559,WH_E_RM,MAT_RM_2010,RCV,20240411,26,RCV076559,EA,SYSTEM,NORMAL
76560,WH_E_RM,MAT_RM_2010,ISS,20240411,-11,ISS076560,EA,SYSTEM,NORMAL
76561,WH_E_FG,MAT_FG_1001,RCV,20240411,20,RCV076561,EA,SYSTEM,NORMAL
76562,WH_E_FG,MAT_FG_1001,ISS,20240411,-10,ISS076562,EA,SYSTEM,NORMAL
76563,WH_E_FG,MAT_FG_1002,RCV,20240411,21,RCV076563,EA,SYSTEM,NORMAL
76564,WH_E_FG,MAT_FG_1002,ISS,20240411,-11,ISS076564,EA,SYSTEM,NORMAL
76565,WH_E_FG,MAT_FG_1003,RCV,20240411,22,RCV076565,EA,SYSTEM,NORMAL
76566,WH_E_FG,MAT_FG_1003,ISS,20240411,-12,ISS076566,EA,SYSTEM,NORMAL
76567,WH_E_FG,MAT_FG_1004,RCV,20240411,23,RCV076567,EA,SYSTEM,NORMAL
76568,WH_E_FG,MAT_FG_1004,ISS,20240411,-13,ISS076568,EA,SYSTEM,NORMAL
76569,WH_E_FG,MAT_FG_1005,RCV,20240411,24,RCV076569,EA,SYSTEM,NORMAL
76570,WH_E_FG,MAT_FG_1005,ISS,20240411,-14,ISS076570,EA,SYSTEM,NORMAL
76571,WH_E_FG,MAT_FG_1006,RCV,20240411,25,RCV076571,EA,SYSTEM,NORMAL
76572,WH_E_FG,MAT_FG_1006,ISS,20240411,-15,ISS076572,EA,SYSTEM,NORMAL
76573,WH_E_FG,MAT_RM_2001,RCV,20240411,26,RCV076573,EA,SYSTEM,NORMAL
76574,WH_E_FG,MAT_RM_2001,ISS,20240411,-16,ISS076574,EA,SYSTEM,NORMAL
76575,WH_E_FG,MAT_RM_2002,RCV,20240411,27,RCV076575,EA,SYSTEM,NORMAL
76576,WH_E_FG,MAT_RM_2002,ISS,20240411,-10,ISS076576,EA,SYSTEM,NORMAL
76577,WH_E_FG,MAT_RM_2003,RCV,20240411,28,RCV076577,EA,SYSTEM,NORMAL
76578,WH_E_FG,MAT_RM_2003,ISS,20240411,-11,ISS076578,EA,SYSTEM,NORMAL
76579,WH_E_FG,MAT_RM_2004,RCV,20240411,20,RCV076579,EA,SYSTEM,NORMAL
76580,WH_E_FG,MAT_RM_2004,ISS,20240411,-12,ISS076580,EA,SYSTEM,NORMAL
76581,WH_E_FG,MAT_RM_2005,RCV,20240411,21,RCV076581,EA,SYSTEM,NORMAL
76582,WH_E_FG,MAT_RM_2005,ISS,20240411,-13,ISS076582,EA,SYSTEM,NORMAL
76583,WH_E_FG,MAT_RM_2006,RCV,20240411,22,RCV076583,EA,SYSTEM,NORMAL
76584,WH_E_FG,MAT_RM_2006,ISS,20240411,-14,ISS076584,EA,SYSTEM,NORMAL
76585,WH_E_FG,MAT_RM_2007,RCV,20240411,23,RCV076585,EA,SYSTEM,NORMAL
76586,WH_E_FG,MAT_RM_2007,ISS,20240411,-15,ISS076586,EA,SYSTEM,NORMAL
76587,WH_E_FG,MAT_RM_2008,RCV,20240411,24,RCV076587,EA,SYSTEM,NORMAL
76588,WH_E_FG,MAT_RM_2008,ISS,20240411,-16,ISS076588,EA,SYSTEM,NORMAL
76589,WH_E_FG,MAT_RM_2009,RCV,20240411,25,RCV076589,EA,SYSTEM,NORMAL
76590,WH_E_FG,MAT_RM_2009,ISS,20240411,-10,ISS076590,EA,SYSTEM,NORMAL
76591,WH_E_FG,MAT_RM_2010,RCV,20240411,26,RCV076591,EA,SYSTEM,NORMAL
76592,WH_E_FG,MAT_RM_2010,ISS,20240411,-11,ISS076592,EA,SYSTEM,NORMAL
76593,WH_S_RM,MAT_FG_1001,RCV,20240411,20,RCV076593,EA,SYSTEM,NORMAL
76594,WH_S_RM,MAT_FG_1001,ISS,20240411,-10,ISS076594,EA,SYSTEM,NORMAL
76595,WH_S_RM,MAT_FG_1002,RCV,20240411,21,RCV076595,EA,SYSTEM,NORMAL
76596,WH_S_RM,MAT_FG_1002,ISS,20240411,-11,ISS076596,EA,SYSTEM,NORMAL
