case_id,customer_id,sales_order_id,material_id,plant_id,open_dt_key,close_dt_key,case_type_cd,case_status_cd,severity_cd,resp_team_cd,issue_channel_cd,root_cause_cd,claim_amt,replace_qty,return_qty,onsite_visit_fg,reopen_fg,sat_score,first_resp_hour,close_sla_hit_fg,final_action_cd
CASE003018,CUS_005,SOX012954,MAT_FG_1001,PLT_EAST,20240512,20240512,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003019,CUS_005,SOX012955,MAT_FG_1002,PLT_SOUTH,20240513,20240513,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003020,CUS_005,SOX012956,MAT_FG_1003,PLT_EAST,20240514,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003021,CUS_005,SOX012957,MAT_FG_1004,PLT_SOUTH,20240515,20240515,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003022,CUS_005,SOX012958,MAT_FG_1005,PLT_EAST,20240516,20240516,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003023,CUS_005,SOX012959,MAT_FG_1006,PLT_SOUTH,20240517,20240517,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003024,CUS_005,SOX012960,MAT_FG_1001,PLT_EAST,20240518,20240518,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003025,CUS_006,SOX012961,MAT_FG_1002,PLT_EAST,20240501,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE003026,CUS_006,SOX012962,MAT_FG_1003,PLT_SOUTH,20240502,20240502,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003027,CUS_006,SOX012963,MAT_FG_1004,PLT_EAST,20240503,20240503,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003028,CUS_006,SOX012964,MAT_FG_1005,PLT_SOUTH,20240504,20240504,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003029,CUS_006,SOX012965,MAT_FG_1006,PLT_EAST,20240505,20240505,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,1,4.2,6.0,1,REPLACE
CASE003030,CUS_006,SOX012966,MAT_FG_1001,PLT_SOUTH,20240506,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003031,CUS_006,SOX012967,MAT_FG_1002,PLT_EAST,20240507,20240507,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003032,CUS_006,SOX012968,MAT_FG_1003,PLT_SOUTH,20240508,20240508,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003033,CUS_006,SOX012969,MAT_FG_1004,PLT_EAST,20240509,20240509,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003034,CUS_006,SOX012970,MAT_FG_1005,PLT_SOUTH,20240510,20240510,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003035,CUS_006,SOX012971,MAT_FG_1006,PLT_EAST,20240511,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003036,CUS_006,SOX012972,MAT_FG_1001,PLT_SOUTH,20240512,20240512,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE003037,CUS_006,SOX012973,MAT_FG_1002,PLT_EAST,20240513,20240513,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003038,CUS_006,SOX012974,MAT_FG_1003,PLT_SOUTH,20240514,20240514,TS,CLOSED,H,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003039,CUS_006,SOX012975,MAT_FG_1004,PLT_EAST,20240515,20240515,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003040,CUS_006,SOX012976,MAT_FG_1005,PLT_SOUTH,20240516,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003041,CUS_006,SOX012977,MAT_FG_1006,PLT_EAST,20240517,20240517,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003042,CUS_006,SOX012978,MAT_FG_1001,PLT_SOUTH,20240518,20240518,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE003043,CUS_006,SOX012979,MAT_FG_1002,PLT_EAST,20240519,20240519,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003044,CUS_006,SOX012980,MAT_FG_1003,PLT_SOUTH,20240520,20240520,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003045,CUS_006,SOX012981,MAT_FG_1004,PLT_EAST,20240521,,RMA,OPEN,H,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003046,CUS_006,SOX012982,MAT_FG_1005,PLT_SOUTH,20240522,20240522,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003047,CUS_006,SOX012983,MAT_FG_1006,PLT_EAST,20240523,20240523,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE003048,CUS_006,SOX012984,MAT_FG_1001,PLT_SOUTH,20240524,20240524,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003049,CUS_006,SOX012985,MAT_FG_1002,PLT_EAST,20240525,20240525,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003050,CUS_006,SOX012986,MAT_FG_1003,PLT_SOUTH,20240526,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003051,CUS_006,SOX012987,MAT_FG_1004,PLT_EAST,20240527,20240527,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003052,CUS_006,SOX012988,MAT_FG_1005,PLT_SOUTH,20240528,20240528,TS,CLOSED,H,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003053,CUS_006,SOX012989,MAT_FG_1006,PLT_EAST,20240529,20240529,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003054,CUS_006,SOX012990,MAT_FG_1001,PLT_SOUTH,20240530,20240530,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003055,CUS_006,SOX012991,MAT_FG_1002,PLT_EAST,20240531,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE003056,CUS_006,SOX012992,MAT_FG_1003,PLT_SOUTH,20240501,20240501,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003057,CUS_006,SOX012993,MAT_FG_1004,PLT_EAST,20240502,20240502,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003058,CUS_006,SOX012994,MAT_FG_1005,PLT_SOUTH,20240503,20240503,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE003059,CUS_006,SOX012995,MAT_FG_1006,PLT_EAST,20240504,20240504,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003060,CUS_006,SOX012996,MAT_FG_1001,PLT_SOUTH,20240505,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003061,CUS_006,SOX012997,MAT_FG_1002,PLT_EAST,20240506,20240506,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003062,CUS_006,SOX012998,MAT_FG_1003,PLT_SOUTH,20240507,20240507,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003063,CUS_006,SOX012999,MAT_FG_1004,PLT_EAST,20240508,20240508,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003064,CUS_006,SOX013000,MAT_FG_1005,PLT_SOUTH,20240509,20240509,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003065,CUS_006,SOX013001,MAT_FG_1006,PLT_EAST,20240510,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003066,CUS_006,SOX013002,MAT_FG_1001,PLT_SOUTH,20240511,20240511,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003067,CUS_006,SOX013003,MAT_FG_1002,PLT_EAST,20240512,20240512,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003068,CUS_006,SOX013004,MAT_FG_1003,PLT_SOUTH,20240513,20240513,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,1,4.2,6.0,1,REPLACE
CASE003069,CUS_006,SOX013005,MAT_FG_1004,PLT_EAST,20240514,20240514,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE003070,CUS_006,SOX013006,MAT_FG_1005,PLT_SOUTH,20240515,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003071,CUS_006,SOX013007,MAT_FG_1006,PLT_EAST,20240516,20240516,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003072,CUS_006,SOX013008,MAT_FG_1001,PLT_SOUTH,20240517,20240517,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003073,CUS_006,SOX013009,MAT_FG_1002,PLT_EAST,20240518,20240518,TS,CLOSED,H,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003074,CUS_006,SOX013010,MAT_FG_1003,PLT_SOUTH,20240519,20240519,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003075,CUS_006,SOX013011,MAT_FG_1004,PLT_EAST,20240520,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003076,CUS_006,SOX013012,MAT_FG_1005,PLT_SOUTH,20240521,20240521,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003077,CUS_006,SOX013013,MAT_FG_1006,PLT_EAST,20240522,20240522,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003078,CUS_006,SOX013014,MAT_FG_1001,PLT_SOUTH,20240523,20240523,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003079,CUS_006,SOX013015,MAT_FG_1002,PLT_EAST,20240524,20240524,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003080,CUS_006,SOX013016,MAT_FG_1003,PLT_SOUTH,20240525,,TS,OPEN,H,CS,PHONE,USAGE,240.0,2,0,1,0,4.2,6.0,1,REPLACE
CASE003081,CUS_006,SOX013017,MAT_FG_1004,PLT_EAST,20240526,20240526,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE003082,CUS_006,SOX013018,MAT_FG_1005,PLT_SOUTH,20240527,20240527,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003083,CUS_006,SOX013019,MAT_FG_1006,PLT_EAST,20240528,20240528,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003084,CUS_006,SOX013020,MAT_FG_1001,PLT_SOUTH,20240529,20240529,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003085,CUS_006,SOX013021,MAT_FG_1002,PLT_EAST,20240530,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003086,CUS_006,SOX013022,MAT_FG_1003,PLT_SOUTH,20240531,20240531,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003087,CUS_006,SOX013023,MAT_FG_1004,PLT_EAST,20240501,20240501,RMA,CLOSED,H,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003088,CUS_006,SOX013024,MAT_FG_1005,PLT_SOUTH,20240502,20240502,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003089,CUS_006,SOX013025,MAT_FG_1006,PLT_EAST,20240503,20240503,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003090,CUS_006,SOX013026,MAT_FG_1001,PLT_SOUTH,20240504,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003091,CUS_006,SOX013027,MAT_FG_1002,PLT_EAST,20240505,20240505,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE003092,CUS_006,SOX013028,MAT_FG_1003,PLT_SOUTH,20240506,20240506,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003093,CUS_006,SOX013029,MAT_FG_1004,PLT_EAST,20240507,20240507,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003094,CUS_006,SOX013030,MAT_FG_1005,PLT_SOUTH,20240508,20240508,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,0,0,1,4.2,6.0,1,REPLACE
CASE003095,CUS_006,SOX013031,MAT_FG_1006,PLT_EAST,20240509,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003096,CUS_006,SOX013032,MAT_FG_1001,PLT_SOUTH,20240510,20240510,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003097,CUS_006,SOX013033,MAT_FG_1002,PLT_EAST,20240511,20240511,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003098,CUS_006,SOX013034,MAT_FG_1003,PLT_SOUTH,20240512,20240512,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003099,CUS_006,SOX013035,MAT_FG_1004,PLT_EAST,20240513,20240513,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003100,CUS_006,SOX013036,MAT_FG_1005,PLT_SOUTH,20240514,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003101,CUS_006,SOX013037,MAT_FG_1006,PLT_EAST,20240515,20240515,TS,CLOSED,H,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003102,CUS_006,SOX013038,MAT_FG_1001,PLT_SOUTH,20240516,20240516,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,1,0,4.2,6.0,1,REPLACE
CASE003103,CUS_006,SOX013039,MAT_FG_1002,PLT_EAST,20240517,20240517,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003104,CUS_006,SOX013040,MAT_FG_1003,PLT_SOUTH,20240518,20240518,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003105,CUS_007,SOX013041,MAT_FG_1004,PLT_SOUTH,20240501,,RMA,OPEN,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003106,CUS_007,SOX013042,MAT_FG_1005,PLT_EAST,20240502,20240502,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003107,CUS_007,SOX013043,MAT_FG_1006,PLT_SOUTH,20240503,20240503,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,1,0,1,4.2,6.0,1,REPLACE
CASE003108,CUS_007,SOX013044,MAT_FG_1001,PLT_EAST,20240504,20240504,RMA,CLOSED,H,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003109,CUS_007,SOX013045,MAT_FG_1002,PLT_SOUTH,20240505,20240505,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003110,CUS_007,SOX013046,MAT_FG_1003,PLT_EAST,20240506,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003111,CUS_007,SOX013047,MAT_FG_1004,PLT_SOUTH,20240507,20240507,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003112,CUS_007,SOX013048,MAT_FG_1005,PLT_EAST,20240508,20240508,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003113,CUS_007,SOX013049,MAT_FG_1006,PLT_SOUTH,20240509,20240509,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,1,0,4.2,6.0,1,REPLACE
CASE003114,CUS_007,SOX013050,MAT_FG_1001,PLT_EAST,20240510,20240510,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003115,CUS_007,SOX013051,MAT_FG_1002,PLT_SOUTH,20240511,,TS,OPEN,H,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003116,CUS_007,SOX013052,MAT_FG_1003,PLT_EAST,20240512,20240512,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003117,CUS_007,SOX013053,MAT_FG_1004,PLT_SOUTH,20240513,20240513,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003118,CUS_007,SOX013054,MAT_FG_1005,PLT_EAST,20240514,20240514,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003119,CUS_007,SOX013055,MAT_FG_1006,PLT_SOUTH,20240515,20240515,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003120,CUS_007,SOX013056,MAT_FG_1001,PLT_EAST,20240516,,RMA,OPEN,M,CS,PHONE,USAGE,720.0,0,0,0,1,4.2,6.0,1,REPLACE
CASE003121,CUS_007,SOX013057,MAT_FG_1002,PLT_SOUTH,20240517,20240517,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003122,CUS_007,SOX013058,MAT_FG_1003,PLT_EAST,20240518,20240518,TS,CLOSED,H,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003123,CUS_007,SOX013059,MAT_FG_1004,PLT_SOUTH,20240519,20240519,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003124,CUS_007,SOX013060,MAT_FG_1005,PLT_EAST,20240520,20240520,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,1,0,4.2,6.0,1,REPLACE
CASE003125,CUS_007,SOX013061,MAT_FG_1006,PLT_SOUTH,20240521,,TS,OPEN,M,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003126,CUS_007,SOX013062,MAT_FG_1001,PLT_EAST,20240522,20240522,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003127,CUS_007,SOX013063,MAT_FG_1002,PLT_SOUTH,20240523,20240523,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003128,CUS_007,SOX013064,MAT_FG_1003,PLT_EAST,20240524,20240524,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003129,CUS_007,SOX013065,MAT_FG_1004,PLT_SOUTH,20240525,20240525,RMA,CLOSED,H,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003130,CUS_007,SOX013066,MAT_FG_1005,PLT_EAST,20240526,,TS,OPEN,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003131,CUS_007,SOX013067,MAT_FG_1006,PLT_SOUTH,20240527,20240527,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003132,CUS_007,SOX013068,MAT_FG_1001,PLT_EAST,20240528,20240528,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003133,CUS_007,SOX013069,MAT_FG_1002,PLT_SOUTH,20240529,20240529,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,1,4.2,6.0,1,REPLACE
CASE003134,CUS_007,SOX013070,MAT_FG_1003,PLT_EAST,20240530,20240530,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003135,CUS_007,SOX013071,MAT_FG_1004,PLT_SOUTH,20240531,,RMA,OPEN,M,CS,PHONE,USAGE,360.0,0,1,1,0,4.2,6.0,1,REPLACE
CASE003136,CUS_007,SOX013072,MAT_FG_1005,PLT_EAST,20240501,20240501,TS,CLOSED,H,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003137,CUS_007,SOX013073,MAT_FG_1006,PLT_SOUTH,20240502,20240502,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003138,CUS_007,SOX013074,MAT_FG_1001,PLT_EAST,20240503,20240503,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003139,CUS_007,SOX013075,MAT_FG_1002,PLT_SOUTH,20240504,20240504,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003140,CUS_007,SOX013076,MAT_FG_1003,PLT_EAST,20240505,,TS,OPEN,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003141,CUS_007,SOX013077,MAT_FG_1004,PLT_SOUTH,20240506,20240506,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003142,CUS_007,SOX013078,MAT_FG_1005,PLT_EAST,20240507,20240507,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003143,CUS_007,SOX013079,MAT_FG_1006,PLT_SOUTH,20240508,20240508,TS,CLOSED,H,CS,PHONE,USAGE,240.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003144,CUS_007,SOX013080,MAT_FG_1001,PLT_EAST,20240509,20240509,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003145,CUS_007,SOX013081,MAT_FG_1002,PLT_SOUTH,20240510,,TS,OPEN,M,CS,PHONE,USAGE,480.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003146,CUS_007,SOX013082,MAT_FG_1003,PLT_EAST,20240511,20240511,TS,CLOSED,M,CS,PHONE,USAGE,600.0,2,0,1,1,4.2,6.0,1,REPLACE
CASE003147,CUS_007,SOX013083,MAT_FG_1004,PLT_SOUTH,20240512,20240512,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003148,CUS_007,SOX013084,MAT_FG_1005,PLT_EAST,20240513,20240513,TS,CLOSED,M,CS,PHONE,USAGE,840.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003149,CUS_007,SOX013085,MAT_FG_1006,PLT_SOUTH,20240514,20240514,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003150,CUS_007,SOX013086,MAT_FG_1001,PLT_EAST,20240515,,RMA,OPEN,H,CS,PHONE,USAGE,0.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003151,CUS_007,SOX013087,MAT_FG_1002,PLT_SOUTH,20240516,20240516,TS,CLOSED,M,CS,PHONE,USAGE,120.0,1,1,0,0,4.2,6.0,1,REPLACE
CASE003152,CUS_007,SOX013088,MAT_FG_1003,PLT_EAST,20240517,20240517,TS,CLOSED,M,CS,PHONE,USAGE,240.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003153,CUS_007,SOX013089,MAT_FG_1004,PLT_SOUTH,20240518,20240518,RMA,CLOSED,M,CS,PHONE,USAGE,360.0,0,1,0,0,4.2,6.0,1,REPLACE
CASE003154,CUS_007,SOX013090,MAT_FG_1005,PLT_EAST,20240519,20240519,TS,CLOSED,M,CS,PHONE,USAGE,480.0,1,0,0,0,4.2,6.0,1,REPLACE
CASE003155,CUS_007,SOX013091,MAT_FG_1006,PLT_SOUTH,20240520,,TS,OPEN,M,CS,PHONE,USAGE,600.0,2,1,0,0,4.2,6.0,1,REPLACE
CASE003156,CUS_007,SOX013092,MAT_FG_1001,PLT_EAST,20240521,20240521,RMA,CLOSED,M,CS,PHONE,USAGE,720.0,0,0,0,0,4.2,6.0,1,REPLACE
CASE003157,CUS_007,SOX013093,MAT_FG_1002,PLT_SOUTH,20240522,20240522,TS,CLOSED,H,CS,PHONE,USAGE,840.0,1,1,1,0,4.2,6.0,1,REPLACE
CASE003158,CUS_007,SOX013094,MAT_FG_1003,PLT_EAST,20240523,20240523,TS,CLOSED,M,CS,PHONE,USAGE,960.0,2,0,0,0,4.2,6.0,1,REPLACE
CASE003159,CUS_007,SOX013095,MAT_FG_1004,PLT_SOUTH,20240524,20240524,RMA,CLOSED,M,CS,PHONE,USAGE,0.0,0,1,0,1,4.2,6.0,1,REPLACE
CASE003160,CUS_007,SOX013096,MAT_FG_1005,PLT_EAST,20240525,,TS,OPEN,M,CS,PHONE,USAGE,120.0,1,0,0,0,4.2,6.0,1,REPLACE
