po_id,supplier_id,plant_id,po_status_cd,po_date_key,eta_dt_key,buyer_id,currency_cd,incoterm_cd,approval_status_cd
POX020745,SUP_003,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020746,SUP_003,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020747,SUP_003,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020748,SUP_003,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020749,SUP_003,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020750,SUP_003,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020751,SUP_003,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020752,SUP_003,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020753,SUP_003,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020754,SUP_003,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020755,SUP_003,PLT_SOUTH,REL,20240207,20240211,B001,CNY,DAP,APR
POX020756,SUP_003,PLT_EAST,REL,20240208,20240212,B001,CNY,DAP,APR
POX020757,SUP_003,PLT_SOUTH,REL,20240209,20240213,B001,CNY,DAP,APR
POX020758,SUP_003,PLT_EAST,REL,20240210,20240214,B001,CNY,DAP,APR
POX020759,SUP_003,PLT_SOUTH,REL,20240211,20240215,B001,CNY,DAP,APR
POX020760,SUP_003,PLT_EAST,REL,20240212,20240216,B001,CNY,DAP,APR
POX020761,SUP_003,PLT_SOUTH,REL,20240213,20240217,B001,CNY,DAP,APR
POX020762,SUP_003,PLT_EAST,REL,20240214,20240218,B001,CNY,DAP,APR
POX020763,SUP_003,PLT_SOUTH,REL,20240215,20240219,B001,CNY,DAP,APR
POX020764,SUP_003,PLT_EAST,REL,20240216,20240220,B001,CNY,DAP,APR
POX020765,SUP_003,PLT_SOUTH,REL,20240217,20240221,B001,CNY,DAP,APR
POX020766,SUP_003,PLT_EAST,REL,20240218,20240222,B001,CNY,DAP,APR
POX020767,SUP_003,PLT_SOUTH,REL,20240219,20240223,B001,CNY,DAP,APR
POX020768,SUP_003,PLT_EAST,REL,20240220,20240224,B001,CNY,DAP,APR
POX020769,SUP_003,PLT_SOUTH,REL,20240221,20240225,B001,CNY,DAP,APR
POX020770,SUP_003,PLT_EAST,REL,20240222,20240226,B001,CNY,DAP,APR
POX020771,SUP_003,PLT_SOUTH,REL,20240223,20240227,B001,CNY,DAP,APR
POX020772,SUP_003,PLT_EAST,REL,20240224,20240228,B001,CNY,DAP,APR
POX020773,SUP_003,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020774,SUP_003,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020775,SUP_003,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020776,SUP_003,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020777,SUP_003,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020778,SUP_003,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020779,SUP_003,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020780,SUP_003,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020781,SUP_003,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020782,SUP_003,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020783,SUP_003,PLT_SOUTH,REL,20240207,20240211,B001,CNY,DAP,APR
POX020784,SUP_003,PLT_EAST,REL,20240208,20240212,B001,CNY,DAP,APR
POX020785,SUP_003,PLT_SOUTH,REL,20240209,20240213,B001,CNY,DAP,APR
POX020786,SUP_003,PLT_EAST,REL,20240210,20240214,B001,CNY,DAP,APR
POX020787,SUP_003,PLT_SOUTH,REL,20240211,20240215,B001,CNY,DAP,APR
POX020788,SUP_003,PLT_EAST,REL,20240212,20240216,B001,CNY,DAP,APR
POX020789,SUP_003,PLT_SOUTH,REL,20240213,20240217,B001,CNY,DAP,APR
POX020790,SUP_003,PLT_EAST,REL,20240214,20240218,B001,CNY,DAP,APR
POX020791,SUP_003,PLT_SOUTH,REL,20240215,20240219,B001,CNY,DAP,APR
POX020792,SUP_003,PLT_EAST,REL,20240216,20240220,B001,CNY,DAP,APR
POX020793,SUP_003,PLT_SOUTH,REL,20240217,20240221,B001,CNY,DAP,APR
POX020794,SUP_003,PLT_EAST,REL,20240218,20240222,B001,CNY,DAP,APR
POX020795,SUP_003,PLT_SOUTH,REL,20240219,20240223,B001,CNY,DAP,APR
POX020796,SUP_003,PLT_EAST,REL,20240220,20240224,B001,CNY,DAP,APR
POX020797,SUP_003,PLT_SOUTH,REL,20240221,20240225,B001,CNY,DAP,APR
POX020798,SUP_003,PLT_EAST,REL,20240222,20240226,B001,CNY,DAP,APR
POX020799,SUP_003,PLT_SOUTH,REL,20240223,20240227,B001,CNY,DAP,APR
POX020800,SUP_003,PLT_EAST,REL,20240224,20240228,B001,CNY,DAP,APR
POX020801,SUP_003,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020802,SUP_003,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020803,SUP_003,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020804,SUP_003,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020805,SUP_003,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020806,SUP_003,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020807,SUP_003,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020808,SUP_003,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020809,SUP_003,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020810,SUP_003,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020811,SUP_004,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX020812,SUP_004,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX020813,SUP_004,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX020814,SUP_004,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX020815,SUP_004,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX020816,SUP_004,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX020817,SUP_004,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
POX020818,SUP_004,PLT_SOUTH,REL,20240208,20240212,B001,CNY,DAP,APR
POX020819,SUP_004,PLT_EAST,REL,20240209,20240213,B001,CNY,DAP,APR
POX020820,SUP_004,PLT_SOUTH,REL,20240210,20240214,B001,CNY,DAP,APR
POX020821,SUP_004,PLT_EAST,REL,20240211,20240215,B001,CNY,DAP,APR
POX020822,SUP_004,PLT_SOUTH,REL,20240212,20240216,B001,CNY,DAP,APR
POX020823,SUP_004,PLT_EAST,REL,20240213,20240217,B001,CNY,DAP,APR
POX020824,SUP_004,PLT_SOUTH,REL,20240214,20240218,B001,CNY,DAP,APR
POX020825,SUP_004,PLT_EAST,REL,20240215,20240219,B001,CNY,DAP,APR
POX020826,SUP_004,PLT_SOUTH,REL,20240216,20240220,B001,CNY,DAP,APR
POX020827,SUP_004,PLT_EAST,REL,20240217,20240221,B001,CNY,DAP,APR
POX020828,SUP_004,PLT_SOUTH,REL,20240218,20240222,B001,CNY,DAP,APR
POX020829,SUP_004,PLT_EAST,REL,20240219,20240223,B001,CNY,DAP,APR
POX020830,SUP_004,PLT_SOUTH,REL,20240220,20240224,B001,CNY,DAP,APR
POX020831,SUP_004,PLT_EAST,REL,20240221,20240225,B001,CNY,DAP,APR
POX020832,SUP_004,PLT_SOUTH,REL,20240222,20240226,B001,CNY,DAP,APR
POX020833,SUP_004,PLT_EAST,REL,20240223,20240227,B001,CNY,DAP,APR
POX020834,SUP_004,PLT_SOUTH,REL,20240224,20240228,B001,CNY,DAP,APR
POX020835,SUP_004,PLT_EAST,REL,20240225,20240228,B001,CNY,DAP,APR
POX020836,SUP_004,PLT_SOUTH,REL,20240226,20240228,B001,CNY,DAP,APR
POX020837,SUP_004,PLT_EAST,REL,20240227,20240228,B001,CNY,DAP,APR
POX020838,SUP_004,PLT_SOUTH,REL,20240228,20240228,B001,CNY,DAP,APR
POX020839,SUP_004,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX020840,SUP_004,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX020841,SUP_004,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX020842,SUP_004,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX020843,SUP_004,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX020844,SUP_004,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX020845,SUP_004,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
POX020846,SUP_004,PLT_SOUTH,REL,20240208,20240212,B001,CNY,DAP,APR
POX020847,SUP_004,PLT_EAST,REL,20240209,20240213,B001,CNY,DAP,APR
POX020848,SUP_004,PLT_SOUTH,REL,20240210,20240214,B001,CNY,DAP,APR
POX020849,SUP_004,PLT_EAST,REL,20240211,20240215,B001,CNY,DAP,APR
POX020850,SUP_004,PLT_SOUTH,REL,20240212,20240216,B001,CNY,DAP,APR
POX020851,SUP_004,PLT_EAST,REL,20240213,20240217,B001,CNY,DAP,APR
POX020852,SUP_004,PLT_SOUTH,REL,20240214,20240218,B001,CNY,DAP,APR
POX020853,SUP_004,PLT_EAST,REL,20240215,20240219,B001,CNY,DAP,APR
POX020854,SUP_004,PLT_SOUTH,REL,20240216,20240220,B001,CNY,DAP,APR
POX020855,SUP_004,PLT_EAST,REL,20240217,20240221,B001,CNY,DAP,APR
POX020856,SUP_004,PLT_SOUTH,REL,20240218,20240222,B001,CNY,DAP,APR
POX020857,SUP_004,PLT_EAST,REL,20240219,20240223,B001,CNY,DAP,APR
POX020858,SUP_004,PLT_SOUTH,REL,20240220,20240224,B001,CNY,DAP,APR
POX020859,SUP_004,PLT_EAST,REL,20240221,20240225,B001,CNY,DAP,APR
POX020860,SUP_004,PLT_SOUTH,REL,20240222,20240226,B001,CNY,DAP,APR
POX020861,SUP_004,PLT_EAST,REL,20240223,20240227,B001,CNY,DAP,APR
POX020862,SUP_004,PLT_SOUTH,REL,20240224,20240228,B001,CNY,DAP,APR
POX020863,SUP_004,PLT_EAST,REL,20240225,20240228,B001,CNY,DAP,APR
POX020864,SUP_004,PLT_SOUTH,REL,20240226,20240228,B001,CNY,DAP,APR
POX020865,SUP_004,PLT_EAST,REL,20240227,20240228,B001,CNY,DAP,APR
POX020866,SUP_004,PLT_SOUTH,REL,20240228,20240228,B001,CNY,DAP,APR
POX020867,SUP_004,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX020868,SUP_004,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX020869,SUP_004,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX020870,SUP_004,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX020871,SUP_004,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX020872,SUP_004,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX020873,SUP_004,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
POX020874,SUP_004,PLT_SOUTH,REL,20240208,20240212,B001,CNY,DAP,APR
POX020875,SUP_004,PLT_EAST,REL,20240209,20240213,B001,CNY,DAP,APR
POX020876,SUP_004,PLT_SOUTH,REL,20240210,20240214,B001,CNY,DAP,APR
POX020877,SUP_004,PLT_EAST,REL,20240211,20240215,B001,CNY,DAP,APR
POX020878,SUP_004,PLT_SOUTH,REL,20240212,20240216,B001,CNY,DAP,APR
POX020879,SUP_004,PLT_EAST,REL,20240213,20240217,B001,CNY,DAP,APR
POX020880,SUP_004,PLT_SOUTH,REL,20240214,20240218,B001,CNY,DAP,APR
POX020881,SUP_004,PLT_EAST,REL,20240215,20240219,B001,CNY,DAP,APR
POX020882,SUP_004,PLT_SOUTH,REL,20240216,20240220,B001,CNY,DAP,APR
POX020883,SUP_004,PLT_EAST,REL,20240217,20240221,B001,CNY,DAP,APR
POX020884,SUP_004,PLT_SOUTH,REL,20240218,20240222,B001,CNY,DAP,APR
POX020885,SUP_004,PLT_EAST,REL,20240219,20240223,B001,CNY,DAP,APR
POX020886,SUP_004,PLT_SOUTH,REL,20240220,20240224,B001,CNY,DAP,APR
POX020887,SUP_004,PLT_EAST,REL,20240221,20240225,B001,CNY,DAP,APR
POX020888,SUP_004,PLT_SOUTH,REL,20240222,20240226,B001,CNY,DAP,APR
POX020889,SUP_004,PLT_EAST,REL,20240223,20240227,B001,CNY,DAP,APR
POX020890,SUP_004,PLT_SOUTH,REL,20240224,20240228,B001,CNY,DAP,APR
POX020891,SUP_004,PLT_EAST,REL,20240225,20240228,B001,CNY,DAP,APR
POX020892,SUP_004,PLT_SOUTH,REL,20240226,20240228,B001,CNY,DAP,APR
POX020893,SUP_004,PLT_EAST,REL,20240227,20240228,B001,CNY,DAP,APR
POX020894,SUP_004,PLT_SOUTH,REL,20240228,20240228,B001,CNY,DAP,APR
POX020895,SUP_004,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX020896,SUP_004,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX020897,SUP_004,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX020898,SUP_004,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX020899,SUP_004,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX020900,SUP_004,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX020901,SUP_005,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020902,SUP_005,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020903,SUP_005,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020904,SUP_005,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020905,SUP_005,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020906,SUP_005,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020907,SUP_005,PLT_SOUTH,REL,20240207,20240211,B001,CNY,DAP,APR
POX020908,SUP_005,PLT_EAST,REL,20240208,20240212,B001,CNY,DAP,APR
POX020909,SUP_005,PLT_SOUTH,REL,20240209,20240213,B001,CNY,DAP,APR
POX020910,SUP_005,PLT_EAST,REL,20240210,20240214,B001,CNY,DAP,APR
POX020911,SUP_005,PLT_SOUTH,REL,20240211,20240215,B001,CNY,DAP,APR
POX020912,SUP_005,PLT_EAST,REL,20240212,20240216,B001,CNY,DAP,APR
POX020913,SUP_005,PLT_SOUTH,REL,20240213,20240217,B001,CNY,DAP,APR
POX020914,SUP_005,PLT_EAST,REL,20240214,20240218,B001,CNY,DAP,APR
POX020915,SUP_005,PLT_SOUTH,REL,20240215,20240219,B001,CNY,DAP,APR
POX020916,SUP_005,PLT_EAST,REL,20240216,20240220,B001,CNY,DAP,APR
POX020917,SUP_005,PLT_SOUTH,REL,20240217,20240221,B001,CNY,DAP,APR
POX020918,SUP_005,PLT_EAST,REL,20240218,20240222,B001,CNY,DAP,APR
POX020919,SUP_005,PLT_SOUTH,REL,20240219,20240223,B001,CNY,DAP,APR
POX020920,SUP_005,PLT_EAST,REL,20240220,20240224,B001,CNY,DAP,APR
POX020921,SUP_005,PLT_SOUTH,REL,20240221,20240225,B001,CNY,DAP,APR
POX020922,SUP_005,PLT_EAST,REL,20240222,20240226,B001,CNY,DAP,APR
POX020923,SUP_005,PLT_SOUTH,REL,20240223,20240227,B001,CNY,DAP,APR
POX020924,SUP_005,PLT_EAST,REL,20240224,20240228,B001,CNY,DAP,APR
POX020925,SUP_005,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020926,SUP_005,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020927,SUP_005,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020928,SUP_005,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020929,SUP_005,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020930,SUP_005,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020931,SUP_005,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020932,SUP_005,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020933,SUP_005,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020934,SUP_005,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020935,SUP_005,PLT_SOUTH,REL,20240207,20240211,B001,CNY,DAP,APR
POX020936,SUP_005,PLT_EAST,REL,20240208,20240212,B001,CNY,DAP,APR
POX020937,SUP_005,PLT_SOUTH,REL,20240209,20240213,B001,CNY,DAP,APR
POX020938,SUP_005,PLT_EAST,REL,20240210,20240214,B001,CNY,DAP,APR
POX020939,SUP_005,PLT_SOUTH,REL,20240211,20240215,B001,CNY,DAP,APR
POX020940,SUP_005,PLT_EAST,REL,20240212,20240216,B001,CNY,DAP,APR
POX020941,SUP_005,PLT_SOUTH,REL,20240213,20240217,B001,CNY,DAP,APR
POX020942,SUP_005,PLT_EAST,REL,20240214,20240218,B001,CNY,DAP,APR
POX020943,SUP_005,PLT_SOUTH,REL,20240215,20240219,B001,CNY,DAP,APR
POX020944,SUP_005,PLT_EAST,REL,20240216,20240220,B001,CNY,DAP,APR
POX020945,SUP_005,PLT_SOUTH,REL,20240217,20240221,B001,CNY,DAP,APR
POX020946,SUP_005,PLT_EAST,REL,20240218,20240222,B001,CNY,DAP,APR
POX020947,SUP_005,PLT_SOUTH,REL,20240219,20240223,B001,CNY,DAP,APR
POX020948,SUP_005,PLT_EAST,REL,20240220,20240224,B001,CNY,DAP,APR
POX020949,SUP_005,PLT_SOUTH,REL,20240221,20240225,B001,CNY,DAP,APR
POX020950,SUP_005,PLT_EAST,REL,20240222,20240226,B001,CNY,DAP,APR
POX020951,SUP_005,PLT_SOUTH,REL,20240223,20240227,B001,CNY,DAP,APR
POX020952,SUP_005,PLT_EAST,REL,20240224,20240228,B001,CNY,DAP,APR
POX020953,SUP_005,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020954,SUP_005,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020955,SUP_005,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020956,SUP_005,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020957,SUP_005,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020958,SUP_005,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020959,SUP_005,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020960,SUP_005,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020961,SUP_005,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020962,SUP_005,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020963,SUP_005,PLT_SOUTH,REL,20240207,20240211,B001,CNY,DAP,APR
POX020964,SUP_005,PLT_EAST,REL,20240208,20240212,B001,CNY,DAP,APR
POX020965,SUP_005,PLT_SOUTH,REL,20240209,20240213,B001,CNY,DAP,APR
POX020966,SUP_005,PLT_EAST,REL,20240210,20240214,B001,CNY,DAP,APR
POX020967,SUP_005,PLT_SOUTH,REL,20240211,20240215,B001,CNY,DAP,APR
POX020968,SUP_005,PLT_EAST,REL,20240212,20240216,B001,CNY,DAP,APR
POX020969,SUP_005,PLT_SOUTH,REL,20240213,20240217,B001,CNY,DAP,APR
POX020970,SUP_005,PLT_EAST,REL,20240214,20240218,B001,CNY,DAP,APR
POX020971,SUP_005,PLT_SOUTH,REL,20240215,20240219,B001,CNY,DAP,APR
POX020972,SUP_005,PLT_EAST,REL,20240216,20240220,B001,CNY,DAP,APR
POX020973,SUP_005,PLT_SOUTH,REL,20240217,20240221,B001,CNY,DAP,APR
POX020974,SUP_005,PLT_EAST,REL,20240218,20240222,B001,CNY,DAP,APR
POX020975,SUP_005,PLT_SOUTH,REL,20240219,20240223,B001,CNY,DAP,APR
POX020976,SUP_005,PLT_EAST,REL,20240220,20240224,B001,CNY,DAP,APR
POX020977,SUP_005,PLT_SOUTH,REL,20240221,20240225,B001,CNY,DAP,APR
POX020978,SUP_005,PLT_EAST,REL,20240222,20240226,B001,CNY,DAP,APR
POX020979,SUP_005,PLT_SOUTH,REL,20240223,20240227,B001,CNY,DAP,APR
POX020980,SUP_005,PLT_EAST,REL,20240224,20240228,B001,CNY,DAP,APR
POX020981,SUP_005,PLT_SOUTH,REL,20240225,20240228,B001,CNY,DAP,APR
POX020982,SUP_005,PLT_EAST,REL,20240226,20240228,B001,CNY,DAP,APR
POX020983,SUP_005,PLT_SOUTH,REL,20240227,20240228,B001,CNY,DAP,APR
POX020984,SUP_005,PLT_EAST,REL,20240228,20240228,B001,CNY,DAP,APR
POX020985,SUP_005,PLT_SOUTH,REL,20240201,20240205,B001,CNY,DAP,APR
POX020986,SUP_005,PLT_EAST,REL,20240202,20240206,B001,CNY,DAP,APR
POX020987,SUP_005,PLT_SOUTH,REL,20240203,20240207,B001,CNY,DAP,APR
POX020988,SUP_005,PLT_EAST,REL,20240204,20240208,B001,CNY,DAP,APR
POX020989,SUP_005,PLT_SOUTH,REL,20240205,20240209,B001,CNY,DAP,APR
POX020990,SUP_005,PLT_EAST,REL,20240206,20240210,B001,CNY,DAP,APR
POX020991,SUP_006,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX020992,SUP_006,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX020993,SUP_006,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX020994,SUP_006,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX020995,SUP_006,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX020996,SUP_006,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX020997,SUP_006,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
POX020998,SUP_006,PLT_SOUTH,REL,20240208,20240212,B001,CNY,DAP,APR
POX020999,SUP_006,PLT_EAST,REL,20240209,20240213,B001,CNY,DAP,APR
POX021000,SUP_006,PLT_SOUTH,REL,20240210,20240214,B001,CNY,DAP,APR
POX021001,SUP_006,PLT_EAST,REL,20240211,20240215,B001,CNY,DAP,APR
POX021002,SUP_006,PLT_SOUTH,REL,20240212,20240216,B001,CNY,DAP,APR
POX021003,SUP_006,PLT_EAST,REL,20240213,20240217,B001,CNY,DAP,APR
POX021004,SUP_006,PLT_SOUTH,REL,20240214,20240218,B001,CNY,DAP,APR
POX021005,SUP_006,PLT_EAST,REL,20240215,20240219,B001,CNY,DAP,APR
POX021006,SUP_006,PLT_SOUTH,REL,20240216,20240220,B001,CNY,DAP,APR
POX021007,SUP_006,PLT_EAST,REL,20240217,20240221,B001,CNY,DAP,APR
POX021008,SUP_006,PLT_SOUTH,REL,20240218,20240222,B001,CNY,DAP,APR
POX021009,SUP_006,PLT_EAST,REL,20240219,20240223,B001,CNY,DAP,APR
POX021010,SUP_006,PLT_SOUTH,REL,20240220,20240224,B001,CNY,DAP,APR
POX021011,SUP_006,PLT_EAST,REL,20240221,20240225,B001,CNY,DAP,APR
POX021012,SUP_006,PLT_SOUTH,REL,20240222,20240226,B001,CNY,DAP,APR
POX021013,SUP_006,PLT_EAST,REL,20240223,20240227,B001,CNY,DAP,APR
POX021014,SUP_006,PLT_SOUTH,REL,20240224,20240228,B001,CNY,DAP,APR
POX021015,SUP_006,PLT_EAST,REL,20240225,20240228,B001,CNY,DAP,APR
POX021016,SUP_006,PLT_SOUTH,REL,20240226,20240228,B001,CNY,DAP,APR
POX021017,SUP_006,PLT_EAST,REL,20240227,20240228,B001,CNY,DAP,APR
POX021018,SUP_006,PLT_SOUTH,REL,20240228,20240228,B001,CNY,DAP,APR
POX021019,SUP_006,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX021020,SUP_006,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX021021,SUP_006,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX021022,SUP_006,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX021023,SUP_006,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX021024,SUP_006,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX021025,SUP_006,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
POX021026,SUP_006,PLT_SOUTH,REL,20240208,20240212,B001,CNY,DAP,APR
POX021027,SUP_006,PLT_EAST,REL,20240209,20240213,B001,CNY,DAP,APR
POX021028,SUP_006,PLT_SOUTH,REL,20240210,20240214,B001,CNY,DAP,APR
POX021029,SUP_006,PLT_EAST,REL,20240211,20240215,B001,CNY,DAP,APR
POX021030,SUP_006,PLT_SOUTH,REL,20240212,20240216,B001,CNY,DAP,APR
POX021031,SUP_006,PLT_EAST,REL,20240213,20240217,B001,CNY,DAP,APR
POX021032,SUP_006,PLT_SOUTH,REL,20240214,20240218,B001,CNY,DAP,APR
POX021033,SUP_006,PLT_EAST,REL,20240215,20240219,B001,CNY,DAP,APR
POX021034,SUP_006,PLT_SOUTH,REL,20240216,20240220,B001,CNY,DAP,APR
POX021035,SUP_006,PLT_EAST,REL,20240217,20240221,B001,CNY,DAP,APR
POX021036,SUP_006,PLT_SOUTH,REL,20240218,20240222,B001,CNY,DAP,APR
POX021037,SUP_006,PLT_EAST,REL,20240219,20240223,B001,CNY,DAP,APR
POX021038,SUP_006,PLT_SOUTH,REL,20240220,20240224,B001,CNY,DAP,APR
POX021039,SUP_006,PLT_EAST,REL,20240221,20240225,B001,CNY,DAP,APR
POX021040,SUP_006,PLT_SOUTH,REL,20240222,20240226,B001,CNY,DAP,APR
POX021041,SUP_006,PLT_EAST,REL,20240223,20240227,B001,CNY,DAP,APR
POX021042,SUP_006,PLT_SOUTH,REL,20240224,20240228,B001,CNY,DAP,APR
POX021043,SUP_006,PLT_EAST,REL,20240225,20240228,B001,CNY,DAP,APR
POX021044,SUP_006,PLT_SOUTH,REL,20240226,20240228,B001,CNY,DAP,APR
POX021045,SUP_006,PLT_EAST,REL,20240227,20240228,B001,CNY,DAP,APR
POX021046,SUP_006,PLT_SOUTH,REL,20240228,20240228,B001,CNY,DAP,APR
POX021047,SUP_006,PLT_EAST,REL,20240201,20240205,B001,CNY,DAP,APR
POX021048,SUP_006,PLT_SOUTH,REL,20240202,20240206,B001,CNY,DAP,APR
POX021049,SUP_006,PLT_EAST,REL,20240203,20240207,B001,CNY,DAP,APR
POX021050,SUP_006,PLT_SOUTH,REL,20240204,20240208,B001,CNY,DAP,APR
POX021051,SUP_006,PLT_EAST,REL,20240205,20240209,B001,CNY,DAP,APR
POX021052,SUP_006,PLT_SOUTH,REL,20240206,20240210,B001,CNY,DAP,APR
POX021053,SUP_006,PLT_EAST,REL,20240207,20240211,B001,CNY,DAP,APR
