sales_order_line_id,sales_order_id,material_id,order_qty,order_quantity,net_amt,line_status_cd,promise_dt_key,discount_amt,tax_amt,ship_from_wh_id,priority_cd,requested_ship_dt_key
SOLX0123312,SOX012331,MAT_FG_1003,77,77,51590.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0123321,SOX012332,MAT_FG_1003,77,77,48895.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123322,SOX012332,MAT_FG_1004,78,78,52260.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123323,SOX012332,MAT_FG_1005,79,79,55695.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123331,SOX012333,MAT_FG_1004,78,78,49530.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123332,SOX012333,MAT_FG_1005,79,79,52930.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123341,SOX012334,MAT_FG_1005,79,79,50165.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123342,SOX012334,MAT_FG_1006,80,80,53600.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123343,SOX012334,MAT_FG_1001,81,81,57105.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123351,SOX012335,MAT_FG_1006,80,80,50800.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123352,SOX012335,MAT_FG_1001,81,81,54270.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123361,SOX012336,MAT_FG_1001,81,81,51435.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123362,SOX012336,MAT_FG_1002,82,82,54940.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123363,SOX012336,MAT_FG_1003,83,83,58515.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123371,SOX012337,MAT_FG_1002,82,82,52070.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123372,SOX012337,MAT_FG_1003,83,83,55610.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123381,SOX012338,MAT_FG_1003,83,83,52705.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123382,SOX012338,MAT_FG_1004,84,84,56280.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123383,SOX012338,MAT_FG_1005,85,85,59925.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123391,SOX012339,MAT_FG_1004,84,84,53340.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0123392,SOX012339,MAT_FG_1005,85,85,56950.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0123401,SOX012340,MAT_FG_1005,85,85,53975.0,CNL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123402,SOX012340,MAT_FG_1006,86,86,57620.0,CNL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123403,SOX012340,MAT_FG_1001,87,87,61335.0,CNL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123411,SOX012341,MAT_FG_1006,86,86,54610.0,REL,20240426,0.0,0.0,WH_E_FG,N,20250101
SOLX0123412,SOX012341,MAT_FG_1001,87,87,58290.0,REL,20240426,0.0,0.0,WH_E_FG,N,20250101
SOLX0123421,SOX012342,MAT_FG_1001,87,87,55245.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123422,SOX012342,MAT_FG_1002,88,88,58960.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123423,SOX012342,MAT_FG_1003,89,89,62745.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123431,SOX012343,MAT_FG_1002,88,88,55880.0,REL,20240428,0.0,0.0,WH_E_FG,N,20250101
SOLX0123432,SOX012343,MAT_FG_1003,89,89,59630.0,REL,20240428,0.0,0.0,WH_E_FG,N,20250101
SOLX0123441,SOX012344,MAT_FG_1003,89,89,56515.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123442,SOX012344,MAT_FG_1004,90,90,60300.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123443,SOX012344,MAT_FG_1005,91,91,64155.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123451,SOX012345,MAT_FG_1004,90,90,57150.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123452,SOX012345,MAT_FG_1005,91,91,60970.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123461,SOX012346,MAT_FG_1005,91,91,57785.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123462,SOX012346,MAT_FG_1006,92,92,61640.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123463,SOX012346,MAT_FG_1001,93,93,65565.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123471,SOX012347,MAT_FG_1006,92,92,58420.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123472,SOX012347,MAT_FG_1001,93,93,62310.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123481,SOX012348,MAT_FG_1001,93,93,59055.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123482,SOX012348,MAT_FG_1002,94,94,62980.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123483,SOX012348,MAT_FG_1003,95,95,66975.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123491,SOX012349,MAT_FG_1002,94,94,59690.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123492,SOX012349,MAT_FG_1003,95,95,63650.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123501,SOX012350,MAT_FG_1003,95,95,60325.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123502,SOX012350,MAT_FG_1004,96,96,64320.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123503,SOX012350,MAT_FG_1005,97,97,68385.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123511,SOX012351,MAT_FG_1004,96,96,60960.0,SHP,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0123512,SOX012351,MAT_FG_1005,97,97,64990.0,SHP,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0123521,SOX012352,MAT_FG_1005,97,97,61595.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123522,SOX012352,MAT_FG_1006,98,98,65660.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123523,SOX012352,MAT_FG_1001,99,99,69795.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123531,SOX012353,MAT_FG_1006,98,98,62230.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0123532,SOX012353,MAT_FG_1001,99,99,66330.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0123541,SOX012354,MAT_FG_1001,99,99,62865.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123542,SOX012354,MAT_FG_1002,100,100,67000.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123543,SOX012354,MAT_FG_1003,101,101,71205.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123551,SOX012355,MAT_FG_1002,100,100,63500.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0123552,SOX012355,MAT_FG_1003,101,101,67670.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0123561,SOX012356,MAT_FG_1003,101,101,64135.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123562,SOX012356,MAT_FG_1004,102,102,68340.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123563,SOX012356,MAT_FG_1005,103,103,72615.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123571,SOX012357,MAT_FG_1004,102,102,64770.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0123572,SOX012357,MAT_FG_1005,103,103,69010.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0123581,SOX012358,MAT_FG_1005,103,103,65405.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123582,SOX012358,MAT_FG_1006,104,104,69680.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123583,SOX012358,MAT_FG_1001,105,105,74025.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123591,SOX012359,MAT_FG_1006,104,104,66040.0,CNL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0123592,SOX012359,MAT_FG_1001,105,105,70350.0,CNL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0123601,SOX012360,MAT_FG_1001,105,105,66675.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123602,SOX012360,MAT_FG_1002,106,106,71020.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123603,SOX012360,MAT_FG_1003,107,107,75435.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123611,SOX012361,MAT_FG_1002,106,106,67310.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0123612,SOX012361,MAT_FG_1003,107,107,71690.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0123621,SOX012362,MAT_FG_1003,107,107,67945.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123622,SOX012362,MAT_FG_1004,108,108,72360.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123623,SOX012362,MAT_FG_1005,109,109,76845.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123631,SOX012363,MAT_FG_1004,108,108,68580.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123632,SOX012363,MAT_FG_1005,109,109,73030.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123641,SOX012364,MAT_FG_1005,109,109,69215.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123642,SOX012364,MAT_FG_1006,110,110,73700.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123643,SOX012364,MAT_FG_1001,111,111,78255.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123651,SOX012365,MAT_FG_1006,110,110,69850.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123652,SOX012365,MAT_FG_1001,111,111,74370.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123661,SOX012366,MAT_FG_1001,111,111,70485.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123662,SOX012366,MAT_FG_1002,112,112,75040.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123663,SOX012366,MAT_FG_1003,113,113,79665.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123671,SOX012367,MAT_FG_1002,112,112,71120.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123672,SOX012367,MAT_FG_1003,113,113,75710.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123681,SOX012368,MAT_FG_1003,113,113,71755.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123682,SOX012368,MAT_FG_1004,114,114,76380.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123683,SOX012368,MAT_FG_1005,115,115,81075.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123691,SOX012369,MAT_FG_1004,114,114,72390.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0123692,SOX012369,MAT_FG_1005,115,115,77050.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0123701,SOX012370,MAT_FG_1005,115,115,73025.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123702,SOX012370,MAT_FG_1006,116,116,77720.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123703,SOX012370,MAT_FG_1001,117,117,82485.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0123711,SOX012371,MAT_FG_1006,116,116,73660.0,REL,20240426,0.0,0.0,WH_E_FG,N,20250101
SOLX0123712,SOX012371,MAT_FG_1001,117,117,78390.0,REL,20240426,0.0,0.0,WH_E_FG,N,20250101
SOLX0123721,SOX012372,MAT_FG_1001,117,117,74295.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123722,SOX012372,MAT_FG_1002,118,118,79060.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123723,SOX012372,MAT_FG_1003,119,119,83895.0,SHP,20240427,0.0,0.0,WH_E_FG,N,20250101
SOLX0123731,SOX012373,MAT_FG_1002,118,118,74930.0,REL,20240428,0.0,0.0,WH_E_FG,N,20250101
SOLX0123732,SOX012373,MAT_FG_1003,119,119,79730.0,REL,20240428,0.0,0.0,WH_E_FG,N,20250101
SOLX0123741,SOX012374,MAT_FG_1003,119,119,75565.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123742,SOX012374,MAT_FG_1004,120,120,80400.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123743,SOX012374,MAT_FG_1005,121,121,85305.0,REL,20240429,0.0,0.0,WH_E_FG,N,20250101
SOLX0123751,SOX012375,MAT_FG_1004,120,120,76200.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123752,SOX012375,MAT_FG_1005,121,121,81070.0,SHP,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123761,SOX012376,MAT_FG_1005,121,121,76835.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123762,SOX012376,MAT_FG_1006,122,122,81740.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123763,SOX012376,MAT_FG_1001,123,123,86715.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123771,SOX012377,MAT_FG_1006,122,122,77470.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123772,SOX012377,MAT_FG_1001,123,123,82410.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123781,SOX012378,MAT_FG_1001,123,123,78105.0,CNL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123782,SOX012378,MAT_FG_1002,124,124,83080.0,CNL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123783,SOX012378,MAT_FG_1003,125,125,88125.0,CNL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123791,SOX012379,MAT_FG_1002,124,124,78740.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123792,SOX012379,MAT_FG_1003,125,125,83750.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123801,SOX012380,MAT_FG_1003,125,125,79375.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123802,SOX012380,MAT_FG_1004,126,126,84420.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123803,SOX012380,MAT_FG_1005,127,127,89535.0,REL,20240430,0.0,0.0,WH_E_FG,N,20250101
SOLX0123811,SOX012381,MAT_FG_1004,126,126,80010.0,SHP,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0123812,SOX012381,MAT_FG_1005,127,127,85090.0,SHP,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0123821,SOX012382,MAT_FG_1005,127,127,80645.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123822,SOX012382,MAT_FG_1006,128,128,85760.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123823,SOX012382,MAT_FG_1001,129,129,90945.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0123831,SOX012383,MAT_FG_1006,128,128,81280.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0123832,SOX012383,MAT_FG_1001,129,129,86430.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0123841,SOX012384,MAT_FG_1001,129,129,81915.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123842,SOX012384,MAT_FG_1002,130,130,87100.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123843,SOX012384,MAT_FG_1003,131,131,92355.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0123851,SOX012385,MAT_FG_1002,130,130,82550.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0123852,SOX012385,MAT_FG_1003,131,131,87770.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0123861,SOX012386,MAT_FG_1003,131,131,83185.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123862,SOX012386,MAT_FG_1004,132,132,88440.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123863,SOX012386,MAT_FG_1005,133,133,93765.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0123871,SOX012387,MAT_FG_1004,132,132,83820.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0123872,SOX012387,MAT_FG_1005,133,133,89110.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0123881,SOX012388,MAT_FG_1005,133,133,84455.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123882,SOX012388,MAT_FG_1006,134,134,89780.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123883,SOX012388,MAT_FG_1001,135,135,95175.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0123891,SOX012389,MAT_FG_1006,134,134,85090.0,REL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0123892,SOX012389,MAT_FG_1001,135,135,90450.0,REL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0123901,SOX012390,MAT_FG_1001,135,135,85725.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123902,SOX012390,MAT_FG_1002,66,66,44220.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123903,SOX012390,MAT_FG_1003,67,67,47235.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0123911,SOX012391,MAT_FG_1002,66,66,41910.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0123912,SOX012391,MAT_FG_1003,67,67,44890.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0123921,SOX012392,MAT_FG_1003,67,67,42545.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123922,SOX012392,MAT_FG_1004,68,68,45560.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123923,SOX012392,MAT_FG_1005,69,69,48645.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0123931,SOX012393,MAT_FG_1004,68,68,43180.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123932,SOX012393,MAT_FG_1005,69,69,46230.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0123941,SOX012394,MAT_FG_1005,69,69,43815.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123942,SOX012394,MAT_FG_1006,70,70,46900.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123943,SOX012394,MAT_FG_1001,71,71,50055.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0123951,SOX012395,MAT_FG_1006,70,70,44450.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123952,SOX012395,MAT_FG_1001,71,71,47570.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0123961,SOX012396,MAT_FG_1001,71,71,45085.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123962,SOX012396,MAT_FG_1002,72,72,48240.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123963,SOX012396,MAT_FG_1003,73,73,51465.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0123971,SOX012397,MAT_FG_1002,72,72,45720.0,CNL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123972,SOX012397,MAT_FG_1003,73,73,48910.0,CNL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0123981,SOX012398,MAT_FG_1003,73,73,46355.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123982,SOX012398,MAT_FG_1004,74,74,49580.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123983,SOX012398,MAT_FG_1005,75,75,52875.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0123991,SOX012399,MAT_FG_1004,74,74,46990.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0123992,SOX012399,MAT_FG_1005,75,75,50250.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0124001,SOX012400,MAT_FG_1005,75,75,47625.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0124002,SOX012400,MAT_FG_1006,76,76,50920.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0124003,SOX012400,MAT_FG_1001,77,77,54285.0,REL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0124011,SOX012401,MAT_FG_1005,67,67,42545.0,CNL,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0124012,SOX012401,MAT_FG_1006,68,68,45560.0,CNL,20240406,0.0,0.0,WH_E_FG,N,20250101
SOLX0124021,SOX012402,MAT_FG_1006,68,68,43180.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0124022,SOX012402,MAT_FG_1001,69,69,46230.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0124023,SOX012402,MAT_FG_1002,70,70,49350.0,REL,20240407,0.0,0.0,WH_E_FG,N,20250101
SOLX0124031,SOX012403,MAT_FG_1001,69,69,43815.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0124032,SOX012403,MAT_FG_1002,70,70,46900.0,REL,20240408,0.0,0.0,WH_E_FG,N,20250101
SOLX0124041,SOX012404,MAT_FG_1002,70,70,44450.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0124042,SOX012404,MAT_FG_1003,71,71,47570.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0124043,SOX012404,MAT_FG_1004,72,72,50760.0,SHP,20240409,0.0,0.0,WH_E_FG,N,20250101
SOLX0124051,SOX012405,MAT_FG_1003,71,71,45085.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0124052,SOX012405,MAT_FG_1004,72,72,48240.0,REL,20240410,0.0,0.0,WH_E_FG,N,20250101
SOLX0124061,SOX012406,MAT_FG_1004,72,72,45720.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0124062,SOX012406,MAT_FG_1005,73,73,48910.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0124063,SOX012406,MAT_FG_1006,74,74,52170.0,REL,20240411,0.0,0.0,WH_E_FG,N,20250101
SOLX0124071,SOX012407,MAT_FG_1005,73,73,46355.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0124072,SOX012407,MAT_FG_1006,74,74,49580.0,SHP,20240412,0.0,0.0,WH_E_FG,N,20250101
SOLX0124081,SOX012408,MAT_FG_1006,74,74,46990.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0124082,SOX012408,MAT_FG_1001,75,75,50250.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0124083,SOX012408,MAT_FG_1002,76,76,53580.0,REL,20240413,0.0,0.0,WH_E_FG,N,20250101
SOLX0124091,SOX012409,MAT_FG_1001,75,75,47625.0,REL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0124092,SOX012409,MAT_FG_1002,76,76,50920.0,REL,20240414,0.0,0.0,WH_E_FG,N,20250101
SOLX0124101,SOX012410,MAT_FG_1002,76,76,48260.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0124102,SOX012410,MAT_FG_1003,77,77,51590.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0124103,SOX012410,MAT_FG_1004,78,78,54990.0,SHP,20240415,0.0,0.0,WH_E_FG,N,20250101
SOLX0124111,SOX012411,MAT_FG_1003,77,77,48895.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0124112,SOX012411,MAT_FG_1004,78,78,52260.0,REL,20240416,0.0,0.0,WH_E_FG,N,20250101
SOLX0124121,SOX012412,MAT_FG_1004,78,78,49530.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0124122,SOX012412,MAT_FG_1005,79,79,52930.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0124123,SOX012412,MAT_FG_1006,80,80,56400.0,REL,20240417,0.0,0.0,WH_E_FG,N,20250101
SOLX0124131,SOX012413,MAT_FG_1005,79,79,50165.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0124132,SOX012413,MAT_FG_1006,80,80,53600.0,SHP,20240418,0.0,0.0,WH_E_FG,N,20250101
SOLX0124141,SOX012414,MAT_FG_1006,80,80,50800.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0124142,SOX012414,MAT_FG_1001,81,81,54270.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0124143,SOX012414,MAT_FG_1002,82,82,57810.0,REL,20240419,0.0,0.0,WH_E_FG,N,20250101
SOLX0124151,SOX012415,MAT_FG_1001,81,81,51435.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0124152,SOX012415,MAT_FG_1002,82,82,54940.0,REL,20240420,0.0,0.0,WH_E_FG,N,20250101
SOLX0124161,SOX012416,MAT_FG_1002,82,82,52070.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0124162,SOX012416,MAT_FG_1003,83,83,55610.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0124163,SOX012416,MAT_FG_1004,84,84,59220.0,SHP,20240421,0.0,0.0,WH_E_FG,N,20250101
SOLX0124171,SOX012417,MAT_FG_1003,83,83,52705.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0124172,SOX012417,MAT_FG_1004,84,84,56280.0,REL,20240422,0.0,0.0,WH_E_FG,N,20250101
SOLX0124181,SOX012418,MAT_FG_1004,84,84,53340.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0124182,SOX012418,MAT_FG_1005,85,85,56950.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0124183,SOX012418,MAT_FG_1006,86,86,60630.0,REL,20240423,0.0,0.0,WH_E_FG,N,20250101
SOLX0124191,SOX012419,MAT_FG_1005,85,85,53975.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0124192,SOX012419,MAT_FG_1006,86,86,57620.0,SHP,20240424,0.0,0.0,WH_E_FG,N,20250101
SOLX0124201,SOX012420,MAT_FG_1006,86,86,54610.0,CNL,20240425,0.0,0.0,WH_E_FG,N,20250101
SOLX0124202,SOX012420,MAT_FG_1001,87,87,58290.0,CNL,20240425,0.0,0.0,WH_E_FG,N,20250101
