qa_defect_id,inspection_id,defect_type_cd,defect_qty,defect_loc_cd,root_cause_cd,containment_fg
101708,INSPX090854,DF04,1,NA,TBD,0
101709,INSPX090855,DF04,1,NA,TBD,0
101710,INSPX090855,DF01,1,NA,TBD,0
101711,INSPX090856,DF02,6,NA,TBD,0
101712,INSPX090856,DF03,1,NA,TBD,0
101713,INSPX090857,DF03,1,NA,TBD,0
101714,INSPX090857,DF04,1,NA,TBD,0
101715,INSPX090858,DF04,2,NA,TBD,0
101716,INSPX090858,DF01,1,NA,TBD,0
101717,INSPX090859,DF02,1,NA,TBD,0
101718,INSPX090859,DF03,1,NA,TBD,0
101719,INSPX090860,DF03,2,NA,TBD,0
101720,INSPX090860,DF04,1,NA,TBD,0
101721,INSPX090861,DF04,3,NA,TBD,0
101722,INSPX090861,DF01,1,NA,TBD,0
101723,INSPX090862,DF02,2,NA,TBD,0
101724,INSPX090862,DF03,1,NA,TBD,0
101725,INSPX090863,DF03,3,NA,TBD,0
101726,INSPX090863,DF04,1,NA,TBD,0
101727,INSPX090864,DF04,4,NA,TBD,0
101728,INSPX090864,DF01,1,NA,TBD,0
101729,INSPX090865,DF02,3,NA,TBD,0
101730,INSPX090865,DF03,1,NA,TBD,0
101731,INSPX090866,DF03,4,NA,TBD,0
101732,INSPX090866,DF04,1,NA,TBD,0
101733,INSPX090867,DF04,5,NA,TBD,0
101734,INSPX090867,DF01,1,NA,TBD,0
101735,INSPX090868,DF02,4,NA,TBD,0
101736,INSPX090868,DF03,1,NA,TBD,0
101737,INSPX090869,DF03,5,NA,TBD,0
101738,INSPX090869,DF04,1,NA,TBD,0
101739,INSPX090870,DF04,6,NA,TBD,0
101740,INSPX090870,DF01,1,NA,TBD,0
101741,INSPX090871,DF02,5,NA,TBD,0
101742,INSPX090871,DF03,1,NA,TBD,0
101743,INSPX090872,DF03,6,NA,TBD,0
101744,INSPX090872,DF04,1,NA,TBD,0
101745,INSPX090873,DF04,1,NA,TBD,0
101746,INSPX090873,DF01,1,NA,TBD,0
101747,INSPX090874,DF02,6,NA,TBD,0
101748,INSPX090874,DF03,1,NA,TBD,0
101749,INSPX090875,DF03,1,NA,TBD,0
101750,INSPX090875,DF04,1,NA,TBD,0
101751,INSPX090876,DF04,2,NA,TBD,0
101752,INSPX090876,DF01,1,NA,TBD,0
101753,INSPX090877,DF02,1,NA,TBD,0
101754,INSPX090877,DF03,1,NA,TBD,0
101755,INSPX090878,DF03,2,NA,TBD,0
101756,INSPX090878,DF04,1,NA,TBD,0
101757,INSPX090879,DF04,3,NA,TBD,0
101758,INSPX090879,DF01,1,NA,TBD,0
101759,INSPX090880,DF02,2,NA,TBD,0
101760,INSPX090880,DF03,1,NA,TBD,0
101761,INSPX090881,DF03,3,NA,TBD,0
101762,INSPX090881,DF04,1,NA,TBD,0
101763,INSPX090882,DF04,4,NA,TBD,0
101764,INSPX090882,DF01,1,NA,TBD,0
101765,INSPX090883,DF02,3,NA,TBD,0
101766,INSPX090883,DF03,1,NA,TBD,0
101767,INSPX090884,DF03,4,NA,TBD,0
101768,INSPX090884,DF04,1,NA,TBD,0
101769,INSPX090885,DF04,5,NA,TBD,0
101770,INSPX090885,DF01,1,NA,TBD,0
101771,INSPX090886,DF02,4,NA,TBD,0
101772,INSPX090886,DF03,1,NA,TBD,0
101773,INSPX090887,DF03,5,NA,TBD,0
101774,INSPX090887,DF04,1,NA,TBD,0
101775,INSPX090888,DF04,6,NA,TBD,0
101776,INSPX090888,DF01,1,NA,TBD,0
101777,INSPX090889,DF02,5,NA,TBD,0
101778,INSPX090889,DF03,1,NA,TBD,0
101779,INSPX090890,DF03,6,NA,TBD,0
101780,INSPX090890,DF04,1,NA,TBD,0
101781,INSPX090891,DF04,1,NA,TBD,0
101782,INSPX090891,DF01,1,NA,TBD,0
101783,INSPX090892,DF02,6,NA,TBD,0
101784,INSPX090892,DF03,1,NA,TBD,0
101785,INSPX090893,DF03,1,NA,TBD,0
101786,INSPX090893,DF04,1,NA,TBD,0
101787,INSPX090894,DF04,2,NA,TBD,0
101788,INSPX090894,DF01,1,NA,TBD,0
101789,INSPX090895,DF02,1,NA,TBD,0
101790,INSPX090895,DF03,1,NA,TBD,0
101791,INSPX090896,DF03,2,NA,TBD,0
101792,INSPX090896,DF04,1,NA,TBD,0
101793,INSPX090897,DF04,3,NA,TBD,0
101794,INSPX090897,DF01,1,NA,TBD,0
101795,INSPX090898,DF02,2,NA,TBD,0
101796,INSPX090898,DF03,1,NA,TBD,0
101797,INSPX090899,DF03,3,NA,TBD,0
101798,INSPX090899,DF04,1,NA,TBD,0
101799,INSPX090900,DF04,4,NA,TBD,0
101800,INSPX090900,DF01,1,NA,TBD,0
101801,INSPX090901,DF02,3,NA,TBD,0
101802,INSPX090901,DF03,1,NA,TBD,0
101803,INSPX090902,DF03,4,NA,TBD,0
101804,INSPX090902,DF04,1,NA,TBD,0
101805,INSPX090903,DF04,5,NA,TBD,0
101806,INSPX090903,DF01,1,NA,TBD,0
101807,INSPX090904,DF02,4,NA,TBD,0
101808,INSPX090904,DF03,1,NA,TBD,0
101809,INSPX090905,DF03,5,NA,TBD,0
101810,INSPX090905,DF04,1,NA,TBD,0
101811,INSPX090906,DF04,6,NA,TBD,0
101812,INSPX090906,DF01,1,NA,TBD,0
101813,INSPX090907,DF02,5,NA,TBD,0
101814,INSPX090907,DF03,1,NA,TBD,0
101815,INSPX090908,DF03,6,NA,TBD,0
101816,INSPX090908,DF04,1,NA,TBD,0
101817,INSPX090909,DF04,1,NA,TBD,0
101818,INSPX090909,DF01,1,NA,TBD,0
101819,INSPX090910,DF02,6,NA,TBD,0
101820,INSPX090910,DF03,1,NA,TBD,0
101821,INSPX090911,DF03,1,NA,TBD,0
101822,INSPX090911,DF04,1,NA,TBD,0
101823,INSPX090912,DF04,2,NA,TBD,0
101824,INSPX090912,DF01,1,NA,TBD,0
101825,INSPX090913,DF03,4,NA,TBD,0
101826,INSPX090913,DF04,1,NA,TBD,0
101827,INSPX090914,DF04,5,NA,TBD,0
101828,INSPX090914,DF01,1,NA,TBD,0
101829,INSPX090915,DF01,6,NA,TBD,0
101830,INSPX090915,DF02,1,NA,TBD,0
101831,INSPX090916,DF03,5,NA,TBD,0
101832,INSPX090916,DF04,1,NA,TBD,0
101833,INSPX090917,DF04,6,NA,TBD,0
101834,INSPX090917,DF01,1,NA,TBD,0
101835,INSPX090918,DF01,1,NA,TBD,0
101836,INSPX090918,DF02,1,NA,TBD,0
101837,INSPX090919,DF03,6,NA,TBD,0
101838,INSPX090919,DF04,1,NA,TBD,0
101839,INSPX090920,DF04,1,NA,TBD,0
101840,INSPX090920,DF01,1,NA,TBD,0
101841,INSPX090921,DF01,2,NA,TBD,0
101842,INSPX090921,DF02,1,NA,TBD,0
101843,INSPX090922,DF03,1,NA,TBD,0
101844,INSPX090922,DF04,1,NA,TBD,0
101845,INSPX090923,DF04,2,NA,TBD,0
101846,INSPX090923,DF01,1,NA,TBD,0
101847,INSPX090924,DF01,3,NA,TBD,0
101848,INSPX090924,DF02,1,NA,TBD,0
101849,INSPX090925,DF03,2,NA,TBD,0
101850,INSPX090925,DF04,1,NA,TBD,0
101851,INSPX090926,DF04,3,NA,TBD,0
101852,INSPX090926,DF01,1,NA,TBD,0
101853,INSPX090927,DF01,4,NA,TBD,0
101854,INSPX090927,DF02,1,NA,TBD,0
101855,INSPX090928,DF03,3,NA,TBD,0
101856,INSPX090928,DF04,1,NA,TBD,0
101857,INSPX090929,DF04,4,NA,TBD,0
101858,INSPX090929,DF01,1,NA,TBD,0
101859,INSPX090930,DF01,5,NA,TBD,0
101860,INSPX090930,DF02,1,NA,TBD,0
101861,INSPX090931,DF03,4,NA,TBD,0
101862,INSPX090931,DF04,1,NA,TBD,0
101863,INSPX090932,DF04,5,NA,TBD,0
101864,INSPX090932,DF01,1,NA,TBD,0
101865,INSPX090933,DF01,6,NA,TBD,0
101866,INSPX090933,DF02,1,NA,TBD,0
101867,INSPX090934,DF03,5,NA,TBD,0
101868,INSPX090934,DF04,1,NA,TBD,0
101869,INSPX090935,DF04,6,NA,TBD,0
101870,INSPX090935,DF01,1,NA,TBD,0
101871,INSPX090936,DF01,1,NA,TBD,0
101872,INSPX090936,DF02,1,NA,TBD,0
101873,INSPX090937,DF03,6,NA,TBD,0
101874,INSPX090937,DF04,1,NA,TBD,0
101875,INSPX090938,DF04,1,NA,TBD,0
101876,INSPX090938,DF01,1,NA,TBD,0
101877,INSPX090939,DF01,2,NA,TBD,0
101878,INSPX090939,DF02,1,NA,TBD,0
101879,INSPX090940,DF03,1,NA,TBD,0
101880,INSPX090940,DF04,1,NA,TBD,0
101881,INSPX090941,DF04,2,NA,TBD,0
101882,INSPX090941,DF01,1,NA,TBD,0
101883,INSPX090942,DF01,3,NA,TBD,0
101884,INSPX090942,DF02,1,NA,TBD,0
101885,INSPX090943,DF03,2,NA,TBD,0
101886,INSPX090943,DF04,1,NA,TBD,0
101887,INSPX090944,DF04,3,NA,TBD,0
101888,INSPX090944,DF01,1,NA,TBD,0
101889,INSPX090945,DF01,4,NA,TBD,0
101890,INSPX090945,DF02,1,NA,TBD,0
101891,INSPX090946,DF03,3,NA,TBD,0
101892,INSPX090946,DF04,1,NA,TBD,0
101893,INSPX090947,DF04,4,NA,TBD,0
101894,INSPX090947,DF01,1,NA,TBD,0
101895,INSPX090948,DF01,5,NA,TBD,0
101896,INSPX090948,DF02,1,NA,TBD,0
101897,INSPX090949,DF03,4,NA,TBD,0
101898,INSPX090949,DF04,1,NA,TBD,0
101899,INSPX090950,DF04,5,NA,TBD,0
101900,INSPX090950,DF01,1,NA,TBD,0
101901,INSPX090951,DF01,6,NA,TBD,0
101902,INSPX090951,DF02,1,NA,TBD,0
101903,INSPX090952,DF03,5,NA,TBD,0
101904,INSPX090952,DF04,1,NA,TBD,0
101905,INSPX090953,DF04,6,NA,TBD,0
101906,INSPX090953,DF01,1,NA,TBD,0
101907,INSPX090954,DF01,1,NA,TBD,0
101908,INSPX090954,DF02,1,NA,TBD,0
101909,INSPX090955,DF03,6,NA,TBD,0
101910,INSPX090955,DF04,1,NA,TBD,0
101911,INSPX090956,DF04,1,NA,TBD,0
101912,INSPX090956,DF01,1,NA,TBD,0
101913,INSPX090957,DF01,2,NA,TBD,0
101914,INSPX090957,DF02,1,NA,TBD,0
101915,INSPX090958,DF03,1,NA,TBD,0
101916,INSPX090958,DF04,1,NA,TBD,0
101917,INSPX090959,DF04,2,NA,TBD,0
101918,INSPX090959,DF01,1,NA,TBD,0
101919,INSPX090960,DF01,3,NA,TBD,0
101920,INSPX090960,DF02,1,NA,TBD,0
101921,INSPX090961,DF03,2,NA,TBD,0
101922,INSPX090961,DF04,1,NA,TBD,0
101923,INSPX090962,DF04,3,NA,TBD,0
101924,INSPX090962,DF01,1,NA,TBD,0
101925,INSPX090963,DF01,4,NA,TBD,0
101926,INSPX090963,DF02,1,NA,TBD,0
101927,INSPX090964,DF03,3,NA,TBD,0
101928,INSPX090964,DF04,1,NA,TBD,0
101929,INSPX090965,DF04,4,NA,TBD,0
101930,INSPX090965,DF01,1,NA,TBD,0
101931,INSPX090966,DF01,5,NA,TBD,0
101932,INSPX090966,DF02,1,NA,TBD,0
101933,INSPX090967,DF03,4,NA,TBD,0
101934,INSPX090967,DF04,1,NA,TBD,0
101935,INSPX090968,DF04,5,NA,TBD,0
101936,INSPX090968,DF01,1,NA,TBD,0
101937,INSPX090969,DF01,6,NA,TBD,0
101938,INSPX090969,DF02,1,NA,TBD,0
101939,INSPX090970,DF03,5,NA,TBD,0
101940,INSPX090970,DF04,1,NA,TBD,0
101941,INSPX090971,DF04,6,NA,TBD,0
101942,INSPX090971,DF01,1,NA,TBD,0
101943,INSPX090972,DF01,1,NA,TBD,0
101944,INSPX090972,DF02,1,NA,TBD,0
101945,INSPX090973,DF03,6,NA,TBD,0
101946,INSPX090973,DF04,1,NA,TBD,0
101947,INSPX090974,DF04,1,NA,TBD,0
101948,INSPX090974,DF01,1,NA,TBD,0
101949,INSPX090975,DF01,2,NA,TBD,0
101950,INSPX090975,DF02,1,NA,TBD,0
101951,INSPX090976,DF03,1,NA,TBD,0
101952,INSPX090976,DF04,1,NA,TBD,0
101953,INSPX090977,DF04,2,NA,TBD,0
101954,INSPX090977,DF01,1,NA,TBD,0
101955,INSPX090978,DF01,3,NA,TBD,0
101956,INSPX090978,DF02,1,NA,TBD,0
101957,INSPX090979,DF03,2,NA,TBD,0
101958,INSPX090979,DF04,1,NA,TBD,0
101959,INSPX090980,DF04,3,NA,TBD,0
101960,INSPX090980,DF01,1,NA,TBD,0
101961,INSPX090981,DF01,4,NA,TBD,0
101962,INSPX090981,DF02,1,NA,TBD,0
101963,INSPX090982,DF03,3,NA,TBD,0
101964,INSPX090982,DF04,1,NA,TBD,0
101965,INSPX090983,DF04,4,NA,TBD,0
101966,INSPX090983,DF01,1,NA,TBD,0
101967,INSPX090984,DF01,5,NA,TBD,0
101968,INSPX090984,DF02,1,NA,TBD,0
101969,INSPX090985,DF03,4,NA,TBD,0
101970,INSPX090985,DF04,1,NA,TBD,0
101971,INSPX090986,DF04,5,NA,TBD,0
101972,INSPX090986,DF01,1,NA,TBD,0
101973,INSPX090987,DF01,6,NA,TBD,0
101974,INSPX090987,DF02,1,NA,TBD,0
101975,INSPX090988,DF03,5,NA,TBD,0
101976,INSPX090988,DF04,1,NA,TBD,0
101977,INSPX090989,DF04,6,NA,TBD,0
101978,INSPX090989,DF01,1,NA,TBD,0
101979,INSPX090990,DF01,1,NA,TBD,0
101980,INSPX090990,DF02,1,NA,TBD,0
101981,INSPX090991,DF03,6,NA,TBD,0
101982,INSPX090991,DF04,1,NA,TBD,0
101983,INSPX090992,DF04,1,NA,TBD,0
101984,INSPX090992,DF01,1,NA,TBD,0
101985,INSPX090993,DF01,2,NA,TBD,0
101986,INSPX090993,DF02,1,NA,TBD,0
101987,INSPX090994,DF03,1,NA,TBD,0
101988,INSPX090994,DF04,1,NA,TBD,0
101989,INSPX090995,DF04,2,NA,TBD,0
101990,INSPX090995,DF01,1,NA,TBD,0
101991,INSPX090996,DF01,3,NA,TBD,0
101992,INSPX090996,DF02,1,NA,TBD,0
101993,INSPX090997,DF04,5,NA,TBD,0
101994,INSPX090997,DF01,1,NA,TBD,0
101995,INSPX090998,DF01,6,NA,TBD,0
101996,INSPX090998,DF02,1,NA,TBD,0
101997,INSPX090999,DF02,1,NA,TBD,0
101998,INSPX090999,DF03,1,NA,TBD,0
101999,INSPX091000,DF04,6,NA,TBD,0
102000,INSPX091000,DF01,1,NA,TBD,0
102001,INSPX091001,DF01,1,NA,TBD,0
102002,INSPX091001,DF02,1,NA,TBD,0
102003,INSPX091002,DF02,2,NA,TBD,0
102004,INSPX091002,DF03,1,NA,TBD,0
102005,INSPX091003,DF04,1,NA,TBD,0
102006,INSPX091003,DF01,1,NA,TBD,0
102007,INSPX091004,DF01,2,NA,TBD,0
102008,INSPX091004,DF02,1,NA,TBD,0
102009,INSPX091005,DF02,3,NA,TBD,0
102010,INSPX091005,DF03,1,NA,TBD,0
102011,INSPX091006,DF04,2,NA,TBD,0
102012,INSPX091006,DF01,1,NA,TBD,0
102013,INSPX091007,DF01,3,NA,TBD,0
102014,INSPX091007,DF02,1,NA,TBD,0
102015,INSPX091008,DF02,4,NA,TBD,0
102016,INSPX091008,DF03,1,NA,TBD,0
102017,INSPX091009,DF04,3,NA,TBD,0
102018,INSPX091009,DF01,1,NA,TBD,0
102019,INSPX091010,DF01,4,NA,TBD,0
102020,INSPX091010,DF02,1,NA,TBD,0
102021,INSPX091011,DF02,5,NA,TBD,0
102022,INSPX091011,DF03,1,NA,TBD,0
102023,INSPX091012,DF04,4,NA,TBD,0
102024,INSPX091012,DF01,1,NA,TBD,0
102025,INSPX091013,DF01,5,NA,TBD,0
102026,INSPX091013,DF02,1,NA,TBD,0
102027,INSPX091014,DF02,6,NA,TBD,0
102028,INSPX091014,DF03,1,NA,TBD,0
102029,INSPX091015,DF04,5,NA,TBD,0
102030,INSPX091015,DF01,1,NA,TBD,0
102031,INSPX091016,DF01,6,NA,TBD,0
102032,INSPX091016,DF02,1,NA,TBD,0
102033,INSPX091017,DF02,1,NA,TBD,0
102034,INSPX091017,DF03,1,NA,TBD,0
102035,INSPX091018,DF04,6,NA,TBD,0
102036,INSPX091018,DF01,1,NA,TBD,0
102037,INSPX091019,DF01,1,NA,TBD,0
102038,INSPX091019,DF02,1,NA,TBD,0
102039,INSPX091020,DF02,2,NA,TBD,0
102040,INSPX091020,DF03,1,NA,TBD,0
102041,INSPX091021,DF04,1,NA,TBD,0
102042,INSPX091021,DF01,1,NA,TBD,0
102043,INSPX091022,DF01,2,NA,TBD,0
102044,INSPX091022,DF02,1,NA,TBD,0
102045,INSPX091023,DF02,3,NA,TBD,0
102046,INSPX091023,DF03,1,NA,TBD,0
102047,INSPX091024,DF04,2,NA,TBD,0
102048,INSPX091024,DF01,1,NA,TBD,0
102049,INSPX091025,DF01,3,NA,TBD,0
102050,INSPX091025,DF02,1,NA,TBD,0
102051,INSPX091026,DF02,4,NA,TBD,0
102052,INSPX091026,DF03,1,NA,TBD,0
102053,INSPX091027,DF04,3,NA,TBD,0
102054,INSPX091027,DF01,1,NA,TBD,0
102055,INSPX091028,DF01,4,NA,TBD,0
102056,INSPX091028,DF02,1,NA,TBD,0
102057,INSPX091029,DF02,5,NA,TBD,0
102058,INSPX091029,DF03,1,NA,TBD,0
102059,INSPX091030,DF04,4,NA,TBD,0
102060,INSPX091030,DF01,1,NA,TBD,0
102061,INSPX091031,DF01,5,NA,TBD,0
102062,INSPX091031,DF02,1,NA,TBD,0
102063,INSPX091032,DF02,6,NA,TBD,0
102064,INSPX091032,DF03,1,NA,TBD,0
102065,INSPX091033,DF04,5,NA,TBD,0
102066,INSPX091033,DF01,1,NA,TBD,0
102067,INSPX091034,DF01,6,NA,TBD,0
102068,INSPX091034,DF02,1,NA,TBD,0
102069,INSPX091035,DF02,1,NA,TBD,0
102070,INSPX091035,DF03,1,NA,TBD,0
102071,INSPX091036,DF04,6,NA,TBD,0
102072,INSPX091036,DF01,1,NA,TBD,0
102073,INSPX091037,DF01,1,NA,TBD,0
102074,INSPX091037,DF02,1,NA,TBD,0
102075,INSPX091038,DF02,2,NA,TBD,0
102076,INSPX091038,DF03,1,NA,TBD,0
102077,INSPX091039,DF04,1,NA,TBD,0
102078,INSPX091039,DF01,1,NA,TBD,0
102079,INSPX091040,DF01,2,NA,TBD,0
102080,INSPX091040,DF02,1,NA,TBD,0
102081,INSPX091041,DF02,3,NA,TBD,0
102082,INSPX091041,DF03,1,NA,TBD,0
102083,INSPX091042,DF04,2,NA,TBD,0
102084,INSPX091042,DF01,1,NA,TBD,0
102085,INSPX091043,DF01,3,NA,TBD,0
102086,INSPX091043,DF02,1,NA,TBD,0
102087,INSPX091044,DF02,4,NA,TBD,0
102088,INSPX091044,DF03,1,NA,TBD,0
102089,INSPX091045,DF04,3,NA,TBD,0
102090,INSPX091045,DF01,1,NA,TBD,0
102091,INSPX091046,DF01,4,NA,TBD,0
102092,INSPX091046,DF02,1,NA,TBD,0
102093,INSPX091047,DF02,5,NA,TBD,0
102094,INSPX091047,DF03,1,NA,TBD,0
102095,INSPX091048,DF04,4,NA,TBD,0
102096,INSPX091048,DF01,1,NA,TBD,0
102097,INSPX091049,DF01,5,NA,TBD,0
102098,INSPX091049,DF02,1,NA,TBD,0
102099,INSPX091050,DF02,6,NA,TBD,0
102100,INSPX091050,DF03,1,NA,TBD,0
102101,INSPX091051,DF04,5,NA,TBD,0
102102,INSPX091051,DF01,1,NA,TBD,0
102103,INSPX091052,DF01,6,NA,TBD,0
102104,INSPX091052,DF02,1,NA,TBD,0
102105,INSPX091053,DF02,1,NA,TBD,0
102106,INSPX091053,DF03,1,NA,TBD,0
102107,INSPX091054,DF04,6,NA,TBD,0
102108,INSPX091054,DF01,1,NA,TBD,0
102109,INSPX091055,DF01,1,NA,TBD,0
102110,INSPX091055,DF02,1,NA,TBD,0
102111,INSPX091056,DF02,2,NA,TBD,0
102112,INSPX091056,DF03,1,NA,TBD,0
102113,INSPX091057,DF04,1,NA,TBD,0
102114,INSPX091057,DF01,1,NA,TBD,0
102115,INSPX091058,DF01,2,NA,TBD,0
102116,INSPX091058,DF02,1,NA,TBD,0
102117,INSPX091059,DF02,3,NA,TBD,0
102118,INSPX091059,DF03,1,NA,TBD,0
102119,INSPX091060,DF04,2,NA,TBD,0
102120,INSPX091060,DF01,1,NA,TBD,0
102121,INSPX091061,DF01,3,NA,TBD,0
102122,INSPX091061,DF02,1,NA,TBD,0
102123,INSPX091062,DF02,4,NA,TBD,0
102124,INSPX091062,DF03,1,NA,TBD,0
102125,INSPX091063,DF04,3,NA,TBD,0
102126,INSPX091063,DF01,1,NA,TBD,0
102127,INSPX091064,DF01,4,NA,TBD,0
102128,INSPX091064,DF02,1,NA,TBD,0
102129,INSPX091065,DF02,5,NA,TBD,0
102130,INSPX091065,DF03,1,NA,TBD,0
102131,INSPX091066,DF04,4,NA,TBD,0
102132,INSPX091066,DF01,1,NA,TBD,0
102133,INSPX091067,DF01,5,NA,TBD,0
102134,INSPX091067,DF02,1,NA,TBD,0
102135,INSPX091068,DF02,6,NA,TBD,0
102136,INSPX091068,DF03,1,NA,TBD,0
102137,INSPX091069,DF04,5,NA,TBD,0
102138,INSPX091069,DF01,1,NA,TBD,0
102139,INSPX091070,DF01,6,NA,TBD,0
102140,INSPX091070,DF02,1,NA,TBD,0
102141,INSPX091071,DF02,1,NA,TBD,0
102142,INSPX091071,DF03,1,NA,TBD,0
102143,INSPX091072,DF04,6,NA,TBD,0
102144,INSPX091072,DF01,1,NA,TBD,0
102145,INSPX091073,DF01,1,NA,TBD,0
102146,INSPX091073,DF02,1,NA,TBD,0
102147,INSPX091074,DF02,2,NA,TBD,0
102148,INSPX091074,DF03,1,NA,TBD,0
102149,INSPX091075,DF04,1,NA,TBD,0
102150,INSPX091075,DF01,1,NA,TBD,0
102151,INSPX091076,DF01,2,NA,TBD,0
102152,INSPX091076,DF02,1,NA,TBD,0
102153,INSPX091077,DF02,3,NA,TBD,0
102154,INSPX091077,DF03,1,NA,TBD,0
102155,INSPX091078,DF04,2,NA,TBD,0
102156,INSPX091078,DF01,1,NA,TBD,0
102157,INSPX091079,DF01,3,NA,TBD,0
102158,INSPX091079,DF02,1,NA,TBD,0
102159,INSPX091080,DF02,4,NA,TBD,0
102160,INSPX091080,DF03,1,NA,TBD,0
102161,INSPX091081,DF01,6,NA,TBD,0
102162,INSPX091081,DF02,1,NA,TBD,0
102163,INSPX091082,DF02,1,NA,TBD,0
102164,INSPX091082,DF03,1,NA,TBD,0
102165,INSPX091083,DF03,2,NA,TBD,0
102166,INSPX091083,DF04,1,NA,TBD,0
102167,INSPX091084,DF01,1,NA,TBD,0
102168,INSPX091084,DF02,1,NA,TBD,0
102169,INSPX091085,DF02,2,NA,TBD,0
102170,INSPX091085,DF03,1,NA,TBD,0
102171,INSPX091086,DF03,3,NA,TBD,0
102172,INSPX091086,DF04,1,NA,TBD,0
102173,INSPX091087,DF01,2,NA,TBD,0
102174,INSPX091087,DF02,1,NA,TBD,0
102175,INSPX091088,DF02,3,NA,TBD,0
102176,INSPX091088,DF03,1,NA,TBD,0
102177,INSPX091089,DF03,4,NA,TBD,0
102178,INSPX091089,DF04,1,NA,TBD,0
102179,INSPX091090,DF01,3,NA,TBD,0
102180,INSPX091090,DF02,1,NA,TBD,0
102181,INSPX091091,DF02,4,NA,TBD,0
102182,INSPX091091,DF03,1,NA,TBD,0
102183,INSPX091092,DF03,5,NA,TBD,0
102184,INSPX091092,DF04,1,NA,TBD,0
102185,INSPX091093,DF01,4,NA,TBD,0
102186,INSPX091093,DF02,1,NA,TBD,0
102187,INSPX091094,DF02,5,NA,TBD,0
102188,INSPX091094,DF03,1,NA,TBD,0
102189,INSPX091095,DF03,6,NA,TBD,0
102190,INSPX091095,DF04,1,NA,TBD,0
102191,INSPX091096,DF01,5,NA,TBD,0
102192,INSPX091096,DF02,1,NA,TBD,0
102193,INSPX091097,DF02,6,NA,TBD,0
102194,INSPX091097,DF03,1,NA,TBD,0
102195,INSPX091098,DF03,1,NA,TBD,0
102196,INSPX091098,DF04,1,NA,TBD,0
102197,INSPX091099,DF01,6,NA,TBD,0
102198,INSPX091099,DF02,1,NA,TBD,0
102199,INSPX091100,DF02,1,NA,TBD,0
102200,INSPX091100,DF03,1,NA,TBD,0
102201,INSPX091101,DF03,2,NA,TBD,0
102202,INSPX091101,DF04,1,NA,TBD,0
102203,INSPX091102,DF01,1,NA,TBD,0
102204,INSPX091102,DF02,1,NA,TBD,0
102205,INSPX091103,DF02,2,NA,TBD,0
102206,INSPX091103,DF03,1,NA,TBD,0
102207,INSPX091104,DF03,3,NA,TBD,0
102208,INSPX091104,DF04,1,NA,TBD,0
102209,INSPX091105,DF01,2,NA,TBD,0
102210,INSPX091105,DF02,1,NA,TBD,0
102211,INSPX091106,DF02,3,NA,TBD,0
102212,INSPX091106,DF03,1,NA,TBD,0
102213,INSPX091107,DF03,4,NA,TBD,0
102214,INSPX091107,DF04,1,NA,TBD,0
102215,INSPX091108,DF01,3,NA,TBD,0
102216,INSPX091108,DF02,1,NA,TBD,0
102217,INSPX091109,DF02,4,NA,TBD,0
102218,INSPX091109,DF03,1,NA,TBD,0
102219,INSPX091110,DF03,5,NA,TBD,0
102220,INSPX091110,DF04,1,NA,TBD,0
102221,INSPX091111,DF01,4,NA,TBD,0
102222,INSPX091111,DF02,1,NA,TBD,0
102223,INSPX091112,DF02,5,NA,TBD,0
102224,INSPX091112,DF03,1,NA,TBD,0
102225,INSPX091113,DF03,6,NA,TBD,0
102226,INSPX091113,DF04,1,NA,TBD,0
102227,INSPX091114,DF01,5,NA,TBD,0
102228,INSPX091114,DF02,1,NA,TBD,0
102229,INSPX091115,DF02,6,NA,TBD,0
102230,INSPX091115,DF03,1,NA,TBD,0
102231,INSPX091116,DF03,1,NA,TBD,0
102232,INSPX091116,DF04,1,NA,TBD,0
102233,INSPX091117,DF01,6,NA,TBD,0
102234,INSPX091117,DF02,1,NA,TBD,0
102235,INSPX091118,DF02,1,NA,TBD,0
102236,INSPX091118,DF03,1,NA,TBD,0
102237,INSPX091119,DF03,2,NA,TBD,0
102238,INSPX091119,DF04,1,NA,TBD,0
102239,INSPX091120,DF01,1,NA,TBD,0
102240,INSPX091120,DF02,1,NA,TBD,0
102241,INSPX091121,DF02,2,NA,TBD,0
102242,INSPX091121,DF03,1,NA,TBD,0
102243,INSPX091122,DF03,3,NA,TBD,0
102244,INSPX091122,DF04,1,NA,TBD,0
102245,INSPX091123,DF01,2,NA,TBD,0
102246,INSPX091123,DF02,1,NA,TBD,0
102247,INSPX091124,DF02,3,NA,TBD,0
102248,INSPX091124,DF03,1,NA,TBD,0
102249,INSPX091125,DF03,4,NA,TBD,0
102250,INSPX091125,DF04,1,NA,TBD,0
102251,INSPX091126,DF01,3,NA,TBD,0
102252,INSPX091126,DF02,1,NA,TBD,0
102253,INSPX091127,DF02,4,NA,TBD,0
102254,INSPX091127,DF03,1,NA,TBD,0
102255,INSPX091128,DF03,5,NA,TBD,0
102256,INSPX091128,DF04,1,NA,TBD,0
102257,INSPX091129,DF01,4,NA,TBD,0
102258,INSPX091129,DF02,1,NA,TBD,0
102259,INSPX091130,DF02,5,NA,TBD,0
102260,INSPX091130,DF03,1,NA,TBD,0
102261,INSPX091131,DF03,6,NA,TBD,0
102262,INSPX091131,DF04,1,NA,TBD,0
102263,INSPX091132,DF01,5,NA,TBD,0
102264,INSPX091132,DF02,1,NA,TBD,0
