work_order_id,material_id,prod_line_id,work_order_status_cd,plan_start_dt_key,actual_end_dt_key,planned_qty,completed_qty,source_sales_order_id,work_center_cd,release_dt_key,close_dt_key,yield_loss_qty,priority_cd
WOX011844,MAT_FG_1005,LINE_E,CMP,20240319,20240319,47,43,SOX021849,ASM,20250101,,0,N
WOX011845,MAT_FG_1005,LINE_E,CMP,20240319,20240319,51,44,SOX021850,ASM,20250101,,0,N
WOX011846,MAT_FG_1005,LINE_E,CMP,20240320,20240320,50,43,SOX021851,ASM,20250101,,0,N
WOX011847,MAT_FG_1005,LINE_E,CMP,20240320,20240320,47,44,SOX021852,ASM,20250101,,0,N
WOX011848,MAT_FG_1005,LINE_E,CMP,20240320,20240320,52,45,SOX021853,ASM,20250101,,0,N
WOX011849,MAT_FG_1005,LINE_E,CMP,20240321,20240321,40,37,SOX021854,ASM,20250101,,0,N
WOX011850,MAT_FG_1005,LINE_E,CMP,20240321,20240321,41,38,SOX021855,ASM,20250101,,0,N
WOX011851,MAT_FG_1005,LINE_E,CMP,20240321,20240321,46,39,SOX021856,ASM,20250101,,0,N
WOX011852,MAT_FG_1005,LINE_E,CMP,20240322,20240322,45,38,SOX021857,ASM,20250101,,0,N
WOX011853,MAT_FG_1005,LINE_E,CMP,20240322,20240322,46,39,SOX021858,ASM,20250101,,0,N
WOX011854,MAT_FG_1005,LINE_E,CMP,20240322,20240322,47,40,SOX021859,ASM,20250101,,0,N
WOX011855,MAT_FG_1005,LINE_E,CMP,20240323,20240323,47,39,SOX021860,ASM,20250101,,0,N
WOX011856,MAT_FG_1005,LINE_E,CMP,20240323,20240323,42,40,SOX021861,ASM,20250101,,0,N
WOX011857,MAT_FG_1005,LINE_E,CMP,20240323,20240323,44,41,SOX021862,ASM,20250101,,0,N
WOX011858,MAT_FG_1005,LINE_E,CMP,20240324,20240324,46,40,SOX021863,ASM,20250101,,0,N
WOX011859,MAT_FG_1005,LINE_E,CMP,20240324,20240324,49,41,SOX021864,ASM,20250101,,0,N
WOX011860,MAT_FG_1005,LINE_E,CMP,20240324,20240324,46,42,SOX021865,ASM,20250101,,0,N
WOX011861,MAT_FG_1005,LINE_E,CMP,20240325,20240325,45,41,SOX021866,ASM,20250101,,0,N
WOX011862,MAT_FG_1005,LINE_E,CMP,20240325,20240325,46,42,SOX021867,ASM,20250101,,0,N
WOX011863,MAT_FG_1005,LINE_E,CMP,20240325,20240325,46,43,SOX021868,ASM,20250101,,0,N
WOX011864,MAT_FG_1005,LINE_E,CMP,20240326,20240326,47,42,SOX021869,ASM,20250101,,0,N
WOX011865,MAT_FG_1005,LINE_E,CMP,20240326,20240326,46,43,SOX021870,ASM,20250101,,0,N
WOX011866,MAT_FG_1005,LINE_E,CMP,20240326,20240326,47,44,SOX021871,ASM,20250101,,0,N
WOX011867,MAT_FG_1005,LINE_E,CMP,20240327,20240327,51,43,SOX021872,ASM,20250101,,0,N
WOX011868,MAT_FG_1005,LINE_E,CMP,20240327,20240327,48,44,SOX021873,ASM,20250101,,0,N
WOX011869,MAT_FG_1005,LINE_E,CMP,20240327,20240327,48,45,SOX021874,ASM,20250101,,0,N
WOX011870,MAT_FG_1005,LINE_E,CMP,20240328,20240328,42,37,SOX021875,ASM,20250101,,0,N
WOX011871,MAT_FG_1005,LINE_E,CMP,20240328,20240328,44,38,SOX021876,ASM,20250101,,0,N
WOX011872,MAT_FG_1005,LINE_E,CMP,20240328,20240328,45,39,SOX021877,ASM,20250101,,0,N
WOX011873,MAT_FG_1005,LINE_E,CMP,20240329,20240329,42,38,SOX021878,ASM,20250101,,0,N
WOX011874,MAT_FG_1005,LINE_E,CMP,20240329,20240329,47,39,SOX021879,ASM,20250101,,0,N
WOX011875,MAT_FG_1005,LINE_E,CMP,20240329,20240329,43,40,SOX021880,ASM,20250101,,0,N
WOX011876,MAT_FG_1005,LINE_E,CMP,20240330,20240330,46,39,SOX021881,ASM,20250101,,0,N
WOX011877,MAT_FG_1005,LINE_E,CMP,20240330,20240330,46,40,SOX021882,ASM,20250101,,0,N
WOX011878,MAT_FG_1005,LINE_E,CMP,20240330,20240330,43,41,SOX021883,ASM,20250101,,0,N
WOX011879,MAT_FG_1005,LINE_E,CMP,20240331,20240331,42,40,SOX021884,ASM,20250101,,0,N
WOX011880,MAT_FG_1005,LINE_E,CMP,20240331,20240331,45,41,SOX021885,ASM,20250101,,0,N
WOX011881,MAT_FG_1005,LINE_E,CMP,20240331,20240331,49,42,SOX021886,ASM,20250101,,0,N
WOX011882,MAT_FG_1006,LINE_F,CMP,20240301,20240301,47,40,SOX021888,ASM,20250101,,0,N
WOX011883,MAT_FG_1006,LINE_F,CMP,20240301,20240301,45,41,SOX021889,ASM,20250101,,0,N
WOX011884,MAT_FG_1006,LINE_F,CMP,20240301,20240301,45,42,SOX021890,ASM,20250101,,0,N
WOX011885,MAT_FG_1006,LINE_F,CMP,20240302,20240302,47,41,SOX021891,ASM,20250101,,0,N
WOX011886,MAT_FG_1006,LINE_F,CMP,20240302,20240302,49,42,SOX021892,ASM,20250101,,0,N
WOX011887,MAT_FG_1006,LINE_F,CMP,20240302,20240302,45,43,SOX021893,ASM,20250101,,0,N
WOX011888,MAT_FG_1006,LINE_F,CMP,20240303,20240303,45,42,SOX021894,ASM,20250101,,0,N
WOX011889,MAT_FG_1006,LINE_F,CMP,20240303,20240303,46,43,SOX021895,ASM,20250101,,0,N
WOX011890,MAT_FG_1006,LINE_F,CMP,20240303,20240303,46,44,SOX021896,ASM,20250101,,0,N
WOX011891,MAT_FG_1006,LINE_F,CMP,20240304,20240304,45,43,SOX021897,ASM,20250101,,0,N
WOX011892,MAT_FG_1006,LINE_F,CMP,20240304,20240304,52,44,SOX021898,ASM,20250101,,0,N
WOX011893,MAT_FG_1006,LINE_F,CMP,20240304,20240304,48,45,SOX021899,ASM,20250101,,0,N
WOX011894,MAT_FG_1006,LINE_F,CMP,20240305,20240305,48,44,SOX021900,ASM,20250101,,0,N
WOX011895,MAT_FG_1006,LINE_F,CMP,20240305,20240305,49,45,SOX021901,ASM,20250101,,0,N
WOX011896,MAT_FG_1006,LINE_F,CMP,20240305,20240305,48,46,SOX021902,ASM,20250101,,0,N
WOX011897,MAT_FG_1006,LINE_F,CMP,20240306,20240306,50,45,SOX021903,ASM,20250101,,0,N
WOX011898,MAT_FG_1006,LINE_F,CMP,20240306,20240306,54,46,SOX021904,ASM,20250101,,0,N
WOX011899,MAT_FG_1006,LINE_F,CMP,20240306,20240306,54,47,SOX021905,ASM,20250101,,0,N
WOX011900,MAT_FG_1006,LINE_F,CMP,20240307,20240307,45,39,SOX021906,ASM,20250101,,0,N
WOX011901,MAT_FG_1006,LINE_F,CMP,20240307,20240307,44,40,SOX021907,ASM,20250101,,0,N
WOX011902,MAT_FG_1006,LINE_F,CMP,20240307,20240307,46,41,SOX021908,ASM,20250101,,0,N
WOX011903,MAT_FG_1006,LINE_F,CMP,20240308,20240308,45,40,SOX021909,ASM,20250101,,0,N
WOX011904,MAT_FG_1006,LINE_F,CMP,20240308,20240308,47,41,SOX021910,ASM,20250101,,0,N
WOX011905,MAT_FG_1006,LINE_F,CMP,20240308,20240308,47,42,SOX021911,ASM,20250101,,0,N
WOX011906,MAT_FG_1006,LINE_F,CMP,20240309,20240309,45,41,SOX021912,ASM,20250101,,0,N
WOX011907,MAT_FG_1006,LINE_F,CMP,20240309,20240309,45,42,SOX021913,ASM,20250101,,0,N
WOX011908,MAT_FG_1006,LINE_F,CMP,20240309,20240309,45,43,SOX021914,ASM,20250101,,0,N
WOX011909,MAT_FG_1006,LINE_F,CMP,20240310,20240310,45,42,SOX021915,ASM,20250101,,0,N
WOX011910,MAT_FG_1006,LINE_F,CMP,20240310,20240310,47,43,SOX021916,ASM,20250101,,0,N
WOX011911,MAT_FG_1006,LINE_F,CMP,20240310,20240310,47,44,SOX021917,ASM,20250101,,0,N
WOX011912,MAT_FG_1006,LINE_F,CMP,20240311,20240311,51,43,SOX021918,ASM,20250101,,0,N
WOX011913,MAT_FG_1006,LINE_F,CMP,20240311,20240311,46,44,SOX021919,ASM,20250101,,0,N
WOX011914,MAT_FG_1006,LINE_F,CMP,20240311,20240311,47,45,SOX021920,ASM,20250101,,0,N
WOX011915,MAT_FG_1006,LINE_F,CMP,20240312,20240312,46,44,SOX021921,ASM,20250101,,0,N
WOX011916,MAT_FG_1006,LINE_F,CMP,20240312,20240312,51,45,SOX021922,ASM,20250101,,0,N
WOX011917,MAT_FG_1006,LINE_F,CMP,20240312,20240312,49,46,SOX021923,ASM,20250101,,0,N
WOX011918,MAT_FG_1006,LINE_F,CMP,20240313,20240313,48,45,SOX021924,ASM,20250101,,0,N
WOX011919,MAT_FG_1006,LINE_F,CMP,20240313,20240313,49,46,SOX021925,ASM,20250101,,0,N
WOX011920,MAT_FG_1006,LINE_F,CMP,20240313,20240313,51,47,SOX021926,ASM,20250101,,0,N
WOX011921,MAT_FG_1006,LINE_F,CMP,20240314,20240314,44,39,SOX021927,ASM,20250101,,0,N
WOX011922,MAT_FG_1006,LINE_F,CMP,20240314,20240314,44,40,SOX021928,ASM,20250101,,0,N
WOX011923,MAT_FG_1006,LINE_F,CMP,20240314,20240314,45,41,SOX021929,ASM,20250101,,0,N
WOX011924,MAT_FG_1006,LINE_F,CMP,20240315,20240315,43,40,SOX021930,ASM,20250101,,0,N
WOX011925,MAT_FG_1006,LINE_F,CMP,20240315,20240315,46,41,SOX021931,ASM,20250101,,0,N
WOX011926,MAT_FG_1006,LINE_F,CMP,20240315,20240315,44,42,SOX021932,ASM,20250101,,0,N
WOX011927,MAT_FG_1006,LINE_F,CMP,20240316,20240316,47,41,SOX021933,ASM,20250101,,0,N
WOX011928,MAT_FG_1006,LINE_F,CMP,20240316,20240316,44,42,SOX021934,ASM,20250101,,0,N
WOX011929,MAT_FG_1006,LINE_F,CMP,20240316,20240316,45,43,SOX021935,ASM,20250101,,0,N
WOX011930,MAT_FG_1006,LINE_F,CMP,20240317,20240317,44,42,SOX021936,ASM,20250101,,0,N
WOX011931,MAT_FG_1006,LINE_F,CMP,20240317,20240317,47,43,SOX021937,ASM,20250101,,0,N
WOX011932,MAT_FG_1006,LINE_F,CMP,20240317,20240317,46,44,SOX021938,ASM,20250101,,0,N
WOX011933,MAT_FG_1006,LINE_F,CMP,20240318,20240318,46,43,SOX021939,ASM,20250101,,0,N
WOX011934,MAT_FG_1006,LINE_F,CMP,20240318,20240318,49,44,SOX021940,ASM,20250101,,0,N
WOX011935,MAT_FG_1006,LINE_F,CMP,20240318,20240318,48,45,SOX021941,ASM,20250101,,0,N
WOX011936,MAT_FG_1006,LINE_F,CMP,20240319,20240319,46,44,SOX021942,ASM,20250101,,0,N
WOX011937,MAT_FG_1006,LINE_F,CMP,20240319,20240319,47,45,SOX021943,ASM,20250101,,0,N
WOX011938,MAT_FG_1006,LINE_F,CMP,20240319,20240319,49,46,SOX021944,ASM,20250101,,0,N
WOX011939,MAT_FG_1006,LINE_F,CMP,20240320,20240320,51,45,SOX021945,ASM,20250101,,0,N
WOX011940,MAT_FG_1006,LINE_F,CMP,20240320,20240320,49,46,SOX021946,ASM,20250101,,0,N
WOX011941,MAT_FG_1006,LINE_F,CMP,20240320,20240320,52,47,SOX021947,ASM,20250101,,0,N
WOX011942,MAT_FG_1006,LINE_F,CMP,20240321,20240321,46,39,SOX021948,ASM,20250101,,0,N
WOX011943,MAT_FG_1006,LINE_F,CMP,20240321,20240321,47,40,SOX021949,ASM,20250101,,0,N
WOX011944,MAT_FG_1006,LINE_F,CMP,20240321,20240321,47,41,SOX021950,ASM,20250101,,0,N
WOX011945,MAT_FG_1006,LINE_F,CMP,20240322,20240322,47,40,SOX021951,ASM,20250101,,0,N
WOX011946,MAT_FG_1006,LINE_F,CMP,20240322,20240322,44,41,SOX021952,ASM,20250101,,0,N
WOX011947,MAT_FG_1006,LINE_F,CMP,20240322,20240322,44,42,SOX021953,ASM,20250101,,0,N
WOX011948,MAT_FG_1006,LINE_F,CMP,20240323,20240323,43,41,SOX021954,ASM,20250101,,0,N
WOX011949,MAT_FG_1006,LINE_F,CMP,20240323,20240323,45,42,SOX021955,ASM,20250101,,0,N
WOX011950,MAT_FG_1006,LINE_F,CMP,20240323,20240323,49,43,SOX021956,ASM,20250101,,0,N
WOX011951,MAT_FG_1006,LINE_F,CMP,20240324,20240324,50,42,SOX021957,ASM,20250101,,0,N
WOX011952,MAT_FG_1006,LINE_F,CMP,20240324,20240324,50,43,SOX021958,ASM,20250101,,0,N
WOX011953,MAT_FG_1006,LINE_F,CMP,20240324,20240324,46,44,SOX021959,ASM,20250101,,0,N
WOX011954,MAT_FG_1006,LINE_F,CMP,20240325,20240325,47,43,SOX021960,ASM,20250101,,0,N
WOX011955,MAT_FG_1006,LINE_F,CMP,20240325,20240325,50,44,SOX021961,ASM,20250101,,0,N
WOX011956,MAT_FG_1006,LINE_F,CMP,20240325,20240325,50,45,SOX021962,ASM,20250101,,0,N
WOX011957,MAT_FG_1006,LINE_F,CMP,20240326,20240326,50,44,SOX021963,ASM,20250101,,0,N
WOX011958,MAT_FG_1006,LINE_F,CMP,20240326,20240326,48,45,SOX021964,ASM,20250101,,0,N
WOX011959,MAT_FG_1006,LINE_F,CMP,20240326,20240326,51,46,SOX021965,ASM,20250101,,0,N
WOX011960,MAT_FG_1006,LINE_F,CMP,20240327,20240327,48,45,SOX021966,ASM,20250101,,0,N
WOX011961,MAT_FG_1006,LINE_F,CMP,20240327,20240327,48,46,SOX021967,ASM,20250101,,0,N
WOX011962,MAT_FG_1006,LINE_F,CMP,20240327,20240327,51,47,SOX021968,ASM,20250101,,0,N
WOX011963,MAT_FG_1006,LINE_F,CMP,20240328,20240328,47,39,SOX021969,ASM,20250101,,0,N
WOX011964,MAT_FG_1006,LINE_F,CMP,20240328,20240328,45,40,SOX021970,ASM,20250101,,0,N
WOX011965,MAT_FG_1006,LINE_F,CMP,20240328,20240328,44,41,SOX021971,ASM,20250101,,0,N
WOX011966,MAT_FG_1006,LINE_F,CMP,20240329,20240329,44,40,SOX021972,ASM,20250101,,0,N
WOX011967,MAT_FG_1006,LINE_F,CMP,20240329,20240329,48,41,SOX021973,ASM,20250101,,0,N
WOX011968,MAT_FG_1006,LINE_F,CMP,20240329,20240329,44,42,SOX021974,ASM,20250101,,0,N
WOX011969,MAT_FG_1006,LINE_F,CMP,20240330,20240330,48,41,SOX021975,ASM,20250101,,0,N
WOX011970,MAT_FG_1006,LINE_F,CMP,20240330,20240330,48,42,SOX021976,ASM,20250101,,0,N
WOX011971,MAT_FG_1006,LINE_F,CMP,20240330,20240330,47,43,SOX021977,ASM,20250101,,0,N
WOX011972,MAT_FG_1006,LINE_F,CMP,20240331,20240331,46,42,SOX021978,ASM,20250101,,0,N
WOX011973,MAT_FG_1006,LINE_F,CMP,20240331,20240331,48,43,SOX021979,ASM,20250101,,0,N
WOX011974,MAT_FG_1006,LINE_F,CMP,20240331,20240331,50,44,SOX021980,ASM,20250101,,0,N
WOX011975,MAT_FG_1001,LINE_G,CMP,20240301,20240301,47,42,SOX021982,ASM,20250101,,0,N
WOX011976,MAT_FG_1001,LINE_G,CMP,20240301,20240301,51,43,SOX021983,ASM,20250101,,0,N
WOX011977,MAT_FG_1001,LINE_G,CMP,20240301,20240301,51,44,SOX021984,ASM,20250101,,0,N
WOX011978,MAT_FG_1001,LINE_G,CMP,20240302,20240302,46,43,SOX021985,ASM,20250101,,0,N
WOX011979,MAT_FG_1001,LINE_G,CMP,20240302,20240302,48,44,SOX021986,ASM,20250101,,0,N
WOX011980,MAT_FG_1001,LINE_G,CMP,20240302,20240302,48,45,SOX021987,ASM,20250101,,0,N
WOX011981,MAT_FG_1001,LINE_G,CMP,20240303,20240303,46,44,SOX021988,ASM,20250101,,0,N
WOX011982,MAT_FG_1001,LINE_G,CMP,20240303,20240303,52,45,SOX021989,ASM,20250101,,0,N
WOX011983,MAT_FG_1001,LINE_G,CMP,20240303,20240303,54,46,SOX021990,ASM,20250101,,0,N
WOX011984,MAT_FG_1001,LINE_G,CMP,20240304,20240304,48,45,SOX021991,ASM,20250101,,0,N
WOX011985,MAT_FG_1001,LINE_G,CMP,20240304,20240304,52,46,SOX021992,ASM,20250101,,0,N
WOX011986,MAT_FG_1001,LINE_G,CMP,20240304,20240304,49,47,SOX021993,ASM,20250101,,0,N
WOX011987,MAT_FG_1001,LINE_G,CMP,20240305,20240305,48,46,SOX021994,ASM,20250101,,0,N
WOX011988,MAT_FG_1001,LINE_G,CMP,20240305,20240305,54,47,SOX021995,ASM,20250101,,0,N
WOX011989,MAT_FG_1001,LINE_G,CMP,20240305,20240305,50,48,SOX021996,ASM,20250101,,0,N
WOX011990,MAT_FG_1001,LINE_G,CMP,20240306,20240306,54,47,SOX021997,ASM,20250101,,0,N
WOX011991,MAT_FG_1001,LINE_G,CMP,20240306,20240306,54,48,SOX021998,ASM,20250101,,0,N
WOX011992,MAT_FG_1001,LINE_G,CMP,20240306,20240306,52,49,SOX021999,ASM,20250101,,0,N
WOX011993,MAT_FG_1001,LINE_G,CMP,20240307,20240307,47,41,SOX022000,ASM,20250101,,0,N
WOX011994,MAT_FG_1001,LINE_G,CMP,20240307,20240307,45,42,SOX022001,ASM,20250101,,0,N
WOX011995,MAT_FG_1001,LINE_G,CMP,20240307,20240307,51,43,SOX022002,ASM,20250101,,0,N
WOX011996,MAT_FG_1001,LINE_G,CMP,20240308,20240308,44,42,SOX022003,ASM,20250101,,0,N
WOX011997,MAT_FG_1001,LINE_G,CMP,20240308,20240308,48,43,SOX022004,ASM,20250101,,0,N
WOX011998,MAT_FG_1001,LINE_G,CMP,20240308,20240308,46,44,SOX022005,ASM,20250101,,0,N
WOX011999,MAT_FG_1001,LINE_G,CMP,20240309,20240309,46,43,SOX022006,ASM,20250101,,0,N
WOX012000,MAT_FG_1001,LINE_G,CMP,20240309,20240309,51,44,SOX022007,ASM,20250101,,0,N
WOX012001,MAT_FG_1001,LINE_G,CMP,20240309,20240309,53,45,SOX022008,ASM,20250101,,0,N
WOX012002,MAT_FG_1001,LINE_G,CMP,20240310,20240310,49,44,SOX022009,ASM,20250101,,0,N
WOX012003,MAT_FG_1001,LINE_G,CMP,20240310,20240310,53,45,SOX022010,ASM,20250101,,0,N
WOX012004,MAT_FG_1001,LINE_G,CMP,20240310,20240310,52,46,SOX022011,ASM,20250101,,0,N
WOX012005,MAT_FG_1001,LINE_G,CMP,20240311,20240311,50,45,SOX022012,ASM,20250101,,0,N
WOX012006,MAT_FG_1001,LINE_G,CMP,20240311,20240311,54,46,SOX022013,ASM,20250101,,0,N
WOX012007,MAT_FG_1001,LINE_G,CMP,20240311,20240311,52,47,SOX022014,ASM,20250101,,0,N
WOX012008,MAT_FG_1001,LINE_G,CMP,20240312,20240312,50,46,SOX022015,ASM,20250101,,0,N
WOX012009,MAT_FG_1001,LINE_G,CMP,20240312,20240312,54,47,SOX022016,ASM,20250101,,0,N
WOX012010,MAT_FG_1001,LINE_G,CMP,20240312,20240312,50,48,SOX022017,ASM,20250101,,0,N
WOX012011,MAT_FG_1001,LINE_G,CMP,20240313,20240313,50,47,SOX022018,ASM,20250101,,0,N
WOX012012,MAT_FG_1001,LINE_G,CMP,20240313,20240313,55,48,SOX022019,ASM,20250101,,0,N
WOX012013,MAT_FG_1001,LINE_G,CMP,20240313,20240313,53,49,SOX022020,ASM,20250101,,0,N
WOX012014,MAT_FG_1001,LINE_G,CMP,20240314,20240314,49,41,SOX022021,ASM,20250101,,0,N
WOX012015,MAT_FG_1001,LINE_G,CMP,20240314,20240314,46,42,SOX022022,ASM,20250101,,0,N
WOX012016,MAT_FG_1001,LINE_G,CMP,20240314,20240314,50,43,SOX022023,ASM,20250101,,0,N
WOX012017,MAT_FG_1001,LINE_G,CMP,20240315,20240315,44,42,SOX022024,ASM,20250101,,0,N
WOX012018,MAT_FG_1001,LINE_G,CMP,20240315,20240315,45,43,SOX022025,ASM,20250101,,0,N
WOX012019,MAT_FG_1001,LINE_G,CMP,20240315,20240315,50,44,SOX022026,ASM,20250101,,0,N
WOX012020,MAT_FG_1001,LINE_G,CMP,20240316,20240316,46,43,SOX022027,ASM,20250101,,0,N
WOX012021,MAT_FG_1001,LINE_G,CMP,20240316,20240316,51,44,SOX022028,ASM,20250101,,0,N
WOX012022,MAT_FG_1001,LINE_G,CMP,20240316,20240316,50,45,SOX022029,ASM,20250101,,0,N
WOX012023,MAT_FG_1001,LINE_G,CMP,20240317,20240317,47,44,SOX022030,ASM,20250101,,0,N
WOX012024,MAT_FG_1001,LINE_G,CMP,20240317,20240317,48,45,SOX022031,ASM,20250101,,0,N
WOX012025,MAT_FG_1001,LINE_G,CMP,20240317,20240317,53,46,SOX022032,ASM,20250101,,0,N
WOX012026,MAT_FG_1001,LINE_G,CMP,20240318,20240318,53,45,SOX022033,ASM,20250101,,0,N
WOX012027,MAT_FG_1001,LINE_G,CMP,20240318,20240318,51,46,SOX022034,ASM,20250101,,0,N
WOX012028,MAT_FG_1001,LINE_G,CMP,20240318,20240318,50,47,SOX022035,ASM,20250101,,0,N
WOX012029,MAT_FG_1001,LINE_G,CMP,20240319,20240319,51,46,SOX022036,ASM,20250101,,0,N
WOX012030,MAT_FG_1001,LINE_G,CMP,20240319,20240319,53,47,SOX022037,ASM,20250101,,0,N
WOX012031,MAT_FG_1001,LINE_G,CMP,20240319,20240319,56,48,SOX022038,ASM,20250101,,0,N
WOX012032,MAT_FG_1001,LINE_G,CMP,20240320,20240320,53,47,SOX022039,ASM,20250101,,0,N
WOX012033,MAT_FG_1001,LINE_G,CMP,20240320,20240320,50,48,SOX022040,ASM,20250101,,0,N
WOX012034,MAT_FG_1001,LINE_G,CMP,20240320,20240320,53,49,SOX022041,ASM,20250101,,0,N
WOX012035,MAT_FG_1001,LINE_G,CMP,20240321,20240321,48,41,SOX022042,ASM,20250101,,0,N
WOX012036,MAT_FG_1001,LINE_G,CMP,20240321,20240321,44,42,SOX022043,ASM,20250101,,0,N
WOX012037,MAT_FG_1001,LINE_G,CMP,20240321,20240321,49,43,SOX022044,ASM,20250101,,0,N
WOX012038,MAT_FG_1001,LINE_G,CMP,20240322,20240322,45,42,SOX022045,ASM,20250101,,0,N
WOX012039,MAT_FG_1001,LINE_G,CMP,20240322,20240322,50,43,SOX022046,ASM,20250101,,0,N
WOX012040,MAT_FG_1001,LINE_G,CMP,20240322,20240322,51,44,SOX022047,ASM,20250101,,0,N
WOX012041,MAT_FG_1001,LINE_G,CMP,20240323,20240323,46,43,SOX022048,ASM,20250101,,0,N
WOX012042,MAT_FG_1001,LINE_G,CMP,20240323,20240323,49,44,SOX022049,ASM,20250101,,0,N
WOX012043,MAT_FG_1001,LINE_G,CMP,20240323,20240323,49,45,SOX022050,ASM,20250101,,0,N
WOX012044,MAT_FG_1001,LINE_G,CMP,20240324,20240324,49,44,SOX022051,ASM,20250101,,0,N
WOX012045,MAT_FG_1001,LINE_G,CMP,20240324,20240324,51,45,SOX022052,ASM,20250101,,0,N
WOX012046,MAT_FG_1001,LINE_G,CMP,20240324,20240324,52,46,SOX022053,ASM,20250101,,0,N
WOX012047,MAT_FG_1001,LINE_G,CMP,20240325,20240325,52,45,SOX022054,ASM,20250101,,0,N
WOX012048,MAT_FG_1001,LINE_G,CMP,20240325,20240325,54,46,SOX022055,ASM,20250101,,0,N
WOX012049,MAT_FG_1001,LINE_G,CMP,20240325,20240325,49,47,SOX022056,ASM,20250101,,0,N
WOX012050,MAT_FG_1001,LINE_G,CMP,20240326,20240326,51,46,SOX022057,ASM,20250101,,0,N
WOX012051,MAT_FG_1001,LINE_G,CMP,20240326,20240326,55,47,SOX022058,ASM,20250101,,0,N
WOX012052,MAT_FG_1001,LINE_G,CMP,20240326,20240326,51,48,SOX022059,ASM,20250101,,0,N
WOX012053,MAT_FG_1001,LINE_G,CMP,20240327,20240327,52,47,SOX022060,ASM,20250101,,0,N
WOX012054,MAT_FG_1001,LINE_G,CMP,20240327,20240327,50,48,SOX022061,ASM,20250101,,0,N
WOX012055,MAT_FG_1001,LINE_G,CMP,20240327,20240327,57,49,SOX022062,ASM,20250101,,0,N
WOX012056,MAT_FG_1001,LINE_G,CMP,20240328,20240328,44,41,SOX022063,ASM,20250101,,0,N
WOX012057,MAT_FG_1001,LINE_G,CMP,20240328,20240328,50,42,SOX022064,ASM,20250101,,0,N
WOX012058,MAT_FG_1001,LINE_G,CMP,20240328,20240328,50,43,SOX022065,ASM,20250101,,0,N
WOX012059,MAT_FG_1001,LINE_G,CMP,20240329,20240329,50,42,SOX022066,ASM,20250101,,0,N
WOX012060,MAT_FG_1001,LINE_G,CMP,20240329,20240329,45,43,SOX022067,ASM,20250101,,0,N
WOX012061,MAT_FG_1001,LINE_G,CMP,20240329,20240329,46,44,SOX022068,ASM,20250101,,0,N
WOX012062,MAT_FG_1001,LINE_G,CMP,20240330,20240330,50,43,SOX022069,ASM,20250101,,0,N
WOX012063,MAT_FG_1001,LINE_G,CMP,20240330,20240330,50,44,SOX022070,ASM,20250101,,0,N
WOX012064,MAT_FG_1001,LINE_G,CMP,20240330,20240330,51,45,SOX022071,ASM,20250101,,0,N
WOX012065,MAT_FG_1001,LINE_G,CMP,20240331,20240331,49,44,SOX022072,ASM,20250101,,0,N
WOX012066,MAT_FG_1001,LINE_G,CMP,20240331,20240331,52,45,SOX022073,ASM,20250101,,0,N
WOX012067,MAT_FG_1001,LINE_G,CMP,20240331,20240331,52,46,SOX022074,ASM,20250101,,0,N
WOX012068,MAT_FG_1002,LINE_H,CMP,20240301,20240301,47,44,SOX022076,ASM,20250101,,0,N
WOX012069,MAT_FG_1002,LINE_H,CMP,20240301,20240301,47,45,SOX022077,ASM,20250101,,0,N
WOX012070,MAT_FG_1002,LINE_H,CMP,20240301,20240301,51,46,SOX022078,ASM,20250101,,0,N
WOX012071,MAT_FG_1002,LINE_H,CMP,20240302,20240302,49,45,SOX022079,ASM,20250101,,0,N
WOX012072,MAT_FG_1002,LINE_H,CMP,20240302,20240302,51,46,SOX022080,ASM,20250101,,0,N
WOX012073,MAT_FG_1002,LINE_H,CMP,20240302,20240302,54,47,SOX022081,ASM,20250101,,0,N
WOX012074,MAT_FG_1002,LINE_H,CMP,20240303,20240303,49,46,SOX022082,ASM,20250101,,0,N
WOX012075,MAT_FG_1002,LINE_H,CMP,20240303,20240303,55,47,SOX022083,ASM,20250101,,0,N
WOX012076,MAT_FG_1002,LINE_H,CMP,20240303,20240303,51,48,SOX022084,ASM,20250101,,0,N
WOX012077,MAT_FG_1002,LINE_H,CMP,20240304,20240304,51,47,SOX022085,ASM,20250101,,0,N
WOX012078,MAT_FG_1002,LINE_H,CMP,20240304,20240304,55,48,SOX022086,ASM,20250101,,0,N
WOX012079,MAT_FG_1002,LINE_H,CMP,20240304,20240304,55,49,SOX022087,ASM,20250101,,0,N
WOX012080,MAT_FG_1002,LINE_H,CMP,20240305,20240305,54,48,SOX022088,ASM,20250101,,0,N
WOX012081,MAT_FG_1002,LINE_H,CMP,20240305,20240305,53,49,SOX022089,ASM,20250101,,0,N
WOX012082,MAT_FG_1002,LINE_H,CMP,20240305,20240305,52,50,SOX022090,ASM,20250101,,0,N
WOX012083,MAT_FG_1002,LINE_H,CMP,20240306,20240306,52,49,SOX022091,ASM,20250101,,0,N
WOX012084,MAT_FG_1002,LINE_H,CMP,20240306,20240306,52,50,SOX022092,ASM,20250101,,0,N
WOX012085,MAT_FG_1002,LINE_H,CMP,20240306,20240306,54,51,SOX022093,ASM,20250101,,0,N
WOX012086,MAT_FG_1002,LINE_H,CMP,20240307,20240307,49,43,SOX022094,ASM,20250101,,0,N
