opr_id,work_order_id,opr_seq,work_center_cd,std_cycle_min,actual_cycle_min,setup_min,wait_min,opr_status_cd
33960,WOX014654,1,SMT,2.6,2.5,0.0,0.0,CMP
33961,WOX014654,2,ASM,3.4,3.26,0.0,0.0,CMP
33962,WOX014654,3,PACK,1.8,1.73,0.0,0.0,CMP
33963,WOX014655,1,SMT,2.6,2.55,0.0,0.0,CMP
33964,WOX014655,2,ASM,3.4,3.33,0.0,0.0,CMP
33965,WOX014655,3,PACK,1.8,1.76,0.0,0.0,CMP
33966,WOX014656,1,SMT,2.6,2.6,0.0,0.0,CMP
33967,WOX014656,2,ASM,3.4,3.4,0.0,0.0,CMP
33968,WOX014656,3,PACK,1.8,1.8,0.0,0.0,CMP
33969,WOX014657,1,SMT,2.6,2.55,0.0,0.0,CMP
33970,WOX014657,2,ASM,3.4,3.33,0.0,0.0,CMP
33971,WOX014657,3,PACK,1.8,1.76,0.0,0.0,CMP
33972,WOX014658,1,SMT,2.6,2.6,0.0,0.0,CMP
33973,WOX014658,2,ASM,3.4,3.4,0.0,0.0,CMP
33974,WOX014658,3,PACK,1.8,1.8,0.0,0.0,CMP
33975,WOX014659,1,SMT,2.6,2.65,0.0,0.0,CMP
33976,WOX014659,2,ASM,3.4,3.47,0.0,0.0,CMP
33977,WOX014659,3,PACK,1.8,1.84,0.0,0.0,CMP
33978,WOX014660,1,SMT,2.6,2.6,0.0,0.0,CMP
33979,WOX014660,2,ASM,3.4,3.4,0.0,0.0,CMP
33980,WOX014660,3,PACK,1.8,1.8,0.0,0.0,CMP
33981,WOX014661,1,SMT,2.6,2.65,0.0,0.0,CMP
33982,WOX014661,2,ASM,3.4,3.47,0.0,0.0,CMP
33983,WOX014661,3,PACK,1.8,1.84,0.0,0.0,CMP
33984,WOX014662,1,SMT,2.6,2.7,0.0,0.0,CMP
33985,WOX014662,2,ASM,3.4,3.54,0.0,0.0,CMP
33986,WOX014662,3,PACK,1.8,1.87,0.0,0.0,CMP
33987,WOX014663,1,SMT,2.6,2.65,0.0,0.0,CMP
33988,WOX014663,2,ASM,3.4,3.47,0.0,0.0,CMP
33989,WOX014663,3,PACK,1.8,1.84,0.0,0.0,CMP
33990,WOX014664,1,SMT,2.6,2.7,0.0,0.0,CMP
33991,WOX014664,2,ASM,3.4,3.54,0.0,0.0,CMP
33992,WOX014664,3,PACK,1.8,1.87,0.0,0.0,CMP
33993,WOX014665,1,SMT,2.6,2.5,0.0,0.0,CMP
33994,WOX014665,2,ASM,3.4,3.26,0.0,0.0,CMP
33995,WOX014665,3,PACK,1.8,1.73,0.0,0.0,CMP
33996,WOX014666,1,SMT,2.6,2.7,0.0,0.0,CMP
33997,WOX014666,2,ASM,3.4,3.54,0.0,0.0,CMP
33998,WOX014666,3,PACK,1.8,1.87,0.0,0.0,CMP
33999,WOX014667,1,SMT,2.6,2.5,0.0,0.0,CMP
34000,WOX014667,2,ASM,3.4,3.26,0.0,0.0,CMP
34001,WOX014667,3,PACK,1.8,1.73,0.0,0.0,CMP
34002,WOX014668,1,SMT,2.6,2.55,0.0,0.0,CMP
34003,WOX014668,2,ASM,3.4,3.33,0.0,0.0,CMP
34004,WOX014668,3,PACK,1.8,1.76,0.0,0.0,CMP
34005,WOX014669,1,SMT,2.6,2.5,0.0,0.0,CMP
34006,WOX014669,2,ASM,3.4,3.26,0.0,0.0,CMP
34007,WOX014669,3,PACK,1.8,1.73,0.0,0.0,CMP
34008,WOX014670,1,SMT,2.6,2.55,0.0,0.0,CMP
34009,WOX014670,2,ASM,3.4,3.33,0.0,0.0,CMP
34010,WOX014670,3,PACK,1.8,1.76,0.0,0.0,CMP
34011,WOX014671,1,SMT,2.6,2.6,0.0,0.0,CMP
34012,WOX014671,2,ASM,3.4,3.4,0.0,0.0,CMP
34013,WOX014671,3,PACK,1.8,1.8,0.0,0.0,CMP
34014,WOX014672,1,SMT,2.6,2.55,0.0,0.0,CMP
34015,WOX014672,2,ASM,3.4,3.33,0.0,0.0,CMP
34016,WOX014672,3,PACK,1.8,1.76,0.0,0.0,CMP
34017,WOX014673,1,SMT,2.6,2.6,0.0,0.0,CMP
34018,WOX014673,2,ASM,3.4,3.4,0.0,0.0,CMP
34019,WOX014673,3,PACK,1.8,1.8,0.0,0.0,CMP
34020,WOX014674,1,SMT,2.6,2.65,0.0,0.0,CMP
34021,WOX014674,2,ASM,3.4,3.47,0.0,0.0,CMP
34022,WOX014674,3,PACK,1.8,1.84,0.0,0.0,CMP
34023,WOX014675,1,SMT,2.6,2.6,0.0,0.0,CMP
34024,WOX014675,2,ASM,3.4,3.4,0.0,0.0,CMP
34025,WOX014675,3,PACK,1.8,1.8,0.0,0.0,CMP
34026,WOX014676,1,SMT,2.6,2.65,0.0,0.0,CMP
34027,WOX014676,2,ASM,3.4,3.47,0.0,0.0,CMP
34028,WOX014676,3,PACK,1.8,1.84,0.0,0.0,CMP
34029,WOX014677,1,SMT,2.6,2.7,0.0,0.0,CMP
34030,WOX014677,2,ASM,3.4,3.54,0.0,0.0,CMP
34031,WOX014677,3,PACK,1.8,1.87,0.0,0.0,CMP
34032,WOX014678,1,SMT,2.6,2.65,0.0,0.0,CMP
34033,WOX014678,2,ASM,3.4,3.47,0.0,0.0,CMP
34034,WOX014678,3,PACK,1.8,1.84,0.0,0.0,CMP
34035,WOX014679,1,SMT,2.6,2.7,0.0,0.0,CMP
34036,WOX014679,2,ASM,3.4,3.54,0.0,0.0,CMP
34037,WOX014679,3,PACK,1.8,1.87,0.0,0.0,CMP
34038,WOX014680,1,SMT,2.6,2.5,0.0,0.0,CMP
34039,WOX014680,2,ASM,3.4,3.26,0.0,0.0,CMP
34040,WOX014680,3,PACK,1.8,1.73,0.0,0.0,CMP
34041,WOX014681,1,SMT,2.6,2.7,0.0,0.0,CMP
34042,WOX014681,2,ASM,3.4,3.54,0.0,0.0,CMP
34043,WOX014681,3,PACK,1.8,1.87,0.0,0.0,CMP
34044,WOX014682,1,SMT,2.6,2.5,0.0,0.0,CMP
34045,WOX014682,2,ASM,3.4,3.26,0.0,0.0,CMP
34046,WOX014682,3,PACK,1.8,1.73,0.0,0.0,CMP
34047,WOX014683,1,SMT,2.6,2.55,0.0,0.0,CMP
34048,WOX014683,2,ASM,3.4,3.33,0.0,0.0,CMP
34049,WOX014683,3,PACK,1.8,1.76,0.0,0.0,CMP
34050,WOX014684,1,SMT,2.6,2.5,0.0,0.0,CMP
34051,WOX014684,2,ASM,3.4,3.26,0.0,0.0,CMP
34052,WOX014684,3,PACK,1.8,1.73,0.0,0.0,CMP
34053,WOX014685,1,SMT,2.6,2.55,0.0,0.0,CMP
34054,WOX014685,2,ASM,3.4,3.33,0.0,0.0,CMP
34055,WOX014685,3,PACK,1.8,1.76,0.0,0.0,CMP
34056,WOX014686,1,SMT,2.6,2.6,0.0,0.0,CMP
34057,WOX014686,2,ASM,3.4,3.4,0.0,0.0,CMP
34058,WOX014686,3,PACK,1.8,1.8,0.0,0.0,CMP
34059,WOX014687,1,SMT,2.6,2.55,0.0,0.0,CMP
34060,WOX014687,2,ASM,3.4,3.33,0.0,0.0,CMP
34061,WOX014687,3,PACK,1.8,1.76,0.0,0.0,CMP
34062,WOX014688,1,SMT,2.6,2.6,0.0,0.0,CMP
34063,WOX014688,2,ASM,3.4,3.4,0.0,0.0,CMP
34064,WOX014688,3,PACK,1.8,1.8,0.0,0.0,CMP
34065,WOX014689,1,SMT,2.6,2.65,0.0,0.0,CMP
34066,WOX014689,2,ASM,3.4,3.47,0.0,0.0,CMP
34067,WOX014689,3,PACK,1.8,1.84,0.0,0.0,CMP
34068,WOX014690,1,SMT,2.6,2.6,0.0,0.0,CMP
34069,WOX014690,2,ASM,3.4,3.4,0.0,0.0,CMP
34070,WOX014690,3,PACK,1.8,1.8,0.0,0.0,CMP
34071,WOX014691,1,SMT,2.6,2.65,0.0,0.0,CMP
34072,WOX014691,2,ASM,3.4,3.47,0.0,0.0,CMP
34073,WOX014691,3,PACK,1.8,1.84,0.0,0.0,CMP
34074,WOX014692,1,SMT,2.6,2.7,0.0,0.0,CMP
34075,WOX014692,2,ASM,3.4,3.54,0.0,0.0,CMP
34076,WOX014692,3,PACK,1.8,1.87,0.0,0.0,CMP
34077,WOX014693,1,SMT,2.6,2.65,0.0,0.0,CMP
34078,WOX014693,2,ASM,3.4,3.47,0.0,0.0,CMP
34079,WOX014693,3,PACK,1.8,1.84,0.0,0.0,CMP
34080,WOX014694,1,SMT,2.6,2.7,0.0,0.0,CMP
34081,WOX014694,2,ASM,3.4,3.54,0.0,0.0,CMP
34082,WOX014694,3,PACK,1.8,1.87,0.0,0.0,CMP
34083,WOX014695,1,SMT,2.6,2.5,0.0,0.0,CMP
34084,WOX014695,2,ASM,3.4,3.26,0.0,0.0,CMP
34085,WOX014695,3,PACK,1.8,1.73,0.0,0.0,CMP
34086,WOX014696,1,SMT,2.6,2.7,0.0,0.0,CMP
34087,WOX014696,2,ASM,3.4,3.54,0.0,0.0,CMP
34088,WOX014696,3,PACK,1.8,1.87,0.0,0.0,CMP
34089,WOX014697,1,SMT,2.6,2.5,0.0,0.0,CMP
34090,WOX014697,2,ASM,3.4,3.26,0.0,0.0,CMP
34091,WOX014697,3,PACK,1.8,1.73,0.0,0.0,CMP
34092,WOX014698,1,SMT,2.6,2.55,0.0,0.0,CMP
34093,WOX014698,2,ASM,3.4,3.33,0.0,0.0,CMP
34094,WOX014698,3,PACK,1.8,1.76,0.0,0.0,CMP
34095,WOX014699,1,SMT,2.6,2.5,0.0,0.0,CMP
34096,WOX014699,2,ASM,3.4,3.26,0.0,0.0,CMP
34097,WOX014699,3,PACK,1.8,1.73,0.0,0.0,CMP
34098,WOX014700,1,SMT,2.6,2.55,0.0,0.0,CMP
34099,WOX014700,2,ASM,3.4,3.33,0.0,0.0,CMP
34100,WOX014700,3,PACK,1.8,1.76,0.0,0.0,CMP
34101,WOX014701,1,SMT,2.6,2.6,0.0,0.0,CMP
34102,WOX014701,2,ASM,3.4,3.4,0.0,0.0,CMP
34103,WOX014701,3,PACK,1.8,1.8,0.0,0.0,CMP
34104,WOX014702,1,SMT,2.6,2.55,0.0,0.0,CMP
34105,WOX014702,2,ASM,3.4,3.33,0.0,0.0,CMP
34106,WOX014702,3,PACK,1.8,1.76,0.0,0.0,CMP
34107,WOX014703,1,SMT,2.6,2.6,0.0,0.0,CMP
34108,WOX014703,2,ASM,3.4,3.4,0.0,0.0,CMP
34109,WOX014703,3,PACK,1.8,1.8,0.0,0.0,CMP
34110,WOX014704,1,SMT,2.6,2.65,0.0,0.0,CMP
34111,WOX014704,2,ASM,3.4,3.47,0.0,0.0,CMP
34112,WOX014704,3,PACK,1.8,1.84,0.0,0.0,CMP
34113,WOX014705,1,SMT,2.6,2.6,0.0,0.0,CMP
34114,WOX014705,2,ASM,3.4,3.4,0.0,0.0,CMP
34115,WOX014705,3,PACK,1.8,1.8,0.0,0.0,CMP
34116,WOX014706,1,SMT,2.6,2.65,0.0,0.0,CMP
34117,WOX014706,2,ASM,3.4,3.47,0.0,0.0,CMP
34118,WOX014706,3,PACK,1.8,1.84,0.0,0.0,CMP
34119,WOX014707,1,SMT,2.6,2.7,0.0,0.0,CMP
34120,WOX014707,2,ASM,3.4,3.54,0.0,0.0,CMP
34121,WOX014707,3,PACK,1.8,1.87,0.0,0.0,CMP
34122,WOX014708,1,SMT,2.6,2.65,0.0,0.0,CMP
34123,WOX014708,2,ASM,3.4,3.47,0.0,0.0,CMP
34124,WOX014708,3,PACK,1.8,1.84,0.0,0.0,CMP
34125,WOX014709,1,SMT,2.6,2.7,0.0,0.0,CMP
34126,WOX014709,2,ASM,3.4,3.54,0.0,0.0,CMP
34127,WOX014709,3,PACK,1.8,1.87,0.0,0.0,CMP
34128,WOX014710,1,SMT,2.6,2.5,0.0,0.0,CMP
34129,WOX014710,2,ASM,3.4,3.26,0.0,0.0,CMP
34130,WOX014710,3,PACK,1.8,1.73,0.0,0.0,CMP
34131,WOX014711,1,SMT,2.6,2.7,0.0,0.0,CMP
34132,WOX014711,2,ASM,3.4,3.54,0.0,0.0,CMP
34133,WOX014711,3,PACK,1.8,1.87,0.0,0.0,CMP
34134,WOX014712,1,SMT,2.6,2.5,0.0,0.0,CMP
34135,WOX014712,2,ASM,3.4,3.26,0.0,0.0,CMP
34136,WOX014712,3,PACK,1.8,1.73,0.0,0.0,CMP
34137,WOX014713,1,SMT,2.6,2.55,0.0,0.0,CMP
34138,WOX014713,2,ASM,3.4,3.33,0.0,0.0,CMP
34139,WOX014713,3,PACK,1.8,1.76,0.0,0.0,CMP
34140,WOX014714,1,SMT,2.6,2.5,0.0,0.0,CMP
34141,WOX014714,2,ASM,3.4,3.26,0.0,0.0,CMP
34142,WOX014714,3,PACK,1.8,1.73,0.0,0.0,CMP
34143,WOX014715,1,SMT,2.6,2.55,0.0,0.0,CMP
34144,WOX014715,2,ASM,3.4,3.33,0.0,0.0,CMP
34145,WOX014715,3,PACK,1.8,1.76,0.0,0.0,CMP
34146,WOX014716,1,SMT,2.6,2.6,0.0,0.0,CMP
34147,WOX014716,2,ASM,3.4,3.4,0.0,0.0,CMP
34148,WOX014716,3,PACK,1.8,1.8,0.0,0.0,CMP
34149,WOX014717,1,SMT,2.6,2.55,0.0,0.0,CMP
34150,WOX014717,2,ASM,3.4,3.33,0.0,0.0,CMP
34151,WOX014717,3,PACK,1.8,1.76,0.0,0.0,CMP
34152,WOX014718,1,SMT,2.6,2.6,0.0,0.0,CMP
34153,WOX014718,2,ASM,3.4,3.4,0.0,0.0,CMP
34154,WOX014718,3,PACK,1.8,1.8,0.0,0.0,CMP
34155,WOX014719,1,SMT,2.6,2.65,0.0,0.0,CMP
34156,WOX014719,2,ASM,3.4,3.47,0.0,0.0,CMP
34157,WOX014719,3,PACK,1.8,1.84,0.0,0.0,CMP
34158,WOX014720,1,SMT,2.6,2.6,0.0,0.0,CMP
34159,WOX014720,2,ASM,3.4,3.4,0.0,0.0,CMP
34160,WOX014720,3,PACK,1.8,1.8,0.0,0.0,CMP
34161,WOX014721,1,SMT,2.6,2.65,0.0,0.0,CMP
34162,WOX014721,2,ASM,3.4,3.47,0.0,0.0,CMP
34163,WOX014721,3,PACK,1.8,1.84,0.0,0.0,CMP
34164,WOX014722,1,SMT,2.6,2.7,0.0,0.0,CMP
34165,WOX014722,2,ASM,3.4,3.54,0.0,0.0,CMP
34166,WOX014722,3,PACK,1.8,1.87,0.0,0.0,CMP
34167,WOX014723,1,SMT,2.6,2.65,0.0,0.0,CMP
34168,WOX014723,2,ASM,3.4,3.47,0.0,0.0,CMP
34169,WOX014723,3,PACK,1.8,1.84,0.0,0.0,CMP
34170,WOX014724,1,SMT,2.6,2.7,0.0,0.0,CMP
34171,WOX014724,2,ASM,3.4,3.54,0.0,0.0,CMP
34172,WOX014724,3,PACK,1.8,1.87,0.0,0.0,CMP
34173,WOX014725,1,SMT,2.6,2.5,0.0,0.0,CMP
34174,WOX014725,2,ASM,3.4,3.26,0.0,0.0,CMP
34175,WOX014725,3,PACK,1.8,1.73,0.0,0.0,CMP
34176,WOX014726,1,SMT,2.6,2.7,0.0,0.0,CMP
34177,WOX014726,2,ASM,3.4,3.54,0.0,0.0,CMP
34178,WOX014726,3,PACK,1.8,1.87,0.0,0.0,CMP
34179,WOX014727,1,SMT,2.6,2.5,0.0,0.0,CMP
34180,WOX014727,2,ASM,3.4,3.26,0.0,0.0,CMP
34181,WOX014727,3,PACK,1.8,1.73,0.0,0.0,CMP
34182,WOX014728,1,SMT,2.6,2.55,0.0,0.0,CMP
34183,WOX014728,2,ASM,3.4,3.33,0.0,0.0,CMP
34184,WOX014728,3,PACK,1.8,1.76,0.0,0.0,CMP
34185,WOX014729,1,SMT,2.6,2.5,0.0,0.0,CMP
34186,WOX014729,2,ASM,3.4,3.26,0.0,0.0,CMP
34187,WOX014729,3,PACK,1.8,1.73,0.0,0.0,CMP
34188,WOX014730,1,SMT,2.6,2.55,0.0,0.0,CMP
34189,WOX014730,2,ASM,3.4,3.33,0.0,0.0,CMP
34190,WOX014730,3,PACK,1.8,1.76,0.0,0.0,CMP
34191,WOX014731,1,SMT,2.6,2.6,0.0,0.0,CMP
34192,WOX014731,2,ASM,3.4,3.4,0.0,0.0,CMP
34193,WOX014731,3,PACK,1.8,1.8,0.0,0.0,CMP
34194,WOX014732,1,SMT,2.6,2.55,0.0,0.0,CMP
34195,WOX014732,2,ASM,3.4,3.33,0.0,0.0,CMP
34196,WOX014732,3,PACK,1.8,1.76,0.0,0.0,CMP
34197,WOX014733,1,SMT,2.6,2.6,0.0,0.0,CMP
34198,WOX014733,2,ASM,3.4,3.4,0.0,0.0,CMP
34199,WOX014733,3,PACK,1.8,1.8,0.0,0.0,CMP
34200,WOX014734,1,SMT,2.6,2.65,0.0,0.0,CMP
34201,WOX014734,2,ASM,3.4,3.47,0.0,0.0,CMP
34202,WOX014734,3,PACK,1.8,1.84,0.0,0.0,CMP
34203,WOX014735,1,SMT,2.6,2.6,0.0,0.0,CMP
34204,WOX014735,2,ASM,3.4,3.4,0.0,0.0,CMP
34205,WOX014735,3,PACK,1.8,1.8,0.0,0.0,CMP
34206,WOX014736,1,SMT,2.6,2.65,0.0,0.0,CMP
34207,WOX014736,2,ASM,3.4,3.47,0.0,0.0,CMP
34208,WOX014736,3,PACK,1.8,1.84,0.0,0.0,CMP
34209,WOX014737,1,SMT,2.6,2.7,0.0,0.0,CMP
34210,WOX014737,2,ASM,3.4,3.54,0.0,0.0,CMP
34211,WOX014737,3,PACK,1.8,1.87,0.0,0.0,CMP
34212,WOX014738,1,SMT,2.6,2.65,0.0,0.0,CMP
34213,WOX014738,2,ASM,3.4,3.47,0.0,0.0,CMP
34214,WOX014738,3,PACK,1.8,1.84,0.0,0.0,CMP
34215,WOX014739,1,SMT,2.6,2.7,0.0,0.0,CMP
34216,WOX014739,2,ASM,3.4,3.54,0.0,0.0,CMP
34217,WOX014739,3,PACK,1.8,1.87,0.0,0.0,CMP
34218,WOX014740,1,SMT,2.6,2.5,0.0,0.0,CMP
34219,WOX014740,2,ASM,3.4,3.26,0.0,0.0,CMP
34220,WOX014740,3,PACK,1.8,1.73,0.0,0.0,CMP
34221,WOX014741,1,SMT,2.6,2.7,0.0,0.0,CMP
34222,WOX014741,2,ASM,3.4,3.54,0.0,0.0,CMP
34223,WOX014741,3,PACK,1.8,1.87,0.0,0.0,CMP
34224,WOX014742,1,SMT,2.6,2.5,0.0,0.0,CMP
34225,WOX014742,2,ASM,3.4,3.26,0.0,0.0,CMP
34226,WOX014742,3,PACK,1.8,1.73,0.0,0.0,CMP
34227,WOX014743,1,SMT,2.6,2.55,0.0,0.0,CMP
34228,WOX014743,2,ASM,3.4,3.33,0.0,0.0,CMP
34229,WOX014743,3,PACK,1.8,1.76,0.0,0.0,CMP
34230,WOX014744,1,SMT,2.6,2.5,0.0,0.0,CMP
34231,WOX014744,2,ASM,3.4,3.26,0.0,0.0,CMP
34232,WOX014744,3,PACK,1.8,1.73,0.0,0.0,CMP
34233,WOX014745,1,SMT,2.6,2.55,0.0,0.0,CMP
34234,WOX014745,2,ASM,3.4,3.33,0.0,0.0,CMP
34235,WOX014745,3,PACK,1.8,1.76,0.0,0.0,CMP
34236,WOX014746,1,SMT,2.6,2.6,0.0,0.0,CMP
34237,WOX014746,2,ASM,3.4,3.4,0.0,0.0,CMP
34238,WOX014746,3,PACK,1.8,1.8,0.0,0.0,CMP
34239,WOX014747,1,SMT,2.6,2.55,0.0,0.0,CMP
34240,WOX014747,2,ASM,3.4,3.33,0.0,0.0,CMP
34241,WOX014747,3,PACK,1.8,1.76,0.0,0.0,CMP
34242,WOX014748,1,SMT,2.6,2.6,0.0,0.0,CMP
34243,WOX014748,2,ASM,3.4,3.4,0.0,0.0,CMP
34244,WOX014748,3,PACK,1.8,1.8,0.0,0.0,CMP
34245,WOX014749,1,SMT,2.6,2.65,0.0,0.0,CMP
34246,WOX014749,2,ASM,3.4,3.47,0.0,0.0,CMP
34247,WOX014749,3,PACK,1.8,1.84,0.0,0.0,CMP
34248,WOX014750,1,SMT,2.6,2.6,0.0,0.0,CMP
34249,WOX014750,2,ASM,3.4,3.4,0.0,0.0,CMP
34250,WOX014750,3,PACK,1.8,1.8,0.0,0.0,CMP
34251,WOX014751,1,SMT,2.6,2.65,0.0,0.0,CMP
34252,WOX014751,2,ASM,3.4,3.47,0.0,0.0,CMP
34253,WOX014751,3,PACK,1.8,1.84,0.0,0.0,CMP
34254,WOX014752,1,SMT,2.6,2.7,0.0,0.0,CMP
34255,WOX014752,2,ASM,3.4,3.54,0.0,0.0,CMP
34256,WOX014752,3,PACK,1.8,1.87,0.0,0.0,CMP
34257,WOX014753,1,SMT,2.6,2.65,0.0,0.0,CMP
34258,WOX014753,2,ASM,3.4,3.47,0.0,0.0,CMP
34259,WOX014753,3,PACK,1.8,1.84,0.0,0.0,CMP
34260,WOX014754,1,SMT,2.6,2.7,0.0,0.0,CMP
34261,WOX014754,2,ASM,3.4,3.54,0.0,0.0,CMP
34262,WOX014754,3,PACK,1.8,1.87,0.0,0.0,CMP
34263,WOX014755,1,SMT,2.6,2.5,0.0,0.0,CMP
34264,WOX014755,2,ASM,3.4,3.26,0.0,0.0,CMP
34265,WOX014755,3,PACK,1.8,1.73,0.0,0.0,CMP
34266,WOX014756,1,SMT,2.6,2.7,0.0,0.0,CMP
34267,WOX014756,2,ASM,3.4,3.54,0.0,0.0,CMP
34268,WOX014756,3,PACK,1.8,1.87,0.0,0.0,CMP
34269,WOX014757,1,SMT,2.6,2.5,0.0,0.0,CMP
34270,WOX014757,2,ASM,3.4,3.26,0.0,0.0,CMP
34271,WOX014757,3,PACK,1.8,1.73,0.0,0.0,CMP
34272,WOX014758,1,SMT,2.6,2.55,0.0,0.0,CMP
34273,WOX014758,2,ASM,3.4,3.33,0.0,0.0,CMP
34274,WOX014758,3,PACK,1.8,1.76,0.0,0.0,CMP
34275,WOX014759,1,SMT,2.6,2.5,0.0,0.0,CMP
34276,WOX014759,2,ASM,3.4,3.26,0.0,0.0,CMP
34277,WOX014759,3,PACK,1.8,1.73,0.0,0.0,CMP
34278,WOX014760,1,SMT,2.6,2.55,0.0,0.0,CMP
34279,WOX014760,2,ASM,3.4,3.33,0.0,0.0,CMP
34280,WOX014760,3,PACK,1.8,1.76,0.0,0.0,CMP
34281,WOX014761,1,SMT,2.6,2.6,0.0,0.0,CMP
34282,WOX014761,2,ASM,3.4,3.4,0.0,0.0,CMP
34283,WOX014761,3,PACK,1.8,1.8,0.0,0.0,CMP
34284,WOX014762,1,SMT,2.6,2.55,0.0,0.0,CMP
34285,WOX014762,2,ASM,3.4,3.33,0.0,0.0,CMP
34286,WOX014762,3,PACK,1.8,1.76,0.0,0.0,CMP
34287,WOX014763,1,SMT,2.6,2.6,0.0,0.0,CMP
34288,WOX014763,2,ASM,3.4,3.4,0.0,0.0,CMP
34289,WOX014763,3,PACK,1.8,1.8,0.0,0.0,CMP
34290,WOX014764,1,SMT,2.6,2.65,0.0,0.0,CMP
34291,WOX014764,2,ASM,3.4,3.47,0.0,0.0,CMP
34292,WOX014764,3,PACK,1.8,1.84,0.0,0.0,CMP
34293,WOX014765,1,SMT,2.6,2.6,0.0,0.0,CMP
34294,WOX014765,2,ASM,3.4,3.4,0.0,0.0,CMP
34295,WOX014765,3,PACK,1.8,1.8,0.0,0.0,CMP
34296,WOX014766,1,SMT,2.6,2.65,0.0,0.0,CMP
34297,WOX014766,2,ASM,3.4,3.47,0.0,0.0,CMP
34298,WOX014766,3,PACK,1.8,1.84,0.0,0.0,CMP
34299,WOX014767,1,SMT,2.6,2.7,0.0,0.0,CMP
34300,WOX014767,2,ASM,3.4,3.54,0.0,0.0,CMP
34301,WOX014767,3,PACK,1.8,1.87,0.0,0.0,CMP
34302,WOX014768,1,SMT,2.6,2.65,0.0,0.0,CMP
34303,WOX014768,2,ASM,3.4,3.47,0.0,0.0,CMP
34304,WOX014768,3,PACK,1.8,1.84,0.0,0.0,CMP
34305,WOX014769,1,SMT,2.6,2.7,0.0,0.0,CMP
34306,WOX014769,2,ASM,3.4,3.54,0.0,0.0,CMP
34307,WOX014769,3,PACK,1.8,1.87,0.0,0.0,CMP
34308,WOX014770,1,SMT,2.6,2.5,0.0,0.0,CMP
34309,WOX014770,2,ASM,3.4,3.26,0.0,0.0,CMP
34310,WOX014770,3,PACK,1.8,1.73,0.0,0.0,CMP
34311,WOX014771,1,SMT,2.6,2.7,0.0,0.0,CMP
34312,WOX014771,2,ASM,3.4,3.54,0.0,0.0,CMP
34313,WOX014771,3,PACK,1.8,1.87,0.0,0.0,CMP
34314,WOX014772,1,SMT,2.6,2.5,0.0,0.0,CMP
34315,WOX014772,2,ASM,3.4,3.26,0.0,0.0,CMP
34316,WOX014772,3,PACK,1.8,1.73,0.0,0.0,CMP
34317,WOX014773,1,SMT,2.6,2.55,0.0,0.0,CMP
34318,WOX014773,2,ASM,3.4,3.33,0.0,0.0,CMP
34319,WOX014773,3,PACK,1.8,1.76,0.0,0.0,CMP
34320,WOX014774,1,SMT,2.6,2.5,0.0,0.0,CMP
34321,WOX014774,2,ASM,3.4,3.26,0.0,0.0,CMP
34322,WOX014774,3,PACK,1.8,1.73,0.0,0.0,CMP
34323,WOX014775,1,SMT,2.6,2.55,0.0,0.0,CMP
34324,WOX014775,2,ASM,3.4,3.33,0.0,0.0,CMP
34325,WOX014775,3,PACK,1.8,1.76,0.0,0.0,CMP
34326,WOX014776,1,SMT,2.6,2.6,0.0,0.0,CMP
34327,WOX014776,2,ASM,3.4,3.4,0.0,0.0,CMP
34328,WOX014776,3,PACK,1.8,1.8,0.0,0.0,CMP
34329,WOX014777,1,SMT,2.6,2.55,0.0,0.0,CMP
34330,WOX014777,2,ASM,3.4,3.33,0.0,0.0,CMP
34331,WOX014777,3,PACK,1.8,1.76,0.0,0.0,CMP
34332,WOX014778,1,SMT,2.6,2.6,0.0,0.0,CMP
34333,WOX014778,2,ASM,3.4,3.4,0.0,0.0,CMP
34334,WOX014778,3,PACK,1.8,1.8,0.0,0.0,CMP
34335,WOX014779,1,SMT,2.6,2.65,0.0,0.0,CMP
34336,WOX014779,2,ASM,3.4,3.47,0.0,0.0,CMP
34337,WOX014779,3,PACK,1.8,1.84,0.0,0.0,CMP
34338,WOX014780,1,SMT,2.6,2.6,0.0,0.0,CMP
34339,WOX014780,2,ASM,3.4,3.4,0.0,0.0,CMP
34340,WOX014780,3,PACK,1.8,1.8,0.0,0.0,CMP
34341,WOX014781,1,SMT,2.6,2.65,0.0,0.0,CMP
34342,WOX014781,2,ASM,3.4,3.47,0.0,0.0,CMP
34343,WOX014781,3,PACK,1.8,1.84,0.0,0.0,CMP
34344,WOX014782,1,SMT,2.6,2.7,0.0,0.0,CMP
34345,WOX014782,2,ASM,3.4,3.54,0.0,0.0,CMP
34346,WOX014782,3,PACK,1.8,1.87,0.0,0.0,CMP
34347,WOX014783,1,SMT,2.6,2.65,0.0,0.0,CMP
34348,WOX014783,2,ASM,3.4,3.47,0.0,0.0,CMP
34349,WOX014783,3,PACK,1.8,1.84,0.0,0.0,CMP
34350,WOX014784,1,SMT,2.6,2.7,0.0,0.0,CMP
34351,WOX014784,2,ASM,3.4,3.54,0.0,0.0,CMP
34352,WOX014784,3,PACK,1.8,1.87,0.0,0.0,CMP
34353,WOX014785,1,SMT,2.6,2.5,0.0,0.0,CMP
34354,WOX014785,2,ASM,3.4,3.26,0.0,0.0,CMP
34355,WOX014785,3,PACK,1.8,1.73,0.0,0.0,CMP
34356,WOX014786,1,SMT,2.6,2.7,0.0,0.0,CMP
34357,WOX014786,2,ASM,3.4,3.54,0.0,0.0,CMP
