inspection_id,work_order_id,supplier_id,material_id,inspection_dt_key,inspected_qty,reject_qty,inspector_nm,inspection_type_cd,lot_no,sample_size_qty
INSPX094473,,SUP_004,MAT_FG_1002,20240712,130,5,QA_TEAM,IQC,LOT,0
INSPX094474,,SUP_002,MAT_FG_1002,20240713,120,4,QA_TEAM,IQC,LOT,0
INSPX094475,,SUP_003,MAT_FG_1002,20240713,125,5,QA_TEAM,IQC,LOT,0
INSPX094476,,SUP_004,MAT_FG_1002,20240713,130,6,QA_TEAM,IQC,LOT,0
INSPX094477,,SUP_002,MAT_FG_1002,20240714,120,5,QA_TEAM,IQC,LOT,0
INSPX094478,,SUP_003,MAT_FG_1002,20240714,125,6,QA_TEAM,IQC,LOT,0
INSPX094479,,SUP_004,MAT_FG_1002,20240714,130,7,QA_TEAM,IQC,LOT,0
INSPX094480,,SUP_002,MAT_FG_1002,20240715,120,6,QA_TEAM,IQC,LOT,0
INSPX094481,,SUP_003,MAT_FG_1002,20240715,125,7,QA_TEAM,IQC,LOT,0
INSPX094482,,SUP_004,MAT_FG_1002,20240715,130,2,QA_TEAM,IQC,LOT,0
INSPX094483,,SUP_002,MAT_FG_1002,20240716,120,7,QA_TEAM,IQC,LOT,0
INSPX094484,,SUP_003,MAT_FG_1002,20240716,125,2,QA_TEAM,IQC,LOT,0
INSPX094485,,SUP_004,MAT_FG_1002,20240716,130,3,QA_TEAM,IQC,LOT,0
INSPX094486,,SUP_002,MAT_FG_1002,20240717,120,2,QA_TEAM,IQC,LOT,0
INSPX094487,,SUP_003,MAT_FG_1002,20240717,125,3,QA_TEAM,IQC,LOT,0
INSPX094488,,SUP_004,MAT_FG_1002,20240717,130,4,QA_TEAM,IQC,LOT,0
INSPX094489,,SUP_002,MAT_FG_1002,20240718,120,3,QA_TEAM,IQC,LOT,0
INSPX094490,,SUP_003,MAT_FG_1002,20240718,125,4,QA_TEAM,IQC,LOT,0
INSPX094491,,SUP_004,MAT_FG_1002,20240718,130,5,QA_TEAM,IQC,LOT,0
INSPX094492,,SUP_002,MAT_FG_1002,20240719,120,4,QA_TEAM,IQC,LOT,0
INSPX094493,,SUP_003,MAT_FG_1002,20240719,125,5,QA_TEAM,IQC,LOT,0
INSPX094494,,SUP_004,MAT_FG_1002,20240719,130,6,QA_TEAM,IQC,LOT,0
INSPX094495,,SUP_002,MAT_FG_1002,20240720,120,5,QA_TEAM,IQC,LOT,0
INSPX094496,,SUP_003,MAT_FG_1002,20240720,125,6,QA_TEAM,IQC,LOT,0
INSPX094497,,SUP_004,MAT_FG_1002,20240720,130,7,QA_TEAM,IQC,LOT,0
INSPX094498,,SUP_002,MAT_FG_1002,20240721,120,6,QA_TEAM,IQC,LOT,0
INSPX094499,,SUP_003,MAT_FG_1002,20240721,125,7,QA_TEAM,IQC,LOT,0
INSPX094500,,SUP_004,MAT_FG_1002,20240721,130,2,QA_TEAM,IQC,LOT,0
INSPX094501,,SUP_002,MAT_FG_1002,20240722,120,7,QA_TEAM,IQC,LOT,0
INSPX094502,,SUP_003,MAT_FG_1002,20240722,125,2,QA_TEAM,IQC,LOT,0
INSPX094503,,SUP_004,MAT_FG_1002,20240722,130,3,QA_TEAM,IQC,LOT,0
INSPX094504,,SUP_002,MAT_FG_1002,20240723,120,2,QA_TEAM,IQC,LOT,0
INSPX094505,,SUP_003,MAT_FG_1002,20240723,125,3,QA_TEAM,IQC,LOT,0
INSPX094506,,SUP_004,MAT_FG_1002,20240723,130,4,QA_TEAM,IQC,LOT,0
INSPX094507,,SUP_002,MAT_FG_1002,20240724,120,3,QA_TEAM,IQC,LOT,0
INSPX094508,,SUP_003,MAT_FG_1002,20240724,125,4,QA_TEAM,IQC,LOT,0
INSPX094509,,SUP_004,MAT_FG_1002,20240724,130,5,QA_TEAM,IQC,LOT,0
INSPX094510,,SUP_002,MAT_FG_1002,20240725,120,4,QA_TEAM,IQC,LOT,0
INSPX094511,,SUP_003,MAT_FG_1002,20240725,125,5,QA_TEAM,IQC,LOT,0
INSPX094512,,SUP_004,MAT_FG_1002,20240725,130,6,QA_TEAM,IQC,LOT,0
INSPX094513,,SUP_002,MAT_FG_1002,20240726,120,5,QA_TEAM,IQC,LOT,0
INSPX094514,,SUP_003,MAT_FG_1002,20240726,125,6,QA_TEAM,IQC,LOT,0
INSPX094515,,SUP_004,MAT_FG_1002,20240726,130,7,QA_TEAM,IQC,LOT,0
INSPX094516,,SUP_002,MAT_FG_1002,20240727,120,6,QA_TEAM,IQC,LOT,0
INSPX094517,,SUP_003,MAT_FG_1002,20240727,125,7,QA_TEAM,IQC,LOT,0
INSPX094518,,SUP_004,MAT_FG_1002,20240727,130,2,QA_TEAM,IQC,LOT,0
INSPX094519,,SUP_002,MAT_FG_1002,20240728,120,7,QA_TEAM,IQC,LOT,0
INSPX094520,,SUP_003,MAT_FG_1002,20240728,125,2,QA_TEAM,IQC,LOT,0
INSPX094521,,SUP_004,MAT_FG_1002,20240728,130,3,QA_TEAM,IQC,LOT,0
INSPX094522,,SUP_002,MAT_FG_1002,20240729,120,2,QA_TEAM,IQC,LOT,0
INSPX094523,,SUP_003,MAT_FG_1002,20240729,125,3,QA_TEAM,IQC,LOT,0
INSPX094524,,SUP_004,MAT_FG_1002,20240729,130,4,QA_TEAM,IQC,LOT,0
INSPX094525,,SUP_002,MAT_FG_1002,20240730,120,3,QA_TEAM,IQC,LOT,0
INSPX094526,,SUP_003,MAT_FG_1002,20240730,125,4,QA_TEAM,IQC,LOT,0
INSPX094527,,SUP_004,MAT_FG_1002,20240730,130,5,QA_TEAM,IQC,LOT,0
INSPX094528,,SUP_002,MAT_FG_1002,20240731,120,4,QA_TEAM,IQC,LOT,0
INSPX094529,,SUP_003,MAT_FG_1002,20240731,125,5,QA_TEAM,IQC,LOT,0
INSPX094530,,SUP_004,MAT_FG_1002,20240731,130,6,QA_TEAM,IQC,LOT,0
INSPX094531,,SUP_003,MAT_FG_1003,20240701,140,5,QA_TEAM,IQC,LOT,0
INSPX094532,,SUP_004,MAT_FG_1003,20240701,145,6,QA_TEAM,IQC,LOT,0
INSPX094533,,SUP_005,MAT_FG_1003,20240701,150,7,QA_TEAM,IQC,LOT,0
INSPX094534,,SUP_003,MAT_FG_1003,20240702,140,6,QA_TEAM,IQC,LOT,0
INSPX094535,,SUP_004,MAT_FG_1003,20240702,145,7,QA_TEAM,IQC,LOT,0
INSPX094536,,SUP_005,MAT_FG_1003,20240702,150,2,QA_TEAM,IQC,LOT,0
INSPX094537,,SUP_003,MAT_FG_1003,20240703,140,7,QA_TEAM,IQC,LOT,0
INSPX094538,,SUP_004,MAT_FG_1003,20240703,145,2,QA_TEAM,IQC,LOT,0
INSPX094539,,SUP_005,MAT_FG_1003,20240703,150,3,QA_TEAM,IQC,LOT,0
INSPX094540,,SUP_003,MAT_FG_1003,20240704,140,2,QA_TEAM,IQC,LOT,0
INSPX094541,,SUP_004,MAT_FG_1003,20240704,145,3,QA_TEAM,IQC,LOT,0
INSPX094542,,SUP_005,MAT_FG_1003,20240704,150,4,QA_TEAM,IQC,LOT,0
INSPX094543,,SUP_003,MAT_FG_1003,20240705,140,3,QA_TEAM,IQC,LOT,0
INSPX094544,,SUP_004,MAT_FG_1003,20240705,145,4,QA_TEAM,IQC,LOT,0
INSPX094545,,SUP_005,MAT_FG_1003,20240705,150,5,QA_TEAM,IQC,LOT,0
INSPX094546,,SUP_003,MAT_FG_1003,20240706,140,4,QA_TEAM,IQC,LOT,0
INSPX094547,,SUP_004,MAT_FG_1003,20240706,145,5,QA_TEAM,IQC,LOT,0
INSPX094548,,SUP_005,MAT_FG_1003,20240706,150,6,QA_TEAM,IQC,LOT,0
INSPX094549,,SUP_003,MAT_FG_1003,20240707,140,5,QA_TEAM,IQC,LOT,0
INSPX094550,,SUP_004,MAT_FG_1003,20240707,145,6,QA_TEAM,IQC,LOT,0
INSPX094551,,SUP_005,MAT_FG_1003,20240707,150,7,QA_TEAM,IQC,LOT,0
INSPX094552,,SUP_003,MAT_FG_1003,20240708,140,6,QA_TEAM,IQC,LOT,0
INSPX094553,,SUP_004,MAT_FG_1003,20240708,145,7,QA_TEAM,IQC,LOT,0
INSPX094554,,SUP_005,MAT_FG_1003,20240708,150,2,QA_TEAM,IQC,LOT,0
INSPX094555,,SUP_003,MAT_FG_1003,20240709,140,7,QA_TEAM,IQC,LOT,0
INSPX094556,,SUP_004,MAT_FG_1003,20240709,145,2,QA_TEAM,IQC,LOT,0
INSPX094557,,SUP_005,MAT_FG_1003,20240709,150,3,QA_TEAM,IQC,LOT,0
INSPX094558,,SUP_003,MAT_FG_1003,20240710,140,2,QA_TEAM,IQC,LOT,0
INSPX094559,,SUP_004,MAT_FG_1003,20240710,145,3,QA_TEAM,IQC,LOT,0
INSPX094560,,SUP_005,MAT_FG_1003,20240710,150,4,QA_TEAM,IQC,LOT,0
INSPX094561,,SUP_003,MAT_FG_1003,20240711,140,3,QA_TEAM,IQC,LOT,0
INSPX094562,,SUP_004,MAT_FG_1003,20240711,145,4,QA_TEAM,IQC,LOT,0
INSPX094563,,SUP_005,MAT_FG_1003,20240711,150,5,QA_TEAM,IQC,LOT,0
INSPX094564,,SUP_003,MAT_FG_1003,20240712,140,4,QA_TEAM,IQC,LOT,0
INSPX094565,,SUP_004,MAT_FG_1003,20240712,145,5,QA_TEAM,IQC,LOT,0
INSPX094566,,SUP_005,MAT_FG_1003,20240712,150,6,QA_TEAM,IQC,LOT,0
INSPX094567,,SUP_003,MAT_FG_1003,20240713,140,5,QA_TEAM,IQC,LOT,0
INSPX094568,,SUP_004,MAT_FG_1003,20240713,145,6,QA_TEAM,IQC,LOT,0
INSPX094569,,SUP_005,MAT_FG_1003,20240713,150,7,QA_TEAM,IQC,LOT,0
INSPX094570,,SUP_003,MAT_FG_1003,20240714,140,6,QA_TEAM,IQC,LOT,0
INSPX094571,,SUP_004,MAT_FG_1003,20240714,145,7,QA_TEAM,IQC,LOT,0
INSPX094572,,SUP_005,MAT_FG_1003,20240714,150,2,QA_TEAM,IQC,LOT,0
INSPX094573,,SUP_003,MAT_FG_1003,20240715,140,7,QA_TEAM,IQC,LOT,0
INSPX094574,,SUP_004,MAT_FG_1003,20240715,145,2,QA_TEAM,IQC,LOT,0
INSPX094575,,SUP_005,MAT_FG_1003,20240715,150,3,QA_TEAM,IQC,LOT,0
INSPX094576,,SUP_003,MAT_FG_1003,20240716,140,2,QA_TEAM,IQC,LOT,0
INSPX094577,,SUP_004,MAT_FG_1003,20240716,145,3,QA_TEAM,IQC,LOT,0
INSPX094578,,SUP_005,MAT_FG_1003,20240716,150,4,QA_TEAM,IQC,LOT,0
INSPX094579,,SUP_003,MAT_FG_1003,20240717,140,3,QA_TEAM,IQC,LOT,0
INSPX094580,,SUP_004,MAT_FG_1003,20240717,145,4,QA_TEAM,IQC,LOT,0
INSPX094581,,SUP_005,MAT_FG_1003,20240717,150,5,QA_TEAM,IQC,LOT,0
INSPX094582,,SUP_003,MAT_FG_1003,20240718,140,4,QA_TEAM,IQC,LOT,0
INSPX094583,,SUP_004,MAT_FG_1003,20240718,145,5,QA_TEAM,IQC,LOT,0
INSPX094584,,SUP_005,MAT_FG_1003,20240718,150,6,QA_TEAM,IQC,LOT,0
INSPX094585,,SUP_003,MAT_FG_1003,20240719,140,5,QA_TEAM,IQC,LOT,0
INSPX094586,,SUP_004,MAT_FG_1003,20240719,145,6,QA_TEAM,IQC,LOT,0
INSPX094587,,SUP_005,MAT_FG_1003,20240719,150,7,QA_TEAM,IQC,LOT,0
INSPX094588,,SUP_003,MAT_FG_1003,20240720,140,6,QA_TEAM,IQC,LOT,0
INSPX094589,,SUP_004,MAT_FG_1003,20240720,145,7,QA_TEAM,IQC,LOT,0
INSPX094590,,SUP_005,MAT_FG_1003,20240720,150,2,QA_TEAM,IQC,LOT,0
INSPX094591,,SUP_003,MAT_FG_1003,20240721,140,7,QA_TEAM,IQC,LOT,0
INSPX094592,,SUP_004,MAT_FG_1003,20240721,145,2,QA_TEAM,IQC,LOT,0
INSPX094593,,SUP_005,MAT_FG_1003,20240721,150,3,QA_TEAM,IQC,LOT,0
INSPX094594,,SUP_003,MAT_FG_1003,20240722,140,2,QA_TEAM,IQC,LOT,0
INSPX094595,,SUP_004,MAT_FG_1003,20240722,145,3,QA_TEAM,IQC,LOT,0
INSPX094596,,SUP_005,MAT_FG_1003,20240722,150,4,QA_TEAM,IQC,LOT,0
INSPX094597,,SUP_003,MAT_FG_1003,20240723,140,3,QA_TEAM,IQC,LOT,0
INSPX094598,,SUP_004,MAT_FG_1003,20240723,145,4,QA_TEAM,IQC,LOT,0
INSPX094599,,SUP_005,MAT_FG_1003,20240723,150,5,QA_TEAM,IQC,LOT,0
INSPX094600,,SUP_003,MAT_FG_1003,20240724,140,4,QA_TEAM,IQC,LOT,0
INSPX094601,,SUP_004,MAT_FG_1003,20240724,145,5,QA_TEAM,IQC,LOT,0
INSPX094602,,SUP_005,MAT_FG_1003,20240724,150,6,QA_TEAM,IQC,LOT,0
INSPX094603,,SUP_003,MAT_FG_1003,20240725,140,5,QA_TEAM,IQC,LOT,0
INSPX094604,,SUP_004,MAT_FG_1003,20240725,145,6,QA_TEAM,IQC,LOT,0
INSPX094605,,SUP_005,MAT_FG_1003,20240725,150,7,QA_TEAM,IQC,LOT,0
INSPX094606,,SUP_003,MAT_FG_1003,20240726,140,6,QA_TEAM,IQC,LOT,0
INSPX094607,,SUP_004,MAT_FG_1003,20240726,145,7,QA_TEAM,IQC,LOT,0
INSPX094608,,SUP_005,MAT_FG_1003,20240726,150,2,QA_TEAM,IQC,LOT,0
INSPX094609,,SUP_003,MAT_FG_1003,20240727,140,7,QA_TEAM,IQC,LOT,0
INSPX094610,,SUP_004,MAT_FG_1003,20240727,145,2,QA_TEAM,IQC,LOT,0
INSPX094611,,SUP_005,MAT_FG_1003,20240727,150,3,QA_TEAM,IQC,LOT,0
INSPX094612,,SUP_003,MAT_FG_1003,20240728,140,2,QA_TEAM,IQC,LOT,0
INSPX094613,,SUP_004,MAT_FG_1003,20240728,145,3,QA_TEAM,IQC,LOT,0
INSPX094614,,SUP_005,MAT_FG_1003,20240728,150,4,QA_TEAM,IQC,LOT,0
INSPX094615,,SUP_003,MAT_FG_1003,20240729,140,3,QA_TEAM,IQC,LOT,0
INSPX094616,,SUP_004,MAT_FG_1003,20240729,145,4,QA_TEAM,IQC,LOT,0
INSPX094617,,SUP_005,MAT_FG_1003,20240729,150,5,QA_TEAM,IQC,LOT,0
INSPX094618,,SUP_003,MAT_FG_1003,20240730,140,4,QA_TEAM,IQC,LOT,0
INSPX094619,,SUP_004,MAT_FG_1003,20240730,145,5,QA_TEAM,IQC,LOT,0
INSPX094620,,SUP_005,MAT_FG_1003,20240730,150,6,QA_TEAM,IQC,LOT,0
INSPX094621,,SUP_003,MAT_FG_1003,20240731,140,5,QA_TEAM,IQC,LOT,0
INSPX094622,,SUP_004,MAT_FG_1003,20240731,145,6,QA_TEAM,IQC,LOT,0
INSPX094623,,SUP_005,MAT_FG_1003,20240731,150,7,QA_TEAM,IQC,LOT,0
INSPX094624,,SUP_004,MAT_FG_1004,20240701,160,6,QA_TEAM,IQC,LOT,0
INSPX094625,,SUP_005,MAT_FG_1004,20240701,165,7,QA_TEAM,IQC,LOT,0
INSPX094626,,SUP_006,MAT_FG_1004,20240701,170,2,QA_TEAM,IQC,LOT,0
INSPX094627,,SUP_004,MAT_FG_1004,20240702,160,7,QA_TEAM,IQC,LOT,0
INSPX094628,,SUP_005,MAT_FG_1004,20240702,165,2,QA_TEAM,IQC,LOT,0
INSPX094629,,SUP_006,MAT_FG_1004,20240702,170,3,QA_TEAM,IQC,LOT,0
INSPX094630,,SUP_004,MAT_FG_1004,20240703,160,2,QA_TEAM,IQC,LOT,0
INSPX094631,,SUP_005,MAT_FG_1004,20240703,165,3,QA_TEAM,IQC,LOT,0
INSPX094632,,SUP_006,MAT_FG_1004,20240703,170,4,QA_TEAM,IQC,LOT,0
INSPX094633,,SUP_004,MAT_FG_1004,20240704,160,3,QA_TEAM,IQC,LOT,0
INSPX094634,,SUP_005,MAT_FG_1004,20240704,165,4,QA_TEAM,IQC,LOT,0
INSPX094635,,SUP_006,MAT_FG_1004,20240704,170,5,QA_TEAM,IQC,LOT,0
INSPX094636,,SUP_004,MAT_FG_1004,20240705,160,4,QA_TEAM,IQC,LOT,0
INSPX094637,,SUP_005,MAT_FG_1004,20240705,165,5,QA_TEAM,IQC,LOT,0
INSPX094638,,SUP_006,MAT_FG_1004,20240705,170,6,QA_TEAM,IQC,LOT,0
INSPX094639,,SUP_004,MAT_FG_1004,20240706,160,5,QA_TEAM,IQC,LOT,0
INSPX094640,,SUP_005,MAT_FG_1004,20240706,165,6,QA_TEAM,IQC,LOT,0
INSPX094641,,SUP_006,MAT_FG_1004,20240706,170,7,QA_TEAM,IQC,LOT,0
INSPX094642,,SUP_004,MAT_FG_1004,20240707,160,6,QA_TEAM,IQC,LOT,0
INSPX094643,,SUP_005,MAT_FG_1004,20240707,165,7,QA_TEAM,IQC,LOT,0
INSPX094644,,SUP_006,MAT_FG_1004,20240707,170,2,QA_TEAM,IQC,LOT,0
INSPX094645,,SUP_004,MAT_FG_1004,20240708,160,7,QA_TEAM,IQC,LOT,0
INSPX094646,,SUP_005,MAT_FG_1004,20240708,165,2,QA_TEAM,IQC,LOT,0
INSPX094647,,SUP_006,MAT_FG_1004,20240708,170,3,QA_TEAM,IQC,LOT,0
INSPX094648,,SUP_004,MAT_FG_1004,20240709,160,2,QA_TEAM,IQC,LOT,0
INSPX094649,,SUP_005,MAT_FG_1004,20240709,165,3,QA_TEAM,IQC,LOT,0
INSPX094650,,SUP_006,MAT_FG_1004,20240709,170,4,QA_TEAM,IQC,LOT,0
INSPX094651,,SUP_004,MAT_FG_1004,20240710,160,3,QA_TEAM,IQC,LOT,0
INSPX094652,,SUP_005,MAT_FG_1004,20240710,165,4,QA_TEAM,IQC,LOT,0
INSPX094653,,SUP_006,MAT_FG_1004,20240710,170,5,QA_TEAM,IQC,LOT,0
INSPX094654,,SUP_004,MAT_FG_1004,20240711,160,4,QA_TEAM,IQC,LOT,0
INSPX094655,,SUP_005,MAT_FG_1004,20240711,165,5,QA_TEAM,IQC,LOT,0
INSPX094656,,SUP_006,MAT_FG_1004,20240711,170,6,QA_TEAM,IQC,LOT,0
INSPX094657,,SUP_004,MAT_FG_1004,20240712,160,5,QA_TEAM,IQC,LOT,0
INSPX094658,,SUP_005,MAT_FG_1004,20240712,165,6,QA_TEAM,IQC,LOT,0
INSPX094659,,SUP_006,MAT_FG_1004,20240712,170,7,QA_TEAM,IQC,LOT,0
INSPX094660,,SUP_004,MAT_FG_1004,20240713,160,6,QA_TEAM,IQC,LOT,0
INSPX094661,,SUP_005,MAT_FG_1004,20240713,165,7,QA_TEAM,IQC,LOT,0
INSPX094662,,SUP_006,MAT_FG_1004,20240713,170,2,QA_TEAM,IQC,LOT,0
INSPX094663,,SUP_004,MAT_FG_1004,20240714,160,7,QA_TEAM,IQC,LOT,0
INSPX094664,,SUP_005,MAT_FG_1004,20240714,165,2,QA_TEAM,IQC,LOT,0
INSPX094665,,SUP_006,MAT_FG_1004,20240714,170,3,QA_TEAM,IQC,LOT,0
INSPX094666,,SUP_004,MAT_FG_1004,20240715,160,2,QA_TEAM,IQC,LOT,0
INSPX094667,,SUP_005,MAT_FG_1004,20240715,165,3,QA_TEAM,IQC,LOT,0
INSPX094668,,SUP_006,MAT_FG_1004,20240715,170,4,QA_TEAM,IQC,LOT,0
INSPX094669,,SUP_004,MAT_FG_1004,20240716,160,3,QA_TEAM,IQC,LOT,0
INSPX094670,,SUP_005,MAT_FG_1004,20240716,165,4,QA_TEAM,IQC,LOT,0
INSPX094671,,SUP_006,MAT_FG_1004,20240716,170,5,QA_TEAM,IQC,LOT,0
INSPX094672,,SUP_004,MAT_FG_1004,20240717,160,4,QA_TEAM,IQC,LOT,0
INSPX094673,,SUP_005,MAT_FG_1004,20240717,165,5,QA_TEAM,IQC,LOT,0
INSPX094674,,SUP_006,MAT_FG_1004,20240717,170,6,QA_TEAM,IQC,LOT,0
INSPX094675,,SUP_004,MAT_FG_1004,20240718,160,5,QA_TEAM,IQC,LOT,0
INSPX094676,,SUP_005,MAT_FG_1004,20240718,165,6,QA_TEAM,IQC,LOT,0
INSPX094677,,SUP_006,MAT_FG_1004,20240718,170,7,QA_TEAM,IQC,LOT,0
INSPX094678,,SUP_004,MAT_FG_1004,20240719,160,6,QA_TEAM,IQC,LOT,0
INSPX094679,,SUP_005,MAT_FG_1004,20240719,165,7,QA_TEAM,IQC,LOT,0
INSPX094680,,SUP_006,MAT_FG_1004,20240719,170,2,QA_TEAM,IQC,LOT,0
INSPX094681,,SUP_004,MAT_FG_1004,20240720,160,7,QA_TEAM,IQC,LOT,0
INSPX094682,,SUP_005,MAT_FG_1004,20240720,165,2,QA_TEAM,IQC,LOT,0
INSPX094683,,SUP_006,MAT_FG_1004,20240720,170,3,QA_TEAM,IQC,LOT,0
INSPX094684,,SUP_004,MAT_FG_1004,20240721,160,2,QA_TEAM,IQC,LOT,0
INSPX094685,,SUP_005,MAT_FG_1004,20240721,165,3,QA_TEAM,IQC,LOT,0
INSPX094686,,SUP_006,MAT_FG_1004,20240721,170,4,QA_TEAM,IQC,LOT,0
INSPX094687,,SUP_004,MAT_FG_1004,20240722,160,3,QA_TEAM,IQC,LOT,0
INSPX094688,,SUP_005,MAT_FG_1004,20240722,165,4,QA_TEAM,IQC,LOT,0
INSPX094689,,SUP_006,MAT_FG_1004,20240722,170,5,QA_TEAM,IQC,LOT,0
INSPX094690,,SUP_004,MAT_FG_1004,20240723,160,4,QA_TEAM,IQC,LOT,0
INSPX094691,,SUP_005,MAT_FG_1004,20240723,165,5,QA_TEAM,IQC,LOT,0
INSPX094692,,SUP_006,MAT_FG_1004,20240723,170,6,QA_TEAM,IQC,LOT,0
INSPX094693,,SUP_004,MAT_FG_1004,20240724,160,5,QA_TEAM,IQC,LOT,0
INSPX094694,,SUP_005,MAT_FG_1004,20240724,165,6,QA_TEAM,IQC,LOT,0
INSPX094695,,SUP_006,MAT_FG_1004,20240724,170,7,QA_TEAM,IQC,LOT,0
INSPX094696,,SUP_004,MAT_FG_1004,20240725,160,6,QA_TEAM,IQC,LOT,0
INSPX094697,,SUP_005,MAT_FG_1004,20240725,165,7,QA_TEAM,IQC,LOT,0
INSPX094698,,SUP_006,MAT_FG_1004,20240725,170,2,QA_TEAM,IQC,LOT,0
INSPX094699,,SUP_004,MAT_FG_1004,20240726,160,7,QA_TEAM,IQC,LOT,0
INSPX094700,,SUP_005,MAT_FG_1004,20240726,165,2,QA_TEAM,IQC,LOT,0
INSPX094701,,SUP_006,MAT_FG_1004,20240726,170,3,QA_TEAM,IQC,LOT,0
INSPX094702,,SUP_004,MAT_FG_1004,20240727,160,2,QA_TEAM,IQC,LOT,0
INSPX094703,,SUP_005,MAT_FG_1004,20240727,165,3,QA_TEAM,IQC,LOT,0
INSPX094704,,SUP_006,MAT_FG_1004,20240727,170,4,QA_TEAM,IQC,LOT,0
INSPX094705,,SUP_004,MAT_FG_1004,20240728,160,3,QA_TEAM,IQC,LOT,0
INSPX094706,,SUP_005,MAT_FG_1004,20240728,165,4,QA_TEAM,IQC,LOT,0
INSPX094707,,SUP_006,MAT_FG_1004,20240728,170,5,QA_TEAM,IQC,LOT,0
INSPX094708,,SUP_004,MAT_FG_1004,20240729,160,4,QA_TEAM,IQC,LOT,0
INSPX094709,,SUP_005,MAT_FG_1004,20240729,165,5,QA_TEAM,IQC,LOT,0
INSPX094710,,SUP_006,MAT_FG_1004,20240729,170,6,QA_TEAM,IQC,LOT,0
INSPX094711,,SUP_004,MAT_FG_1004,20240730,160,5,QA_TEAM,IQC,LOT,0
INSPX094712,,SUP_005,MAT_FG_1004,20240730,165,6,QA_TEAM,IQC,LOT,0
INSPX094713,,SUP_006,MAT_FG_1004,20240730,170,7,QA_TEAM,IQC,LOT,0
INSPX094714,,SUP_004,MAT_FG_1004,20240731,160,6,QA_TEAM,IQC,LOT,0
INSPX094715,,SUP_005,MAT_FG_1004,20240731,165,7,QA_TEAM,IQC,LOT,0
INSPX094716,,SUP_006,MAT_FG_1004,20240731,170,2,QA_TEAM,IQC,LOT,0
INSPX094717,,SUP_005,MAT_FG_1005,20240701,100,7,QA_TEAM,IQC,LOT,0
INSPX094718,,SUP_006,MAT_FG_1005,20240701,105,2,QA_TEAM,IQC,LOT,0
INSPX094719,,SUP_001,MAT_FG_1005,20240701,110,3,QA_TEAM,IQC,LOT,0
INSPX094720,,SUP_005,MAT_FG_1005,20240702,100,2,QA_TEAM,IQC,LOT,0
INSPX094721,,SUP_006,MAT_FG_1005,20240702,105,3,QA_TEAM,IQC,LOT,0
INSPX094722,,SUP_001,MAT_FG_1005,20240702,110,4,QA_TEAM,IQC,LOT,0
INSPX094723,,SUP_005,MAT_FG_1005,20240703,100,3,QA_TEAM,IQC,LOT,0
INSPX094724,,SUP_006,MAT_FG_1005,20240703,105,4,QA_TEAM,IQC,LOT,0
INSPX094725,,SUP_001,MAT_FG_1005,20240703,110,5,QA_TEAM,IQC,LOT,0
INSPX094726,,SUP_005,MAT_FG_1005,20240704,100,4,QA_TEAM,IQC,LOT,0
INSPX094727,,SUP_006,MAT_FG_1005,20240704,105,5,QA_TEAM,IQC,LOT,0
INSPX094728,,SUP_001,MAT_FG_1005,20240704,110,6,QA_TEAM,IQC,LOT,0
INSPX094729,,SUP_005,MAT_FG_1005,20240705,100,5,QA_TEAM,IQC,LOT,0
INSPX094730,,SUP_006,MAT_FG_1005,20240705,105,6,QA_TEAM,IQC,LOT,0
INSPX094731,,SUP_001,MAT_FG_1005,20240705,110,7,QA_TEAM,IQC,LOT,0
INSPX094732,,SUP_005,MAT_FG_1005,20240706,100,6,QA_TEAM,IQC,LOT,0
INSPX094733,,SUP_006,MAT_FG_1005,20240706,105,7,QA_TEAM,IQC,LOT,0
INSPX094734,,SUP_001,MAT_FG_1005,20240706,110,2,QA_TEAM,IQC,LOT,0
INSPX094735,,SUP_005,MAT_FG_1005,20240707,100,7,QA_TEAM,IQC,LOT,0
INSPX094736,,SUP_006,MAT_FG_1005,20240707,105,2,QA_TEAM,IQC,LOT,0
INSPX094737,,SUP_001,MAT_FG_1005,20240707,110,3,QA_TEAM,IQC,LOT,0
INSPX094738,,SUP_005,MAT_FG_1005,20240708,100,2,QA_TEAM,IQC,LOT,0
INSPX094739,,SUP_006,MAT_FG_1005,20240708,105,3,QA_TEAM,IQC,LOT,0
INSPX094740,,SUP_001,MAT_FG_1005,20240708,110,4,QA_TEAM,IQC,LOT,0
INSPX094741,,SUP_005,MAT_FG_1005,20240709,100,3,QA_TEAM,IQC,LOT,0
INSPX094742,,SUP_006,MAT_FG_1005,20240709,105,4,QA_TEAM,IQC,LOT,0
INSPX094743,,SUP_001,MAT_FG_1005,20240709,110,5,QA_TEAM,IQC,LOT,0
INSPX094744,,SUP_005,MAT_FG_1005,20240710,100,4,QA_TEAM,IQC,LOT,0
INSPX094745,,SUP_006,MAT_FG_1005,20240710,105,5,QA_TEAM,IQC,LOT,0
INSPX094746,,SUP_001,MAT_FG_1005,20240710,110,6,QA_TEAM,IQC,LOT,0
INSPX094747,,SUP_005,MAT_FG_1005,20240711,100,5,QA_TEAM,IQC,LOT,0
INSPX094748,,SUP_006,MAT_FG_1005,20240711,105,6,QA_TEAM,IQC,LOT,0
INSPX094749,,SUP_001,MAT_FG_1005,20240711,110,7,QA_TEAM,IQC,LOT,0
INSPX094750,,SUP_005,MAT_FG_1005,20240712,100,6,QA_TEAM,IQC,LOT,0
