sales_order_id,customer_id,order_type_cd,sales_order_status_cd,order_date_key,req_delv_date_key,plant_id,sales_org_cd,currency_cd,biz_unit_cd,sales_channel_cd,incoterm_cd,created_by
SOX012209,CUS_004,RPL,SHP,20240419,20240424,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012210,CUS_004,EXP,REL,20240420,20240425,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012211,CUS_004,STD,REL,20240421,20240426,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012212,CUS_004,RPL,SHP,20240422,20240427,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012213,CUS_004,EXP,REL,20240423,20240428,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012214,CUS_004,STD,REL,20240424,20240429,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012215,CUS_004,RPL,SHP,20240425,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012216,CUS_004,EXP,REL,20240426,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012217,CUS_004,STD,REL,20240427,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012218,CUS_004,RPL,CNL,20240428,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012219,CUS_004,EXP,REL,20240429,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012220,CUS_004,STD,REL,20240430,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012221,CUS_004,RPL,SHP,20240401,20240406,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012222,CUS_004,EXP,REL,20240402,20240407,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012223,CUS_004,STD,REL,20240403,20240408,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012224,CUS_004,RPL,SHP,20240404,20240409,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012225,CUS_004,EXP,REL,20240405,20240410,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012226,CUS_004,STD,REL,20240406,20240411,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012227,CUS_004,RPL,SHP,20240407,20240412,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012228,CUS_004,EXP,REL,20240408,20240413,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012229,CUS_004,STD,REL,20240409,20240414,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012230,CUS_004,RPL,SHP,20240410,20240415,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012231,CUS_004,EXP,REL,20240411,20240416,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012232,CUS_004,STD,REL,20240412,20240417,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012233,CUS_004,RPL,SHP,20240413,20240418,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012234,CUS_004,EXP,REL,20240414,20240419,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012235,CUS_004,STD,REL,20240415,20240420,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012236,CUS_004,RPL,SHP,20240416,20240421,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012237,CUS_004,EXP,CNL,20240417,20240422,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012238,CUS_004,STD,REL,20240418,20240423,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012239,CUS_004,RPL,SHP,20240419,20240424,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012240,CUS_004,EXP,REL,20240420,20240425,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012241,CUS_005,EXP,CNL,20240401,20240406,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012242,CUS_005,STD,REL,20240402,20240407,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012243,CUS_005,RPL,REL,20240403,20240408,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012244,CUS_005,EXP,SHP,20240404,20240409,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012245,CUS_005,STD,REL,20240405,20240410,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012246,CUS_005,RPL,REL,20240406,20240411,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012247,CUS_005,EXP,SHP,20240407,20240412,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012248,CUS_005,STD,REL,20240408,20240413,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012249,CUS_005,RPL,REL,20240409,20240414,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012250,CUS_005,EXP,SHP,20240410,20240415,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012251,CUS_005,STD,REL,20240411,20240416,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012252,CUS_005,RPL,REL,20240412,20240417,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012253,CUS_005,EXP,SHP,20240413,20240418,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012254,CUS_005,STD,REL,20240414,20240419,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012255,CUS_005,RPL,REL,20240415,20240420,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012256,CUS_005,EXP,SHP,20240416,20240421,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012257,CUS_005,STD,REL,20240417,20240422,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012258,CUS_005,RPL,REL,20240418,20240423,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012259,CUS_005,EXP,SHP,20240419,20240424,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012260,CUS_005,STD,CNL,20240420,20240425,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012261,CUS_005,RPL,REL,20240421,20240426,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012262,CUS_005,EXP,SHP,20240422,20240427,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012263,CUS_005,STD,REL,20240423,20240428,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012264,CUS_005,RPL,REL,20240424,20240429,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012265,CUS_005,EXP,SHP,20240425,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012266,CUS_005,STD,REL,20240426,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012267,CUS_005,RPL,REL,20240427,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012268,CUS_005,EXP,SHP,20240428,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012269,CUS_005,STD,REL,20240429,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012270,CUS_005,RPL,REL,20240430,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012271,CUS_005,EXP,SHP,20240401,20240406,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012272,CUS_005,STD,REL,20240402,20240407,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012273,CUS_005,RPL,REL,20240403,20240408,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012274,CUS_005,EXP,SHP,20240404,20240409,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012275,CUS_005,STD,REL,20240405,20240410,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012276,CUS_005,RPL,REL,20240406,20240411,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012277,CUS_005,EXP,SHP,20240407,20240412,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012278,CUS_005,STD,REL,20240408,20240413,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012279,CUS_005,RPL,CNL,20240409,20240414,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012280,CUS_005,EXP,SHP,20240410,20240415,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012281,CUS_005,STD,REL,20240411,20240416,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012282,CUS_005,RPL,REL,20240412,20240417,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012283,CUS_005,EXP,SHP,20240413,20240418,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012284,CUS_005,STD,REL,20240414,20240419,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012285,CUS_005,RPL,REL,20240415,20240420,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012286,CUS_005,EXP,SHP,20240416,20240421,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012287,CUS_005,STD,REL,20240417,20240422,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012288,CUS_005,RPL,REL,20240418,20240423,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012289,CUS_005,EXP,SHP,20240419,20240424,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012290,CUS_005,STD,REL,20240420,20240425,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012291,CUS_005,RPL,REL,20240421,20240426,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012292,CUS_005,EXP,SHP,20240422,20240427,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012293,CUS_005,STD,REL,20240423,20240428,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012294,CUS_005,RPL,REL,20240424,20240429,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012295,CUS_005,EXP,SHP,20240425,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012296,CUS_005,STD,REL,20240426,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012297,CUS_005,RPL,REL,20240427,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012298,CUS_005,EXP,CNL,20240428,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012299,CUS_005,STD,REL,20240429,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012300,CUS_005,RPL,REL,20240430,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012301,CUS_005,EXP,SHP,20240401,20240406,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012302,CUS_005,STD,REL,20240402,20240407,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012303,CUS_005,RPL,REL,20240403,20240408,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012304,CUS_005,EXP,SHP,20240404,20240409,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012305,CUS_005,STD,REL,20240405,20240410,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012306,CUS_005,RPL,REL,20240406,20240411,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012307,CUS_005,EXP,SHP,20240407,20240412,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012308,CUS_005,STD,REL,20240408,20240413,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012309,CUS_005,RPL,REL,20240409,20240414,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012310,CUS_005,EXP,SHP,20240410,20240415,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012311,CUS_005,STD,REL,20240411,20240416,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012312,CUS_005,RPL,REL,20240412,20240417,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012313,CUS_005,EXP,SHP,20240413,20240418,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012314,CUS_005,STD,REL,20240414,20240419,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012315,CUS_005,RPL,REL,20240415,20240420,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012316,CUS_005,EXP,SHP,20240416,20240421,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012317,CUS_005,STD,CNL,20240417,20240422,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012318,CUS_005,RPL,REL,20240418,20240423,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012319,CUS_005,EXP,SHP,20240419,20240424,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012320,CUS_005,STD,REL,20240420,20240425,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012321,CUS_006,STD,CNL,20240401,20240406,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012322,CUS_006,RPL,REL,20240402,20240407,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012323,CUS_006,EXP,REL,20240403,20240408,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012324,CUS_006,STD,SHP,20240404,20240409,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012325,CUS_006,RPL,REL,20240405,20240410,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012326,CUS_006,EXP,REL,20240406,20240411,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012327,CUS_006,STD,SHP,20240407,20240412,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012328,CUS_006,RPL,REL,20240408,20240413,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012329,CUS_006,EXP,REL,20240409,20240414,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012330,CUS_006,STD,SHP,20240410,20240415,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012331,CUS_006,RPL,REL,20240411,20240416,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012332,CUS_006,EXP,REL,20240412,20240417,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012333,CUS_006,STD,SHP,20240413,20240418,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012334,CUS_006,RPL,REL,20240414,20240419,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012335,CUS_006,EXP,REL,20240415,20240420,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012336,CUS_006,STD,SHP,20240416,20240421,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012337,CUS_006,RPL,REL,20240417,20240422,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012338,CUS_006,EXP,REL,20240418,20240423,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012339,CUS_006,STD,SHP,20240419,20240424,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012340,CUS_006,RPL,CNL,20240420,20240425,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012341,CUS_006,EXP,REL,20240421,20240426,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012342,CUS_006,STD,SHP,20240422,20240427,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012343,CUS_006,RPL,REL,20240423,20240428,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012344,CUS_006,EXP,REL,20240424,20240429,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012345,CUS_006,STD,SHP,20240425,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012346,CUS_006,RPL,REL,20240426,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012347,CUS_006,EXP,REL,20240427,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012348,CUS_006,STD,SHP,20240428,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012349,CUS_006,RPL,REL,20240429,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012350,CUS_006,EXP,REL,20240430,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012351,CUS_006,STD,SHP,20240401,20240406,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012352,CUS_006,RPL,REL,20240402,20240407,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012353,CUS_006,EXP,REL,20240403,20240408,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012354,CUS_006,STD,SHP,20240404,20240409,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012355,CUS_006,RPL,REL,20240405,20240410,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012356,CUS_006,EXP,REL,20240406,20240411,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012357,CUS_006,STD,SHP,20240407,20240412,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012358,CUS_006,RPL,REL,20240408,20240413,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012359,CUS_006,EXP,CNL,20240409,20240414,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012360,CUS_006,STD,SHP,20240410,20240415,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012361,CUS_006,RPL,REL,20240411,20240416,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012362,CUS_006,EXP,REL,20240412,20240417,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012363,CUS_006,STD,SHP,20240413,20240418,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012364,CUS_006,RPL,REL,20240414,20240419,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012365,CUS_006,EXP,REL,20240415,20240420,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012366,CUS_006,STD,SHP,20240416,20240421,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012367,CUS_006,RPL,REL,20240417,20240422,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012368,CUS_006,EXP,REL,20240418,20240423,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012369,CUS_006,STD,SHP,20240419,20240424,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012370,CUS_006,RPL,REL,20240420,20240425,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012371,CUS_006,EXP,REL,20240421,20240426,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012372,CUS_006,STD,SHP,20240422,20240427,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012373,CUS_006,RPL,REL,20240423,20240428,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012374,CUS_006,EXP,REL,20240424,20240429,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012375,CUS_006,STD,SHP,20240425,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012376,CUS_006,RPL,REL,20240426,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012377,CUS_006,EXP,REL,20240427,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012378,CUS_006,STD,CNL,20240428,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012379,CUS_006,RPL,REL,20240429,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012380,CUS_006,EXP,REL,20240430,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012381,CUS_006,STD,SHP,20240401,20240406,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012382,CUS_006,RPL,REL,20240402,20240407,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012383,CUS_006,EXP,REL,20240403,20240408,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012384,CUS_006,STD,SHP,20240404,20240409,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012385,CUS_006,RPL,REL,20240405,20240410,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012386,CUS_006,EXP,REL,20240406,20240411,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012387,CUS_006,STD,SHP,20240407,20240412,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012388,CUS_006,RPL,REL,20240408,20240413,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012389,CUS_006,EXP,REL,20240409,20240414,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012390,CUS_006,STD,SHP,20240410,20240415,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012391,CUS_006,RPL,REL,20240411,20240416,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012392,CUS_006,EXP,REL,20240412,20240417,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012393,CUS_006,STD,SHP,20240413,20240418,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012394,CUS_006,RPL,REL,20240414,20240419,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012395,CUS_006,EXP,REL,20240415,20240420,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012396,CUS_006,STD,SHP,20240416,20240421,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012397,CUS_006,RPL,CNL,20240417,20240422,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012398,CUS_006,EXP,REL,20240418,20240423,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012399,CUS_006,STD,SHP,20240419,20240424,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012400,CUS_006,RPL,REL,20240420,20240425,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012401,CUS_007,RPL,CNL,20240401,20240406,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012402,CUS_007,EXP,REL,20240402,20240407,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012403,CUS_007,STD,REL,20240403,20240408,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012404,CUS_007,RPL,SHP,20240404,20240409,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012405,CUS_007,EXP,REL,20240405,20240410,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012406,CUS_007,STD,REL,20240406,20240411,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012407,CUS_007,RPL,SHP,20240407,20240412,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012408,CUS_007,EXP,REL,20240408,20240413,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012409,CUS_007,STD,REL,20240409,20240414,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012410,CUS_007,RPL,SHP,20240410,20240415,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012411,CUS_007,EXP,REL,20240411,20240416,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012412,CUS_007,STD,REL,20240412,20240417,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012413,CUS_007,RPL,SHP,20240413,20240418,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012414,CUS_007,EXP,REL,20240414,20240419,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012415,CUS_007,STD,REL,20240415,20240420,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012416,CUS_007,RPL,SHP,20240416,20240421,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012417,CUS_007,EXP,REL,20240417,20240422,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012418,CUS_007,STD,REL,20240418,20240423,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012419,CUS_007,RPL,SHP,20240419,20240424,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012420,CUS_007,EXP,CNL,20240420,20240425,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012421,CUS_007,STD,REL,20240421,20240426,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012422,CUS_007,RPL,SHP,20240422,20240427,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012423,CUS_007,EXP,REL,20240423,20240428,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012424,CUS_007,STD,REL,20240424,20240429,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012425,CUS_007,RPL,SHP,20240425,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012426,CUS_007,EXP,REL,20240426,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012427,CUS_007,STD,REL,20240427,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012428,CUS_007,RPL,SHP,20240428,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012429,CUS_007,EXP,REL,20240429,20240430,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012430,CUS_007,STD,REL,20240430,20240430,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012431,CUS_007,RPL,SHP,20240401,20240406,PLT_SOUTH,CN01,CNY,BU01,DIRECT,DAP,ERP
SOX012432,CUS_007,EXP,REL,20240402,20240407,PLT_EAST,CN01,CNY,BU01,DIRECT,DAP,ERP
