po_line_id,po_id,material_id,po_qty,recv_qty,unit_price_amt,tax_amt,discount_amt,line_eta_dt_key
POLX031985,POX020993,MAT_RM_2010,82,82,30.0,0.0,0.0,20250101
POLX031986,POX020993,MAT_RM_2001,92,92,31.0,0.0,0.0,20250101
POLX031987,POX020994,MAT_RM_2001,83,83,30.0,0.0,0.0,20250101
POLX031988,POX020994,MAT_RM_2002,93,93,31.0,0.0,0.0,20250101
POLX031989,POX020995,MAT_RM_2002,84,84,30.0,0.0,0.0,20250101
POLX031990,POX020995,MAT_RM_2003,94,94,31.0,0.0,0.0,20250101
POLX031991,POX020996,MAT_RM_2003,85,85,30.0,0.0,0.0,20250101
POLX031992,POX020996,MAT_RM_2004,95,95,31.0,0.0,0.0,20250101
POLX031993,POX020997,MAT_RM_2004,86,86,30.0,0.0,0.0,20250101
POLX031994,POX020997,MAT_RM_2005,96,96,31.0,0.0,0.0,20250101
POLX031995,POX020998,MAT_RM_2005,87,87,30.0,0.0,0.0,20250101
POLX031996,POX020998,MAT_RM_2006,97,97,31.0,0.0,0.0,20250101
POLX031997,POX020999,MAT_RM_2006,88,88,30.0,0.0,0.0,20250101
POLX031998,POX020999,MAT_RM_2007,98,98,31.0,0.0,0.0,20250101
POLX031999,POX021000,MAT_RM_2007,89,89,30.0,0.0,0.0,20250101
POLX032000,POX021000,MAT_RM_2008,99,99,31.0,0.0,0.0,20250101
POLX032001,POX021001,MAT_RM_2008,90,90,30.0,0.0,0.0,20250101
POLX032002,POX021001,MAT_RM_2009,100,100,31.0,0.0,0.0,20250101
POLX032003,POX021002,MAT_RM_2009,91,91,30.0,0.0,0.0,20250101
POLX032004,POX021002,MAT_RM_2010,101,101,31.0,0.0,0.0,20250101
POLX032005,POX021003,MAT_RM_2010,92,92,30.0,0.0,0.0,20250101
POLX032006,POX021003,MAT_RM_2001,102,102,31.0,0.0,0.0,20250101
POLX032007,POX021004,MAT_RM_2001,93,93,30.0,0.0,0.0,20250101
POLX032008,POX021004,MAT_RM_2002,103,103,31.0,0.0,0.0,20250101
POLX032009,POX021005,MAT_RM_2002,94,94,30.0,0.0,0.0,20250101
POLX032010,POX021005,MAT_RM_2003,104,104,31.0,0.0,0.0,20250101
POLX032011,POX021006,MAT_RM_2003,95,95,30.0,0.0,0.0,20250101
POLX032012,POX021006,MAT_RM_2004,105,105,31.0,0.0,0.0,20250101
POLX032013,POX021007,MAT_RM_2004,96,96,30.0,0.0,0.0,20250101
POLX032014,POX021007,MAT_RM_2005,106,106,31.0,0.0,0.0,20250101
POLX032015,POX021008,MAT_RM_2005,97,96,30.0,0.0,0.0,20250101
POLX032016,POX021008,MAT_RM_2006,107,106,31.0,0.0,0.0,20250101
POLX032017,POX021009,MAT_RM_2006,98,98,30.0,0.0,0.0,20250101
POLX032018,POX021009,MAT_RM_2007,108,108,31.0,0.0,0.0,20250101
POLX032019,POX021010,MAT_RM_2007,99,99,30.0,0.0,0.0,20250101
POLX032020,POX021010,MAT_RM_2008,109,109,31.0,0.0,0.0,20250101
POLX032021,POX021011,MAT_RM_2008,100,100,30.0,0.0,0.0,20250101
POLX032022,POX021011,MAT_RM_2009,110,110,31.0,0.0,0.0,20250101
POLX032023,POX021012,MAT_RM_2009,101,101,30.0,0.0,0.0,20250101
POLX032024,POX021012,MAT_RM_2010,111,111,31.0,0.0,0.0,20250101
POLX032025,POX021013,MAT_RM_2010,102,102,30.0,0.0,0.0,20250101
POLX032026,POX021013,MAT_RM_2001,112,112,31.0,0.0,0.0,20250101
POLX032027,POX021014,MAT_RM_2001,103,103,30.0,0.0,0.0,20250101
POLX032028,POX021014,MAT_RM_2002,113,113,31.0,0.0,0.0,20250101
POLX032029,POX021015,MAT_RM_2002,104,104,30.0,0.0,0.0,20250101
POLX032030,POX021015,MAT_RM_2003,114,114,31.0,0.0,0.0,20250101
POLX032031,POX021016,MAT_RM_2003,105,105,30.0,0.0,0.0,20250101
POLX032032,POX021016,MAT_RM_2004,115,115,31.0,0.0,0.0,20250101
POLX032033,POX021017,MAT_RM_2004,106,106,30.0,0.0,0.0,20250101
POLX032034,POX021017,MAT_RM_2005,116,116,31.0,0.0,0.0,20250101
POLX032035,POX021018,MAT_RM_2005,107,107,30.0,0.0,0.0,20250101
POLX032036,POX021018,MAT_RM_2006,117,117,31.0,0.0,0.0,20250101
POLX032037,POX021019,MAT_RM_2006,108,108,30.0,0.0,0.0,20250101
POLX032038,POX021019,MAT_RM_2007,118,118,31.0,0.0,0.0,20250101
POLX032039,POX021020,MAT_RM_2007,109,109,30.0,0.0,0.0,20250101
POLX032040,POX021020,MAT_RM_2008,119,119,31.0,0.0,0.0,20250101
POLX032041,POX021021,MAT_RM_2008,110,110,30.0,0.0,0.0,20250101
POLX032042,POX021021,MAT_RM_2009,120,120,31.0,0.0,0.0,20250101
POLX032043,POX021022,MAT_RM_2009,111,111,30.0,0.0,0.0,20250101
POLX032044,POX021022,MAT_RM_2010,121,121,31.0,0.0,0.0,20250101
POLX032045,POX021023,MAT_RM_2010,112,112,30.0,0.0,0.0,20250101
POLX032046,POX021023,MAT_RM_2001,122,122,31.0,0.0,0.0,20250101
POLX032047,POX021024,MAT_RM_2001,113,113,30.0,0.0,0.0,20250101
POLX032048,POX021024,MAT_RM_2002,123,123,31.0,0.0,0.0,20250101
POLX032049,POX021025,MAT_RM_2002,114,113,30.0,0.0,0.0,20250101
POLX032050,POX021025,MAT_RM_2003,124,123,31.0,0.0,0.0,20250101
POLX032051,POX021026,MAT_RM_2003,115,115,30.0,0.0,0.0,20250101
POLX032052,POX021026,MAT_RM_2004,125,125,31.0,0.0,0.0,20250101
POLX032053,POX021027,MAT_RM_2004,116,116,30.0,0.0,0.0,20250101
POLX032054,POX021027,MAT_RM_2005,126,126,31.0,0.0,0.0,20250101
POLX032055,POX021028,MAT_RM_2005,117,117,30.0,0.0,0.0,20250101
POLX032056,POX021028,MAT_RM_2006,127,127,31.0,0.0,0.0,20250101
POLX032057,POX021029,MAT_RM_2006,118,118,30.0,0.0,0.0,20250101
POLX032058,POX021029,MAT_RM_2007,128,128,31.0,0.0,0.0,20250101
POLX032059,POX021030,MAT_RM_2007,119,119,30.0,0.0,0.0,20250101
POLX032060,POX021030,MAT_RM_2008,129,129,31.0,0.0,0.0,20250101
POLX032061,POX021031,MAT_RM_2008,80,80,30.0,0.0,0.0,20250101
POLX032062,POX021031,MAT_RM_2009,90,90,31.0,0.0,0.0,20250101
POLX032063,POX021032,MAT_RM_2009,81,81,30.0,0.0,0.0,20250101
POLX032064,POX021032,MAT_RM_2010,91,91,31.0,0.0,0.0,20250101
POLX032065,POX021033,MAT_RM_2010,82,82,30.0,0.0,0.0,20250101
POLX032066,POX021033,MAT_RM_2001,92,92,31.0,0.0,0.0,20250101
POLX032067,POX021034,MAT_RM_2001,83,83,30.0,0.0,0.0,20250101
POLX032068,POX021034,MAT_RM_2002,93,93,31.0,0.0,0.0,20250101
POLX032069,POX021035,MAT_RM_2002,84,84,30.0,0.0,0.0,20250101
POLX032070,POX021035,MAT_RM_2003,94,94,31.0,0.0,0.0,20250101
POLX032071,POX021036,MAT_RM_2003,85,85,30.0,0.0,0.0,20250101
POLX032072,POX021036,MAT_RM_2004,95,95,31.0,0.0,0.0,20250101
POLX032073,POX021037,MAT_RM_2004,86,86,30.0,0.0,0.0,20250101
POLX032074,POX021037,MAT_RM_2005,96,96,31.0,0.0,0.0,20250101
POLX032075,POX021038,MAT_RM_2005,87,87,30.0,0.0,0.0,20250101
POLX032076,POX021038,MAT_RM_2006,97,97,31.0,0.0,0.0,20250101
POLX032077,POX021039,MAT_RM_2006,88,88,30.0,0.0,0.0,20250101
POLX032078,POX021039,MAT_RM_2007,98,98,31.0,0.0,0.0,20250101
POLX032079,POX021040,MAT_RM_2007,89,89,30.0,0.0,0.0,20250101
POLX032080,POX021040,MAT_RM_2008,99,99,31.0,0.0,0.0,20250101
POLX032081,POX021041,MAT_RM_2008,90,90,30.0,0.0,0.0,20250101
POLX032082,POX021041,MAT_RM_2009,100,100,31.0,0.0,0.0,20250101
POLX032083,POX021042,MAT_RM_2009,91,90,30.0,0.0,0.0,20250101
POLX032084,POX021042,MAT_RM_2010,101,100,31.0,0.0,0.0,20250101
POLX032085,POX021043,MAT_RM_2010,92,92,30.0,0.0,0.0,20250101
POLX032086,POX021043,MAT_RM_2001,102,102,31.0,0.0,0.0,20250101
POLX032087,POX021044,MAT_RM_2001,93,93,30.0,0.0,0.0,20250101
POLX032088,POX021044,MAT_RM_2002,103,103,31.0,0.0,0.0,20250101
POLX032089,POX021045,MAT_RM_2002,94,94,30.0,0.0,0.0,20250101
POLX032090,POX021045,MAT_RM_2003,104,104,31.0,0.0,0.0,20250101
POLX032091,POX021046,MAT_RM_2003,95,95,30.0,0.0,0.0,20250101
POLX032092,POX021046,MAT_RM_2004,105,105,31.0,0.0,0.0,20250101
POLX032093,POX021047,MAT_RM_2004,96,96,30.0,0.0,0.0,20250101
POLX032094,POX021047,MAT_RM_2005,106,106,31.0,0.0,0.0,20250101
POLX032095,POX021048,MAT_RM_2005,97,97,30.0,0.0,0.0,20250101
POLX032096,POX021048,MAT_RM_2006,107,107,31.0,0.0,0.0,20250101
POLX032097,POX021049,MAT_RM_2006,98,98,30.0,0.0,0.0,20250101
POLX032098,POX021049,MAT_RM_2007,108,108,31.0,0.0,0.0,20250101
POLX032099,POX021050,MAT_RM_2007,99,99,30.0,0.0,0.0,20250101
POLX032100,POX021050,MAT_RM_2008,109,109,31.0,0.0,0.0,20250101
POLX032101,POX021051,MAT_RM_2008,100,100,30.0,0.0,0.0,20250101
POLX032102,POX021051,MAT_RM_2009,110,110,31.0,0.0,0.0,20250101
POLX032103,POX021052,MAT_RM_2009,101,101,30.0,0.0,0.0,20250101
POLX032104,POX021052,MAT_RM_2010,111,111,31.0,0.0,0.0,20250101
POLX032105,POX021053,MAT_RM_2010,102,102,30.0,0.0,0.0,20250101
POLX032106,POX021053,MAT_RM_2001,112,112,31.0,0.0,0.0,20250101
POLX032107,POX021054,MAT_RM_2001,103,103,30.0,0.0,0.0,20250101
POLX032108,POX021054,MAT_RM_2002,113,113,31.0,0.0,0.0,20250101
POLX032109,POX021055,MAT_RM_2002,104,104,30.0,0.0,0.0,20250101
POLX032110,POX021055,MAT_RM_2003,114,114,31.0,0.0,0.0,20250101
POLX032111,POX021056,MAT_RM_2003,105,105,30.0,0.0,0.0,20250101
POLX032112,POX021056,MAT_RM_2004,115,115,31.0,0.0,0.0,20250101
POLX032113,POX021057,MAT_RM_2004,106,106,30.0,0.0,0.0,20250101
POLX032114,POX021057,MAT_RM_2005,116,116,31.0,0.0,0.0,20250101
POLX032115,POX021058,MAT_RM_2005,107,107,30.0,0.0,0.0,20250101
POLX032116,POX021058,MAT_RM_2006,117,117,31.0,0.0,0.0,20250101
POLX032117,POX021059,MAT_RM_2006,108,107,30.0,0.0,0.0,20250101
POLX032118,POX021059,MAT_RM_2007,118,117,31.0,0.0,0.0,20250101
POLX032119,POX021060,MAT_RM_2007,109,109,30.0,0.0,0.0,20250101
POLX032120,POX021060,MAT_RM_2008,119,119,31.0,0.0,0.0,20250101
POLX032121,POX021061,MAT_RM_2008,110,110,30.0,0.0,0.0,20250101
POLX032122,POX021061,MAT_RM_2009,120,120,31.0,0.0,0.0,20250101
POLX032123,POX021062,MAT_RM_2009,111,111,30.0,0.0,0.0,20250101
POLX032124,POX021062,MAT_RM_2010,121,121,31.0,0.0,0.0,20250101
POLX032125,POX021063,MAT_RM_2010,112,112,30.0,0.0,0.0,20250101
POLX032126,POX021063,MAT_RM_2001,122,122,31.0,0.0,0.0,20250101
POLX032127,POX021064,MAT_RM_2001,113,113,30.0,0.0,0.0,20250101
POLX032128,POX021064,MAT_RM_2002,123,123,31.0,0.0,0.0,20250101
POLX032129,POX021065,MAT_RM_2002,114,114,30.0,0.0,0.0,20250101
POLX032130,POX021065,MAT_RM_2003,124,124,31.0,0.0,0.0,20250101
POLX032131,POX021066,MAT_RM_2003,115,115,30.0,0.0,0.0,20250101
POLX032132,POX021066,MAT_RM_2004,125,125,31.0,0.0,0.0,20250101
POLX032133,POX021067,MAT_RM_2004,116,116,30.0,0.0,0.0,20250101
POLX032134,POX021067,MAT_RM_2005,126,126,31.0,0.0,0.0,20250101
POLX032135,POX021068,MAT_RM_2005,117,117,30.0,0.0,0.0,20250101
POLX032136,POX021068,MAT_RM_2006,127,127,31.0,0.0,0.0,20250101
POLX032137,POX021069,MAT_RM_2006,118,118,30.0,0.0,0.0,20250101
POLX032138,POX021069,MAT_RM_2007,128,128,31.0,0.0,0.0,20250101
POLX032139,POX021070,MAT_RM_2007,119,119,30.0,0.0,0.0,20250101
POLX032140,POX021070,MAT_RM_2008,129,129,31.0,0.0,0.0,20250101
POLX032141,POX021071,MAT_RM_2008,80,80,30.0,0.0,0.0,20250101
POLX032142,POX021071,MAT_RM_2009,90,90,31.0,0.0,0.0,20250101
POLX032143,POX021072,MAT_RM_2009,81,81,30.0,0.0,0.0,20250101
POLX032144,POX021072,MAT_RM_2010,91,91,31.0,0.0,0.0,20250101
POLX032145,POX021073,MAT_RM_2010,82,82,30.0,0.0,0.0,20250101
POLX032146,POX021073,MAT_RM_2001,92,92,31.0,0.0,0.0,20250101
POLX032147,POX021074,MAT_RM_2001,83,83,30.0,0.0,0.0,20250101
POLX032148,POX021074,MAT_RM_2002,93,93,31.0,0.0,0.0,20250101
POLX032149,POX021075,MAT_RM_2002,84,84,30.0,0.0,0.0,20250101
POLX032150,POX021075,MAT_RM_2003,94,94,31.0,0.0,0.0,20250101
POLX032151,POX021076,MAT_RM_2003,85,84,30.0,0.0,0.0,20250101
POLX032152,POX021076,MAT_RM_2004,95,94,31.0,0.0,0.0,20250101
POLX032153,POX021077,MAT_RM_2004,86,86,30.0,0.0,0.0,20250101
POLX032154,POX021077,MAT_RM_2005,96,96,31.0,0.0,0.0,20250101
POLX032155,POX021078,MAT_RM_2005,87,87,30.0,0.0,0.0,20250101
POLX032156,POX021078,MAT_RM_2006,97,97,31.0,0.0,0.0,20250101
POLX032157,POX021079,MAT_RM_2006,88,88,30.0,0.0,0.0,20250101
POLX032158,POX021079,MAT_RM_2007,98,98,31.0,0.0,0.0,20250101
POLX032159,POX021080,MAT_RM_2007,89,89,30.0,0.0,0.0,20250101
POLX032160,POX021080,MAT_RM_2008,99,99,31.0,0.0,0.0,20250101
POLX032161,POX021081,MAT_RM_2004,80,79,20.0,0.0,0.0,20250101
POLX032162,POX021081,MAT_RM_2005,90,89,21.0,0.0,0.0,20250101
POLX032163,POX021082,MAT_RM_2005,81,81,20.0,0.0,0.0,20250101
POLX032164,POX021082,MAT_RM_2006,91,91,21.0,0.0,0.0,20250101
POLX032165,POX021083,MAT_RM_2006,82,82,20.0,0.0,0.0,20250101
POLX032166,POX021083,MAT_RM_2007,92,92,21.0,0.0,0.0,20250101
POLX032167,POX021084,MAT_RM_2007,83,83,20.0,0.0,0.0,20250101
POLX032168,POX021084,MAT_RM_2008,93,93,21.0,0.0,0.0,20250101
POLX032169,POX021085,MAT_RM_2008,84,84,20.0,0.0,0.0,20250101
POLX032170,POX021085,MAT_RM_2009,94,94,21.0,0.0,0.0,20250101
POLX032171,POX021086,MAT_RM_2009,85,85,20.0,0.0,0.0,20250101
POLX032172,POX021086,MAT_RM_2010,95,95,21.0,0.0,0.0,20250101
POLX032173,POX021087,MAT_RM_2010,86,86,20.0,0.0,0.0,20250101
POLX032174,POX021087,MAT_RM_2001,96,96,21.0,0.0,0.0,20250101
POLX032175,POX021088,MAT_RM_2001,87,87,20.0,0.0,0.0,20250101
POLX032176,POX021088,MAT_RM_2002,97,97,21.0,0.0,0.0,20250101
POLX032177,POX021089,MAT_RM_2002,88,88,20.0,0.0,0.0,20250101
POLX032178,POX021089,MAT_RM_2003,98,98,21.0,0.0,0.0,20250101
POLX032179,POX021090,MAT_RM_2003,89,89,20.0,0.0,0.0,20250101
POLX032180,POX021090,MAT_RM_2004,99,99,21.0,0.0,0.0,20250101
POLX032181,POX021091,MAT_RM_2004,90,90,20.0,0.0,0.0,20250101
POLX032182,POX021091,MAT_RM_2005,100,100,21.0,0.0,0.0,20250101
POLX032183,POX021092,MAT_RM_2005,91,91,20.0,0.0,0.0,20250101
POLX032184,POX021092,MAT_RM_2006,101,101,21.0,0.0,0.0,20250101
POLX032185,POX021093,MAT_RM_2006,92,92,20.0,0.0,0.0,20250101
POLX032186,POX021093,MAT_RM_2007,102,102,21.0,0.0,0.0,20250101
POLX032187,POX021094,MAT_RM_2007,93,93,20.0,0.0,0.0,20250101
POLX032188,POX021094,MAT_RM_2008,103,103,21.0,0.0,0.0,20250101
POLX032189,POX021095,MAT_RM_2008,94,94,20.0,0.0,0.0,20250101
POLX032190,POX021095,MAT_RM_2009,104,104,21.0,0.0,0.0,20250101
POLX032191,POX021096,MAT_RM_2009,95,95,20.0,0.0,0.0,20250101
POLX032192,POX021096,MAT_RM_2010,105,105,21.0,0.0,0.0,20250101
POLX032193,POX021097,MAT_RM_2010,96,96,20.0,0.0,0.0,20250101
POLX032194,POX021097,MAT_RM_2001,106,106,21.0,0.0,0.0,20250101
POLX032195,POX021098,MAT_RM_2001,97,96,20.0,0.0,0.0,20250101
POLX032196,POX021098,MAT_RM_2002,107,106,21.0,0.0,0.0,20250101
POLX032197,POX021099,MAT_RM_2002,98,98,20.0,0.0,0.0,20250101
POLX032198,POX021099,MAT_RM_2003,108,108,21.0,0.0,0.0,20250101
POLX032199,POX021100,MAT_RM_2003,99,99,20.0,0.0,0.0,20250101
POLX032200,POX021100,MAT_RM_2004,109,109,21.0,0.0,0.0,20250101
POLX032201,POX021101,MAT_RM_2004,100,100,20.0,0.0,0.0,20250101
POLX032202,POX021101,MAT_RM_2005,110,110,21.0,0.0,0.0,20250101
POLX032203,POX021102,MAT_RM_2005,101,101,20.0,0.0,0.0,20250101
POLX032204,POX021102,MAT_RM_2006,111,111,21.0,0.0,0.0,20250101
POLX032205,POX021103,MAT_RM_2006,102,102,20.0,0.0,0.0,20250101
POLX032206,POX021103,MAT_RM_2007,112,112,21.0,0.0,0.0,20250101
POLX032207,POX021104,MAT_RM_2007,103,103,20.0,0.0,0.0,20250101
POLX032208,POX021104,MAT_RM_2008,113,113,21.0,0.0,0.0,20250101
POLX032209,POX021105,MAT_RM_2008,104,104,20.0,0.0,0.0,20250101
POLX032210,POX021105,MAT_RM_2009,114,114,21.0,0.0,0.0,20250101
POLX032211,POX021106,MAT_RM_2009,105,105,20.0,0.0,0.0,20250101
POLX032212,POX021106,MAT_RM_2010,115,115,21.0,0.0,0.0,20250101
POLX032213,POX021107,MAT_RM_2010,106,106,20.0,0.0,0.0,20250101
POLX032214,POX021107,MAT_RM_2001,116,116,21.0,0.0,0.0,20250101
POLX032215,POX021108,MAT_RM_2001,107,107,20.0,0.0,0.0,20250101
POLX032216,POX021108,MAT_RM_2002,117,117,21.0,0.0,0.0,20250101
POLX032217,POX021109,MAT_RM_2002,108,108,20.0,0.0,0.0,20250101
POLX032218,POX021109,MAT_RM_2003,118,118,21.0,0.0,0.0,20250101
POLX032219,POX021110,MAT_RM_2003,109,109,20.0,0.0,0.0,20250101
POLX032220,POX021110,MAT_RM_2004,119,119,21.0,0.0,0.0,20250101
POLX032221,POX021111,MAT_RM_2004,110,110,20.0,0.0,0.0,20250101
POLX032222,POX021111,MAT_RM_2005,120,120,21.0,0.0,0.0,20250101
POLX032223,POX021112,MAT_RM_2005,111,111,20.0,0.0,0.0,20250101
POLX032224,POX021112,MAT_RM_2006,121,121,21.0,0.0,0.0,20250101
POLX032225,POX021113,MAT_RM_2006,112,112,20.0,0.0,0.0,20250101
POLX032226,POX021113,MAT_RM_2007,122,122,21.0,0.0,0.0,20250101
POLX032227,POX021114,MAT_RM_2007,113,113,20.0,0.0,0.0,20250101
POLX032228,POX021114,MAT_RM_2008,123,123,21.0,0.0,0.0,20250101
POLX032229,POX021115,MAT_RM_2008,114,113,20.0,0.0,0.0,20250101
POLX032230,POX021115,MAT_RM_2009,124,123,21.0,0.0,0.0,20250101
POLX032231,POX021116,MAT_RM_2009,115,115,20.0,0.0,0.0,20250101
POLX032232,POX021116,MAT_RM_2010,125,125,21.0,0.0,0.0,20250101
POLX032233,POX021117,MAT_RM_2010,116,116,20.0,0.0,0.0,20250101
POLX032234,POX021117,MAT_RM_2001,126,126,21.0,0.0,0.0,20250101
POLX032235,POX021118,MAT_RM_2001,117,117,20.0,0.0,0.0,20250101
POLX032236,POX021118,MAT_RM_2002,127,127,21.0,0.0,0.0,20250101
POLX032237,POX021119,MAT_RM_2002,118,118,20.0,0.0,0.0,20250101
POLX032238,POX021119,MAT_RM_2003,128,128,21.0,0.0,0.0,20250101
POLX032239,POX021120,MAT_RM_2003,119,119,20.0,0.0,0.0,20250101
POLX032240,POX021120,MAT_RM_2004,129,129,21.0,0.0,0.0,20250101
POLX032241,POX021121,MAT_RM_2004,80,80,20.0,0.0,0.0,20250101
POLX032242,POX021121,MAT_RM_2005,90,90,21.0,0.0,0.0,20250101
POLX032243,POX021122,MAT_RM_2005,81,81,20.0,0.0,0.0,20250101
POLX032244,POX021122,MAT_RM_2006,91,91,21.0,0.0,0.0,20250101
POLX032245,POX021123,MAT_RM_2006,82,82,20.0,0.0,0.0,20250101
POLX032246,POX021123,MAT_RM_2007,92,92,21.0,0.0,0.0,20250101
POLX032247,POX021124,MAT_RM_2007,83,83,20.0,0.0,0.0,20250101
POLX032248,POX021124,MAT_RM_2008,93,93,21.0,0.0,0.0,20250101
POLX032249,POX021125,MAT_RM_2008,84,84,20.0,0.0,0.0,20250101
POLX032250,POX021125,MAT_RM_2009,94,94,21.0,0.0,0.0,20250101
POLX032251,POX021126,MAT_RM_2009,85,85,20.0,0.0,0.0,20250101
POLX032252,POX021126,MAT_RM_2010,95,95,21.0,0.0,0.0,20250101
POLX032253,POX021127,MAT_RM_2010,86,86,20.0,0.0,0.0,20250101
POLX032254,POX021127,MAT_RM_2001,96,96,21.0,0.0,0.0,20250101
POLX032255,POX021128,MAT_RM_2001,87,87,20.0,0.0,0.0,20250101
POLX032256,POX021128,MAT_RM_2002,97,97,21.0,0.0,0.0,20250101
POLX032257,POX021129,MAT_RM_2002,88,88,20.0,0.0,0.0,20250101
POLX032258,POX021129,MAT_RM_2003,98,98,21.0,0.0,0.0,20250101
POLX032259,POX021130,MAT_RM_2003,89,89,20.0,0.0,0.0,20250101
POLX032260,POX021130,MAT_RM_2004,99,99,21.0,0.0,0.0,20250101
POLX032261,POX021131,MAT_RM_2004,90,90,20.0,0.0,0.0,20250101
POLX032262,POX021131,MAT_RM_2005,100,100,21.0,0.0,0.0,20250101
POLX032263,POX021132,MAT_RM_2005,91,90,20.0,0.0,0.0,20250101
POLX032264,POX021132,MAT_RM_2006,101,100,21.0,0.0,0.0,20250101
POLX032265,POX021133,MAT_RM_2006,92,92,20.0,0.0,0.0,20250101
POLX032266,POX021133,MAT_RM_2007,102,102,21.0,0.0,0.0,20250101
POLX032267,POX021134,MAT_RM_2007,93,93,20.0,0.0,0.0,20250101
POLX032268,POX021134,MAT_RM_2008,103,103,21.0,0.0,0.0,20250101
POLX032269,POX021135,MAT_RM_2008,94,94,20.0,0.0,0.0,20250101
POLX032270,POX021135,MAT_RM_2009,104,104,21.0,0.0,0.0,20250101
POLX032271,POX021136,MAT_RM_2009,95,95,20.0,0.0,0.0,20250101
POLX032272,POX021136,MAT_RM_2010,105,105,21.0,0.0,0.0,20250101
POLX032273,POX021137,MAT_RM_2010,96,96,20.0,0.0,0.0,20250101
POLX032274,POX021137,MAT_RM_2001,106,106,21.0,0.0,0.0,20250101
POLX032275,POX021138,MAT_RM_2001,97,97,20.0,0.0,0.0,20250101
POLX032276,POX021138,MAT_RM_2002,107,107,21.0,0.0,0.0,20250101
POLX032277,POX021139,MAT_RM_2002,98,98,20.0,0.0,0.0,20250101
POLX032278,POX021139,MAT_RM_2003,108,108,21.0,0.0,0.0,20250101
POLX032279,POX021140,MAT_RM_2003,99,99,20.0,0.0,0.0,20250101
POLX032280,POX021140,MAT_RM_2004,109,109,21.0,0.0,0.0,20250101
POLX032281,POX021141,MAT_RM_2004,100,100,20.0,0.0,0.0,20250101
POLX032282,POX021141,MAT_RM_2005,110,110,21.0,0.0,0.0,20250101
POLX032283,POX021142,MAT_RM_2005,101,101,20.0,0.0,0.0,20250101
POLX032284,POX021142,MAT_RM_2006,111,111,21.0,0.0,0.0,20250101
POLX032285,POX021143,MAT_RM_2006,102,102,20.0,0.0,0.0,20250101
POLX032286,POX021143,MAT_RM_2007,112,112,21.0,0.0,0.0,20250101
POLX032287,POX021144,MAT_RM_2007,103,103,20.0,0.0,0.0,20250101
POLX032288,POX021144,MAT_RM_2008,113,113,21.0,0.0,0.0,20250101
POLX032289,POX021145,MAT_RM_2008,104,104,20.0,0.0,0.0,20250101
POLX032290,POX021145,MAT_RM_2009,114,114,21.0,0.0,0.0,20250101
POLX032291,POX021146,MAT_RM_2009,105,105,20.0,0.0,0.0,20250101
POLX032292,POX021146,MAT_RM_2010,115,115,21.0,0.0,0.0,20250101
POLX032293,POX021147,MAT_RM_2010,106,106,20.0,0.0,0.0,20250101
POLX032294,POX021147,MAT_RM_2001,116,116,21.0,0.0,0.0,20250101
POLX032295,POX021148,MAT_RM_2001,107,107,20.0,0.0,0.0,20250101
POLX032296,POX021148,MAT_RM_2002,117,117,21.0,0.0,0.0,20250101
POLX032297,POX021149,MAT_RM_2002,108,107,20.0,0.0,0.0,20250101
POLX032298,POX021149,MAT_RM_2003,118,117,21.0,0.0,0.0,20250101
POLX032299,POX021150,MAT_RM_2003,109,109,20.0,0.0,0.0,20250101
POLX032300,POX021150,MAT_RM_2004,119,119,21.0,0.0,0.0,20250101
POLX032301,POX021151,MAT_RM_2004,110,110,20.0,0.0,0.0,20250101
POLX032302,POX021151,MAT_RM_2005,120,120,21.0,0.0,0.0,20250101
POLX032303,POX021152,MAT_RM_2005,111,111,20.0,0.0,0.0,20250101
POLX032304,POX021152,MAT_RM_2006,121,121,21.0,0.0,0.0,20250101
POLX032305,POX021153,MAT_RM_2006,112,112,20.0,0.0,0.0,20250101
POLX032306,POX021153,MAT_RM_2007,122,122,21.0,0.0,0.0,20250101
POLX032307,POX021154,MAT_RM_2007,113,113,20.0,0.0,0.0,20250101
POLX032308,POX021154,MAT_RM_2008,123,123,21.0,0.0,0.0,20250101
POLX032309,POX021155,MAT_RM_2008,114,114,20.0,0.0,0.0,20250101
POLX032310,POX021155,MAT_RM_2009,124,124,21.0,0.0,0.0,20250101
POLX032311,POX021156,MAT_RM_2009,115,115,20.0,0.0,0.0,20250101
POLX032312,POX021156,MAT_RM_2010,125,125,21.0,0.0,0.0,20250101
POLX032313,POX021157,MAT_RM_2010,116,116,20.0,0.0,0.0,20250101
POLX032314,POX021157,MAT_RM_2001,126,126,21.0,0.0,0.0,20250101
POLX032315,POX021158,MAT_RM_2001,117,117,20.0,0.0,0.0,20250101
POLX032316,POX021158,MAT_RM_2002,127,127,21.0,0.0,0.0,20250101
POLX032317,POX021159,MAT_RM_2002,118,118,20.0,0.0,0.0,20250101
POLX032318,POX021159,MAT_RM_2003,128,128,21.0,0.0,0.0,20250101
POLX032319,POX021160,MAT_RM_2003,119,119,20.0,0.0,0.0,20250101
POLX032320,POX021160,MAT_RM_2004,129,129,21.0,0.0,0.0,20250101
POLX032321,POX021161,MAT_RM_2004,80,80,20.0,0.0,0.0,20250101
POLX032322,POX021161,MAT_RM_2005,90,90,21.0,0.0,0.0,20250101
POLX032323,POX021162,MAT_RM_2005,81,81,20.0,0.0,0.0,20250101
POLX032324,POX021162,MAT_RM_2006,91,91,21.0,0.0,0.0,20250101
